#       Q              S_11(Q)
       3.6231952       0.9949278
       3.6269088       1.1973708
       3.6306224       0.8914291
       3.6343360       1.2042449
       3.6380496       1.2888328
       3.6417630       1.0483401
       3.6454766       1.3479691
       3.6491902       1.1786587
       3.6529038       0.9127622
       3.6566174       0.5962641
       3.6603308       0.8517189
       3.6640444       1.1136224
       3.6677580       1.3511031
       3.6714716       1.5398672
       3.6751852       0.9838917
       3.6788986       0.8483900
       3.6826122       0.9913937
       3.6863258       0.9987191
       3.6900394       1.7564650
       3.6937530       1.1345527
       3.6974664       1.1301302
       3.7011800       0.9816227
       3.7048936       0.7775306
       3.7086072       0.7301328
       3.7123208       1.3146012
       3.7160342       2.0713711
       3.7197478       1.3079031
       3.7234614       0.9403075
       3.7271750       1.0269214
       3.7308884       1.1559447
       3.7346020       0.7816672
       3.7383156       0.5885456
       3.7420292       0.9580699
       3.7457428       1.0940686
       3.7494562       1.3733203
       3.7531698       1.0844555
       3.7568834       0.8341193
       3.7605970       1.2437682
       3.7643106       0.7689231
       3.7680240       0.8193328
       3.7717376       1.1967528
       3.7754512       0.9243422
       3.7791648       0.9638341
       3.7828784       1.2173394
       3.7865918       1.2730622
       3.7903054       1.6342638
       3.7940190       1.1398774
       3.7977326       1.2861679
       3.8014462       0.9671804
       3.8051596       1.8205078
       3.8088732       1.0580565
       3.8125868       0.6033093
       3.8163004       0.4484859
       3.8200140       1.7002008
       3.8237274       1.5088972
       3.8274410       1.3690367
       3.8311546       1.2045896
       3.8348682       0.7144108
       3.8385818       0.9992178
       3.8422952       1.2342163
       3.8460088       1.5055902
       3.8497224       0.7961866
       3.8534360       0.8768203
       3.8571494       0.9678488
       3.8608630       0.7852866
       3.8645766       0.7540601
       3.8682902       1.2745864
       3.8720038       1.4882132
       3.8757172       1.2595028
       3.8794308       0.8810838
       3.8831444       1.2390598
       3.8868580       1.1989326
       3.8905716       1.1325150
       3.8942850       0.9905505
       3.8979986       0.5538009
       3.9017122       0.5208126
       3.9054258       0.7005457
       3.9091394       0.9645259
       3.9128528       0.9595782
       3.9165664       0.9833683
       3.9202800       0.6574379
       3.9239936       0.7130560
       3.9277072       0.9904122
       3.9314206       0.7934353
       3.9351342       0.5984496
       3.9388478       0.5325999
       3.9425614       0.7217487
       3.9462750       0.6289076
       3.9499884       0.5135061
       3.9537020       0.6985126
       3.9574156       0.9416862
       3.9611292       1.2947595
       3.9648426       0.8668957
       3.9685562       0.8794599
       3.9722698       0.8344538
       3.9759834       0.7718017
       3.9796970       0.7769203
       3.9834104       1.1441422
       3.9871240       1.9193280
       3.9908376       1.3845097
       3.9945512       0.8686405
       3.9982648       0.6508777
       4.0019784       1.0042708
       4.0056920       0.9856794
       4.0094056       1.0721042
       4.0131187       1.2357351
       4.0168324       1.2215908
       4.0205460       1.4683025
       4.0242596       0.7264718
       4.0279732       0.9102752
       4.0316868       1.3051541
       4.0354004       0.9897808
       4.0391140       0.7799430
       4.0428276       0.4409140
       4.0465407       0.8025753
       4.0502543       0.3880093
       4.0539680       0.7034122
       4.0576816       0.8679851
       4.0613952       0.4928435
       4.0651088       1.1002305
       4.0688224       1.5924882
       4.0725360       1.2448986
       4.0762496       0.8883022
       4.0799632       0.8872917
       4.0836763       0.6854738
       4.0873899       0.7615743
       4.0911036       0.8811640
       4.0948172       0.9756330
       4.0985308       0.8612185
       4.1022444       0.3560923
       4.1059580       0.8951896
       4.1096716       0.9688464
       4.1133852       0.5924317
       4.1170988       0.6562344
       4.1208119       0.6016413
       4.1245255       0.8576024
       4.1282392       1.7554767
       4.1319528       1.2273563
       4.1356664       1.0744469
       4.1393800       0.7159339
       4.1430936       0.6080543
       4.1468072       0.4914997
       4.1505208       0.8881828
       4.1542339       1.2844797
       4.1579475       0.6193108
       4.1616611       0.4302461
       4.1653748       0.8851601
       4.1690884       1.0597167
       4.1728020       0.8522066
       4.1765156       0.4072507
       4.1802292       0.9733983
       4.1839428       1.1380949
       4.1876564       0.9013084
       4.1913695       0.7963444
       4.1950831       0.8743075
       4.1987967       0.9623204
       4.2025104       0.4884235
       4.2062240       0.4003172
       4.2099376       0.6648692
       4.2136512       0.6202356
       4.2173648       0.5021640
       4.2210784       0.6199116
       4.2247920       0.8009717
       4.2285051       0.7947201
       4.2322187       0.9238184
       4.2359324       0.6109859
       4.2396460       0.6132983
       4.2433596       0.8313244
       4.2470732       0.7068892
       4.2507868       0.3939921
       4.2545004       0.8648456
       4.2582140       0.9344218
       4.2619271       0.7894222
       4.2656407       0.7340649
       4.2693543       0.6687108
       4.2730680       0.5842053
       4.2767816       0.5448042
       4.2804952       0.8023552
       4.2842088       0.6690770
       4.2879224       0.7808723
       4.2916360       0.9055584
       4.2953496       0.8598067
       4.2990627       0.6672019
       4.3027763       0.9850293
       4.3064899       1.0938703
       4.3102036       1.0045983
       4.3139172       1.1318877
       4.3176308       0.5784128
       4.3213444       0.6762743
       4.3250580       0.4682420
       4.3287716       0.9067062
       4.3324852       1.2231696
       4.3361983       0.9714556
       4.3399119       0.5411918
       4.3436255       0.5810979
       4.3473392       0.9751337
       4.3510528       0.7978845
       4.3547664       1.1724031
       4.3584800       0.5095274
       4.3621936       0.4147214
       4.3659072       1.0939825
       4.3696203       1.2144549
       4.3733339       0.7151572
       4.3770475       0.8137806
       4.3807611       1.2093208
       4.3844748       0.9229385
       4.3881884       0.9752690
       4.3919020       1.1981689
       4.3956156       1.0562695
       4.3993292       0.7493953
       4.4030428       0.8758456
       4.4067559       1.2384580
       4.4104695       0.9453882
       4.4141831       0.8678995
       4.4178967       0.6417731
       4.4216104       0.6901802
       4.4253240       0.4601444
       4.4290376       0.7187414
       4.4327512       1.2438675
       4.4364648       1.1675442
       4.4401784       0.7545630
       4.4438915       0.6906565
       4.4476051       0.4567149
       4.4513187       1.2000966
       4.4550323       0.8387932
       4.4587460       0.6541213
       4.4624596       0.9625785
       4.4661732       0.9671364
       4.4698868       1.2709243
       4.4736004       0.9385359
       4.4773135       0.7168338
       4.4810271       0.6653951
       4.4847407       0.4755197
       4.4884543       1.0688510
       4.4921679       1.0343210
       4.4958816       0.5730460
       4.4995952       0.7875434
       4.5033088       0.7997062
       4.5070224       0.7718091
       4.5107360       0.7539073
       4.5144491       1.0019186
       4.5181627       0.5684634
       4.5218763       1.4676982
       4.5255899       1.3307402
       4.5293036       0.9025865
       4.5330172       0.7417769
       4.5367308       0.3439732
       4.5404444       0.8757644
       4.5441580       1.5768402
       4.5478716       0.7113251
       4.5515847       0.2962354
       4.5552983       1.0927551
       4.5590119       1.0412076
       4.5627255       0.9023809
       4.5664392       1.6141644
       4.5701528       1.5473359
       4.5738664       0.8002533
       4.5775800       0.8946004
       4.5812936       0.8210408
       4.5850067       0.6757434
       4.5887203       1.3060529
       4.5924339       1.4406526
       4.5961475       0.6921591
       4.5998611       0.6819836
       4.6035748       0.7917213
       4.6072884       1.1048692
       4.6110020       1.0140414
       4.6147156       0.8601486
       4.6184292       0.7428359
       4.6221423       1.1434658
       4.6258559       1.5016894
       4.6295695       0.9739770
       4.6332831       0.6986772
       4.6369967       0.7896084
       4.6407104       0.5423013
       4.6444240       0.8648522
       4.6481376       1.2182622
       4.6518512       1.2519186
       4.6555648       1.0276000
       4.6592779       0.9114829
       4.6629915       1.2423284
       4.6667051       1.6091837
       4.6704187       1.3145640
       4.6741323       0.8242382
       4.6778460       0.6500750
       4.6815596       0.7235194
       4.6852732       1.6921270
       4.6889868       1.0616970
       4.6926999       0.8359297
       4.6964135       0.8358480
       4.7001271       0.9537929
       4.7038407       0.8194705
       4.7075543       0.6478161
       4.7112679       0.3587601
       4.7149816       0.5898751
       4.7186952       0.8476424
       4.7224088       0.6290595
       4.7261224       0.6255008
       4.7298355       0.8502641
       4.7335491       0.6810282
       4.7372627       1.5097984
       4.7409763       1.4245191
       4.7446899       0.7676136
       4.7484035       1.5713332
       4.7521172       1.4563109
       4.7558308       1.2630706
       4.7595444       1.0490617
       4.7632580       1.2081996
       4.7669711       0.8559352
       4.7706847       1.0359485
       4.7743983       1.6274456
       4.7781119       1.8132206
       4.7818255       0.7811102
       4.7855392       0.6828518
       4.7892528       0.9044388
       4.7929664       1.2764151
       4.7966800       0.9998331
       4.8003936       0.4856953
       4.8041067       0.3666700
       4.8078203       0.5469790
       4.8115339       0.9077994
       4.8152475       0.7079175
       4.8189611       1.1563189
       4.8226748       0.9691349
       4.8263884       0.6102057
       4.8301020       0.6724089
       4.8338156       1.0334336
       4.8375287       1.3182955
       4.8412423       0.9929211
       4.8449559       0.9482290
       4.8486695       1.1489837
       4.8523831       0.9387913
       4.8560967       0.9916185
       4.8598104       1.0667191
       4.8635240       1.3471611
       4.8672376       1.1796221
       4.8709512       1.5983565
       4.8746643       1.6459973
       4.8783779       1.4263211
       4.8820915       1.6138397
       4.8858051       1.0716053
       4.8895187       0.5908821
       4.8932323       1.2608559
       4.8969460       1.3676100
       4.9006596       0.9214661
       4.9043732       1.1678041
       4.9080868       0.6394935
       4.9117999       1.2625046
       4.9155135       1.5459993
       4.9192271       1.2039522
       4.9229407       0.8257105
       4.9266543       0.7972704
       4.9303679       1.0529697
       4.9340816       0.8964435
       4.9377952       0.5512972
       4.9415088       0.6346613
       4.9452219       0.9486791
       4.9489355       1.0053303
       4.9526491       1.1802963
       4.9563627       1.3553617
       4.9600763       1.5256188
       4.9637899       1.4666491
       4.9675035       1.5998895
       4.9712172       1.0990633
       4.9749308       0.4963299
       4.9786444       0.8279431
       4.9823575       1.2938379
       4.9860711       1.1803936
       4.9897847       1.0124228
       4.9934983       1.0921105
       4.9972119       1.0711447
       5.0009255       1.1922188
       5.0046391       1.1756160
       5.0083528       0.8032923
       5.0120664       0.8665379
       5.0157800       0.5409967
       5.0194931       1.4908851
       5.0232067       1.4555044
       5.0269203       1.3787216
       5.0306339       0.8655618
       5.0343475       1.1598690
       5.0380611       0.9389114
       5.0417747       0.7672889
       5.0454884       0.8194966
       5.0492020       1.0557677
       5.0529151       0.8447847
       5.0566287       1.1109279
       5.0603423       0.9294877
       5.0640559       0.8839911
       5.0677695       0.9204618
       5.0714831       0.5021001
       5.0751967       0.9137442
       5.0789104       1.2044207
       5.0826240       0.6597884
       5.0863376       0.5593120
       5.0900507       0.7482354
       5.0937643       1.2894367
       5.0974779       1.3963268
       5.1011915       1.0151547
       5.1049051       0.9690849
       5.1086187       1.2017063
       5.1123323       1.3438871
       5.1160460       1.0588452
       5.1197596       0.8630329
       5.1234732       1.3406743
       5.1271863       1.3132465
       5.1308999       0.7943240
       5.1346135       0.9103392
       5.1383271       1.3358080
       5.1420407       0.6852500
       5.1457543       0.5057722
       5.1494679       1.1527803
       5.1531816       1.8318207
       5.1568952       1.7774919
       5.1606083       1.7220085
       5.1643219       1.1911123
       5.1680355       0.9985517
       5.1717491       0.8515528
       5.1754627       0.5064523
       5.1791763       0.9128720
       5.1828899       1.2898964
       5.1866035       1.0207353
       5.1903172       0.9698070
       5.1940308       1.0229321
       5.1977439       0.8358564
       5.2014575       0.5808271
       5.2051711       1.0154759
       5.2088847       1.1543764
       5.2125983       0.9748308
       5.2163119       1.3294489
       5.2200255       1.2456218
       5.2237391       1.0246173
       5.2274528       0.7095451
       5.2311664       0.8342195
       5.2348795       1.2379154
       5.2385931       1.1081470
       5.2423067       0.9744431
       5.2460203       0.7493167
       5.2497339       1.1538514
       5.2534475       1.5514728
       5.2571611       1.3401064
       5.2608747       1.1804531
       5.2645884       1.3019018
       5.2683015       1.1171449
       5.2720151       1.5137378
       5.2757287       1.3751814
       5.2794423       0.6545984
       5.2831559       0.9516908
       5.2868695       0.8630660
       5.2905831       0.8806114
       5.2942967       0.9423213
       5.2980103       1.1826302
       5.3017240       1.0126804
       5.3054371       0.8229154
       5.3091507       1.0733844
       5.3128643       0.8781031
       5.3165779       0.6508020
       5.3202915       0.6875626
       5.3240051       1.3695239
       5.3277187       1.5230577
       5.3314323       1.1250858
       5.3351460       0.8458665
       5.3388596       1.2269638
       5.3425727       1.1771417
       5.3462863       0.7626876
       5.3499999       1.0155729
       5.3537135       0.7716192
       5.3574271       1.0638244
       5.3611407       1.3523586
       5.3648543       1.2289993
       5.3685679       1.1671435
       5.3722816       0.9259200
       5.3759947       1.1692990
       5.3797083       0.8435509
       5.3834219       0.6451836
       5.3871355       1.4363248
       5.3908491       1.5761433
       5.3945627       1.6366408
       5.3982763       1.2640431
       5.4019899       0.7162411
       5.4057035       0.8907170
       5.4094172       1.0703602
       5.4131303       0.8843744
       5.4168439       0.7686037
       5.4205575       0.8884451
       5.4242711       1.2916965
       5.4279847       1.2213879
       5.4316983       0.8894376
       5.4354119       1.1012228
       5.4391255       0.9098852
       5.4428391       0.6666077
       5.4465528       0.4664557
       5.4502659       0.6400389
       5.4539795       1.3382705
       5.4576931       1.9480217
       5.4614067       1.4316216
       5.4651203       1.0245596
       5.4688339       1.0546638
       5.4725475       0.9576529
       5.4762611       1.2382851
       5.4799747       1.6215559
       5.4836884       1.0017992
       5.4874015       0.6081531
       5.4911151       0.3715240
       5.4948287       1.0204490
       5.4985423       1.2106166
       5.5022559       0.5787412
       5.5059695       0.5891817
       5.5096831       1.2291322
       5.5133967       1.3282743
       5.5171103       0.8400272
       5.5208235       0.6132430
       5.5245371       1.0396202
       5.5282507       1.5574167
       5.5319643       1.8970459
       5.5356779       1.0194938
       5.5393915       1.1151361
       5.5431051       1.1988120
       5.5468187       0.9167759
       5.5505323       0.6644722
       5.5542459       0.7167093
       5.5579591       1.2173736
       5.5616727       1.2634476
       5.5653863       1.4896448
       5.5690999       1.5886292
       5.5728135       0.8469369
       5.5765271       1.0372298
       5.5802407       1.0918870
       5.5839543       0.9775956
       5.5876679       1.0101334
       5.5913815       0.9908403
       5.5950947       0.9981062
       5.5988083       0.7585030
       5.6025219       0.4924129
       5.6062355       0.8224560
       5.6099491       0.9420568
       5.6136627       1.2573698
       5.6173763       1.0925391
       5.6210899       1.0803001
       5.6248035       0.5373740
       5.6285167       0.7305758
       5.6322303       0.8004100
       5.6359439       1.3109915
       5.6396575       1.5431662
       5.6433711       1.0189421
       5.6470847       0.6619908
       5.6507983       1.6454551
       5.6545119       1.1693803
       5.6582255       0.7828919
       5.6619391       0.7597400
       5.6656523       0.5138853
       5.6693659       1.0478857
       5.6730795       1.5603371
       5.6767931       1.4826887
       5.6805067       1.2867728
       5.6842203       0.4867610
       5.6879339       0.9026027
       5.6916475       1.3316587
       5.6953611       1.9205959
       5.6990747       1.9715239
       5.7027879       1.3185103
       5.7065015       0.4897506
       5.7102151       0.8528188
       5.7139287       0.6223608
       5.7176423       0.6659712
       5.7213559       0.8302401
       5.7250695       0.7850696
       5.7287831       0.7563066
       5.7324967       0.7052362
       5.7362099       1.1458237
       5.7399235       1.1934762
       5.7436371       0.8156971
       5.7473507       1.2351232
       5.7510643       0.9600250
       5.7547779       1.0039968
       5.7584915       1.2764950
       5.7622051       1.0152481
       5.7659187       0.5284400
       5.7696323       0.4298128
       5.7733455       0.6073133
       5.7770591       0.9681062
       5.7807727       1.4186015
       5.7844863       0.7236623
       5.7881999       0.9691253
       5.7919135       1.0029113
       5.7956271       0.8953846
       5.7993407       0.9425559
       5.8030543       0.8569749
       5.8067679       0.7743738
       5.8104811       0.9287160
       5.8141947       0.8418217
       5.8179083       0.8723658
       5.8216219       0.7697533
       5.8253355       0.9370613
       5.8290491       0.8212203
       5.8327627       0.7673206
       5.8364763       0.6870859
       5.8401899       0.7955285
       5.8439031       0.7593469
       5.8476167       0.9708759
       5.8513303       1.0782537
       5.8550439       1.4784430
       5.8587575       0.7063280
       5.8624711       1.1621102
       5.8661847       1.0284418
       5.8698983       0.4558393
       5.8736119       0.9881542
       5.8773255       1.1593223
       5.8810387       0.7489657
       5.8847523       1.1761119
       5.8884659       1.2623255
       5.8921795       1.2147646
       5.8958931       1.1755735
       5.8996067       1.0774834
       5.9033203       1.0463068
       5.9070339       0.6635110
       5.9107475       0.5204263
       5.9144611       0.9536705
       5.9181743       0.8477911
       5.9218879       0.7663027
       5.9256015       0.7940564
       5.9293151       0.8326162
       5.9330287       0.8503925
       5.9367423       1.5534506
       5.9404559       1.1807672
       5.9441695       0.5884204
       5.9478831       0.7321816
       5.9515963       0.9975895
       5.9553099       0.5878636
       5.9590235       0.8590697
       5.9627371       0.5170900
       5.9664507       0.5992035
       5.9701643       0.8081752
       5.9738779       0.5931067
       5.9775915       0.6244128
       5.9813051       0.7349158
       5.9850187       0.7722519
       5.9887319       0.6932229
       5.9924455       1.1226475
       5.9961591       1.0597299
       5.9998727       1.2693825
       6.0035863       0.6967244
       6.0072999       0.9265226
       6.0110135       1.1600355
       6.0147271       0.8364645
       6.0184407       0.7832788
       6.0221543       0.6908415
       6.0258675       0.7405310
       6.0295811       1.0756797
       6.0332947       0.9047373
       6.0370083       0.8069842
       6.0407219       0.6523929
       6.0444355       0.2686288
       6.0481491       0.7248909
       6.0518627       0.7870432
       6.0555763       0.5700212
       6.0592895       0.9816498
       6.0630031       1.1853977
       6.0667167       0.9392689
       6.0704303       0.6468161
       6.0741439       0.7288294
       6.0778575       0.9653645
       6.0815711       1.2589527
       6.0852847       0.8908046
       6.0889983       0.5919163
       6.0927119       0.5594758
       6.0964251       0.8747963
       6.1001387       1.2089846
       6.1038523       0.9259449
       6.1075659       1.2629086
       6.1112795       1.1606381
       6.1149931       0.6206552
       6.1187067       1.0546114
       6.1224203       0.8642730
       6.1261339       0.8524631
       6.1298475       0.8635690
       6.1335607       0.9297184
       6.1372743       1.1905210
       6.1409879       0.9432015
       6.1447015       0.9029662
       6.1484151       1.1104567
       6.1521287       0.9302393
       6.1558423       1.0409820
       6.1595559       1.1219805
       6.1632695       1.3199903
       6.1669831       1.1418855
       6.1706963       1.2796268
       6.1744099       1.0082096
       6.1781235       0.6411626
       6.1818371       0.9145705
       6.1855507       0.8430093
       6.1892643       0.4474342
       6.1929779       0.5334277
       6.1966915       0.6726162
       6.2004051       0.5938231
       6.2041183       0.7031253
       6.2078319       1.0609127
       6.2115455       0.8885555
       6.2152591       1.1242632
       6.2189727       0.9213912
       6.2226863       0.9047993
       6.2263999       1.0874407
       6.2301135       1.0728527
       6.2338271       0.7174898
       6.2375407       0.8452402
       6.2412539       0.6822879
       6.2449675       0.7249491
       6.2486811       0.9966189
       6.2523947       0.6013728
       6.2561083       0.4038027
       6.2598219       0.8097528
       6.2635355       0.8846668
       6.2672491       0.8094913
       6.2709627       0.5913761
       6.2746763       0.4319359
       6.2783895       1.0149302
       6.2821031       1.4528818
       6.2858167       0.9657671
       6.2895303       0.9091951
       6.2932439       1.2837971
       6.2969575       0.6647382
       6.3006711       0.7038643
       6.3043847       1.0506676
       6.3080983       0.8500309
       6.3118114       1.0129631
       6.3155251       1.2873913
       6.3192387       0.9929461
       6.3229523       1.2075478
       6.3266659       0.8957224
       6.3303795       0.5804514
       6.3340931       0.8775734
       6.3378067       0.6097954
       6.3415203       0.6187009
       6.3452339       0.7929808
       6.3489470       1.1061842
       6.3526607       0.6014781
       6.3563743       0.7363508
       6.3600879       1.0302966
       6.3638015       1.7621269
       6.3675151       1.2426798
       6.3712287       1.3198812
       6.3749423       0.9192911
       6.3786559       0.5149451
       6.3823695       0.5297310
       6.3860826       0.5295872
       6.3897963       1.1412966
       6.3935099       0.8327174
       6.3972235       0.5926775
       6.4009371       0.6721815
       6.4046507       0.6757560
       6.4083643       1.0424207
       6.4120779       1.3334816
       6.4157915       1.5995800
       6.4195046       1.5474764
       6.4232183       0.9915466
       6.4269319       0.7653031
       6.4306455       1.1050669
       6.4343591       1.5288954
       6.4380727       1.9115953
       6.4417863       1.4092711
       6.4454999       1.3298270
       6.4492135       1.8549324
       6.4529271       1.4270891
       6.4566402       0.8358653
       6.4603539       0.7878598
       6.4640675       0.7666274
       6.4677811       0.8956871
       6.4714947       1.0562799
       6.4752083       0.7283016
       6.4789219       0.7422798
       6.4826355       0.8434820
       6.4863491       1.6178252
       6.4900627       1.6227558
       6.4937758       1.0772446
       6.4974895       1.0213015
       6.5012031       0.9965192
       6.5049167       1.0549746
       6.5086303       1.0447814
       6.5123439       0.6603410
       6.5160575       0.7794616
       6.5197711       0.9709360
       6.5234847       0.8211120
       6.5271978       0.6349990
       6.5309114       0.9535000
       6.5346251       0.9275223
       6.5383387       0.9351686
       6.5420523       1.0956663
       6.5457659       0.8162864
       6.5494795       0.6441811
       6.5531931       0.8470461
       6.5569067       1.1130509
       6.5606203       1.0515380
       6.5643334       0.8529833
       6.5680470       0.8956403
       6.5717607       0.8327554
       6.5754743       0.8321897
       6.5791879       0.5614378
       6.5829015       0.3974353
       6.5866151       0.4237808
       6.5903287       0.8415143
       6.5940423       1.1535563
       6.5977559       0.8407900
       6.6014690       0.7952746
       6.6051826       0.6153319
       6.6088963       1.0490553
       6.6126099       1.3610295
       6.6163235       0.8334289
       6.6200371       0.7196192
       6.6237507       0.8356667
       6.6274643       1.0582170
       6.6311779       1.1001300
       6.6348910       1.4175613
       6.6386046       1.1970643
       6.6423182       0.7397729
       6.6460319       1.0000184
       6.6497455       1.3024514
       6.6534591       0.7913318
       6.6571727       1.3388683
       6.6608863       0.7859298
       6.6645999       0.5113242
       6.6683135       1.0003231
       6.6720266       1.3268359
       6.6757402       1.6461252
       6.6794538       0.7469204
       6.6831675       0.8313547
       6.6868811       1.6353458
       6.6905947       1.6283052
       6.6943083       0.7957503
       6.6980219       0.8325483
       6.7017355       0.6535239
       6.7054491       0.6988846
       6.7091622       0.7613489
       6.7128758       1.5742917
       6.7165895       1.7683136
       6.7203031       1.3345773
       6.7240167       0.7175336
       6.7277303       0.5612962
       6.7314439       0.8199425
       6.7351575       1.1490257
       6.7388711       1.6378219
       6.7425842       1.4460121
       6.7462978       1.0866241
       6.7500114       1.1247966
       6.7537251       0.7583774
       6.7574387       0.8620629
       6.7611523       1.3833956
       6.7648659       0.9552860
       6.7685795       0.7772335
       6.7722931       0.8010882
       6.7760067       0.9063309
       6.7797198       0.6680087
       6.7834334       0.4918453
       6.7871470       1.0555627
       6.7908607       1.9347670
       6.7945743       1.4391255
       6.7982879       0.3956777
       6.8020015       0.5411243
       6.8057151       1.2910640
       6.8094287       1.3076915
       6.8131423       0.7388588
       6.8168554       0.9603847
       6.8205690       0.6441067
       6.8242826       0.7115549
       6.8279963       1.2311250
       6.8317099       1.2512283
       6.8354235       1.0923016
       6.8391371       1.7319801
       6.8428507       2.4278560
       6.8465643       1.2905889
       6.8502774       0.9050644
       6.8539910       0.7343799
       6.8577046       1.0386549
       6.8614182       1.2803574
       6.8651319       1.0600936
       6.8688455       0.9005245
       6.8725591       1.2559254
       6.8762727       0.7662150
       6.8799863       0.7813691
       6.8836999       1.2876146
       6.8874130       1.2907262
       6.8911266       0.5944805
       6.8948402       1.1251787
       6.8985538       1.3163735
       6.9022675       0.9827835
       6.9059811       0.7142978
       6.9096947       0.6360115
       6.9134083       0.6858517
       6.9171219       0.9281696
       6.9208355       0.9202734
       6.9245486       0.8470160
       6.9282622       1.1014206
       6.9319758       0.7699271
       6.9356894       0.7845412
       6.9394031       1.5292215
       6.9431167       1.0676458
       6.9468303       0.8217845
       6.9505439       0.5722691
       6.9542575       0.5295120
       6.9579711       1.2320621
       6.9616842       1.5336301
       6.9653978       2.1233964
       6.9691114       1.4051722
       6.9728251       0.6250988
       6.9765387       1.0807135
       6.9802523       1.0902092
       6.9839659       0.9066015
       6.9876795       0.9295076
       6.9913931       1.0392699
       6.9951062       1.0949728
       6.9988198       0.7964797
       7.0025334       1.2411149
       7.0062470       1.2834202
       7.0099607       1.3187771
       7.0136743       1.4316952
       7.0173879       1.6649965
       7.0211015       1.5551524
       7.0248151       0.8956822
       7.0285287       0.7083581
       7.0322418       1.0965661
       7.0359554       0.5543602
       7.0396690       0.8667158
       7.0433826       1.2182658
       7.0470963       1.0049207
       7.0508099       1.3882475
       7.0545235       1.1168920
       7.0582371       0.8537158
       7.0619507       0.8080633
       7.0656643       0.6089085
       7.0693774       1.2210680
       7.0730910       1.5159171
       7.0768046       1.0762737
       7.0805182       1.2376134
       7.0842319       0.7607591
       7.0879455       0.9945707
       7.0916591       0.6634476
       7.0953727       1.8126888
       7.0990863       1.4811255
       7.1027994       1.4451525
       7.1065130       1.4913038
       7.1102266       0.9043912
       7.1139402       1.1650229
       7.1176538       1.1296473
       7.1213675       0.8129385
       7.1250811       0.9958242
       7.1287947       0.7444034
       7.1325083       1.0428457
       7.1362219       1.3404672
       7.1399350       1.3717340
       7.1436486       1.0766848
       7.1473622       0.7151288
       7.1510758       1.0378879
       7.1547894       0.6895832
       7.1585031       0.7493047
       7.1622167       1.1599900
       7.1659303       0.8594147
       7.1696439       1.0080427
       7.1733575       1.3993031
       7.1770706       2.1289952
       7.1807842       1.6729168
       7.1844978       1.3303086
       7.1882114       2.3103662
       7.1919250       1.5682878
       7.1956387       0.6269051
       7.1993523       0.6601337
       7.2030659       0.7629802
       7.2067795       0.4280409
       7.2104926       0.7285618
       7.2142062       1.5307306
       7.2179198       1.4761016
       7.2216334       0.6604573
       7.2253470       1.0619380
       7.2290606       1.2748029
       7.2327743       0.8488711
       7.2364879       1.0674000
       7.2402015       0.9568844
       7.2439151       0.7854542
       7.2476282       0.8718116
       7.2513418       0.4848565
       7.2550554       0.8208262
       7.2587690       0.5291836
       7.2624826       0.6216692
       7.2661963       0.6029719
       7.2699099       0.5061375
       7.2736235       1.0586451
       7.2773371       1.5126929
       7.2810507       1.1244667
       7.2847638       0.5814626
       7.2884774       1.1203133
       7.2921910       0.7549382
       7.2959046       0.5288699
       7.2996182       0.7900959
       7.3033319       0.8101572
       7.3070455       1.2714732
       7.3107591       1.2520257
       7.3144727       0.9869577
       7.3181858       1.1149406
       7.3218994       0.6821464
       7.3256130       1.0587146
       7.3293266       1.0811943
       7.3330402       0.9217275
       7.3367538       1.2585735
       7.3404675       1.5467556
       7.3441811       1.0087285
       7.3478947       1.1382090
       7.3516083       0.7749899
       7.3553214       0.6579184
       7.3590350       0.7442066
       7.3627486       0.6975906
       7.3664622       1.5186876
       7.3701758       1.2880527
       7.3738894       1.3212965
       7.3776031       1.6953208
       7.3813167       1.3974154
       7.3850303       1.3218156
       7.3887439       0.9067903
       7.3924570       1.1312897
       7.3961706       1.4436877
       7.3998842       1.2390325
       7.4035978       1.2830898
       7.4073114       1.1152060
       7.4110250       0.8432987
       7.4147387       0.8961803
       7.4184523       1.1693995
       7.4221659       1.4289602
       7.4258790       1.1332328
       7.4295926       0.6373399
       7.4333062       0.9698654
       7.4370198       1.1466775
       7.4407334       0.8466327
       7.4444470       1.1666257
       7.4481606       1.5609653
       7.4518743       1.2546358
       7.4555879       1.0590622
       7.4593015       0.9731162
       7.4630146       0.7327305
       7.4667282       0.4944980
       7.4704418       1.2141930
       7.4741554       1.5839787
       7.4778690       1.1246071
       7.4815826       0.9395296
       7.4852962       0.8583052
       7.4890099       0.7825370
       7.4927235       1.0572443
       7.4964371       0.9011992
       7.5001502       0.4285574
       7.5038638       0.5842768
       7.5075774       1.3112423
       7.5112910       1.5134985
       7.5150046       0.7769591
       7.5187182       0.5697462
       7.5224319       0.7229297
       7.5261455       0.8732774
       7.5298591       0.5615233
       7.5335722       1.1109927
       7.5372858       1.3128967
       7.5409994       0.7228147
       7.5447130       0.4645404
       7.5484266       0.8868195
       7.5521402       1.2828463
       7.5558538       1.2111194
       7.5595675       1.1312156
       7.5632811       1.2153699
       7.5669947       1.4393673
       7.5707078       1.0454046
       7.5744214       1.0197774
       7.5781350       0.8332266
       7.5818486       1.0538571
       7.5855622       1.3906195
       7.5892758       1.6520258
       7.5929894       0.8684319
       7.5967031       1.2126297
       7.6004167       1.4775546
       7.6041303       1.0729753
       7.6078434       0.9784325
       7.6115570       1.0941765
