#       Q              S_11(Q)
       0.3664044       0.0569708
       0.3701180       0.0502012
       0.3738316       0.0747872
       0.3775451       0.0901444
       0.3812587       0.0812538
       0.3849722       0.1040461
       0.3886858       0.0826082
       0.3923993       0.0931264
       0.3961129       0.0800360
       0.3998265       0.0693290
       0.4035400       0.0744471
       0.4072536       0.0958323
       0.4109671       0.0870406
       0.4146807       0.1047325
       0.4183943       0.1380503
       0.4221078       0.1052284
       0.4258214       0.0730390
       0.4295349       0.0567276
       0.4332485       0.0653894
       0.4369621       0.0770206
       0.4406756       0.0900783
       0.4443892       0.0459426
       0.4481027       0.1145887
       0.4518163       0.1358026
       0.4555298       0.0667356
       0.4592434       0.0550762
       0.4629570       0.0563139
       0.4666705       0.0772715
       0.4703841       0.0962798
       0.4740976       0.0856064
       0.4778112       0.1440715
       0.4815248       0.0752609
       0.4852383       0.0867738
       0.4889519       0.0851074
       0.4926654       0.0693929
       0.4963790       0.0786349
       0.5000926       0.1385812
       0.5038061       0.1318951
       0.5075197       0.0758225
       0.5112332       0.0683129
       0.5149468       0.0507755
       0.5186604       0.1103535
       0.5223739       0.1675618
       0.5260875       0.1097807
       0.5298010       0.0853397
       0.5335146       0.0810032
       0.5372281       0.0806361
       0.5409417       0.0909781
       0.5446553       0.1008254
       0.5483688       0.0772101
       0.5520824       0.0675304
       0.5557959       0.1235542
       0.5595095       0.1270594
       0.5632231       0.1565808
       0.5669366       0.2090190
       0.5706502       0.1223911
       0.5743637       0.0752967
       0.5780773       0.0880443
       0.5817909       0.1608451
       0.5855044       0.1122860
       0.5892180       0.1037366
       0.5929315       0.0685967
       0.5966451       0.0564598
       0.6003586       0.0845065
       0.6040722       0.1030327
       0.6077858       0.0974084
       0.6114993       0.1060481
       0.6152129       0.1016392
       0.6189264       0.1323643
       0.6226400       0.0666425
       0.6263536       0.0441289
       0.6300671       0.1082674
       0.6337807       0.0868624
       0.6374942       0.0886161
       0.6412078       0.0832167
       0.6449214       0.0631803
       0.6486349       0.0442929
       0.6523485       0.1313724
       0.6560620       0.2398684
       0.6597756       0.1806500
       0.6634891       0.1026664
       0.6672027       0.1399723
       0.6709163       0.0774618
       0.6746298       0.0913318
       0.6783434       0.1121102
       0.6820569       0.1114857
       0.6857705       0.1641138
       0.6894841       0.1570295
       0.6931976       0.1462318
       0.6969112       0.0574848
       0.7006247       0.1173479
       0.7043383       0.1077228
       0.7080518       0.0618847
       0.7117654       0.0661332
       0.7154790       0.1007833
       0.7191925       0.0564161
       0.7229061       0.1494246
       0.7266196       0.0942074
       0.7303332       0.0883649
       0.7340468       0.1103788
       0.7377603       0.0919622
       0.7414739       0.0506967
       0.7451874       0.0397645
       0.7489009       0.0610626
       0.7526146       0.1140228
       0.7563281       0.1111419
       0.7600417       0.1407454
       0.7637552       0.1043148
       0.7674688       0.1447576
       0.7711823       0.0613975
       0.7748959       0.0872306
       0.7786095       0.0978906
       0.7823230       0.1057000
       0.7860366       0.1263754
       0.7897501       0.1292443
       0.7934636       0.1731850
       0.7971773       0.1224868
       0.8008908       0.1231378
       0.8046044       0.0572782
       0.8083179       0.0834142
       0.8120314       0.1272825
       0.8157451       0.0922501
       0.8194586       0.0776666
       0.8231722       0.1219480
       0.8268857       0.1097239
       0.8305992       0.1316295
       0.8343128       0.1709551
       0.8380264       0.1302586
       0.8417400       0.1119065
       0.8454535       0.1883035
       0.8491670       0.2113015
       0.8528806       0.2020917
       0.8565941       0.3117141
       0.8603078       0.2417098
       0.8640213       0.1362018
       0.8677348       0.1741344
       0.8714484       0.2007847
       0.8751619       0.1656312
       0.8788755       0.1672220
       0.8825891       0.0802105
       0.8863026       0.0748469
       0.8900162       0.1372040
       0.8937297       0.1371311
       0.8974433       0.0856936
       0.9011569       0.0986374
       0.9048705       0.1308912
       0.9085840       0.1824777
       0.9122975       0.1706537
       0.9160111       0.0944660
       0.9197246       0.1389827
       0.9234383       0.1588817
       0.9271518       0.1592942
       0.9308653       0.2768784
       0.9345789       0.2164607
       0.9382924       0.1961385
       0.9420060       0.2947572
       0.9457196       0.2504652
       0.9494331       0.1683816
       0.9531467       0.1303532
       0.9568602       0.1730814
       0.9605738       0.1624099
       0.9642873       0.1314164
       0.9680009       0.2408533
       0.9717145       0.1848998
       0.9754280       0.1919662
       0.9791416       0.2050041
       0.9828551       0.1723015
       0.9865687       0.1190135
       0.9902823       0.1487612
       0.9939958       0.2213371
       0.9977094       0.1845850
       1.0014230       0.1581368
       1.0051365       0.2412498
       1.0088501       0.1955080
       1.0125636       0.2178137
       1.0162772       0.2711972
       1.0199908       0.2650248
       1.0237043       0.1396588
       1.0274179       0.1050473
       1.0311314       0.1891228
       1.0348450       0.2137769
       1.0385585       0.1778997
       1.0422721       0.2766373
       1.0459857       0.2898371
       1.0496992       0.2540078
       1.0534128       0.2697786
       1.0571263       0.2198827
       1.0608399       0.1921121
       1.0645535       0.2076414
       1.0682670       0.1917192
       1.0719806       0.2986406
       1.0756941       0.3159698
       1.0794077       0.2797476
       1.0831213       0.2314226
       1.0868348       0.1653791
       1.0905484       0.2748046
       1.0942619       0.3205777
       1.0979755       0.2505191
       1.1016890       0.2139382
       1.1054026       0.3518244
       1.1091162       0.4518726
       1.1128297       0.3115705
       1.1165433       0.3032533
       1.1202568       0.3469393
       1.1239704       0.4941050
       1.1276840       0.2650086
       1.1313975       0.2989509
       1.1351111       0.2944127
       1.1388246       0.2249365
       1.1425382       0.3363156
       1.1462517       0.4224099
       1.1499653       0.5654112
       1.1536789       0.4414096
       1.1573924       0.4779088
       1.1611060       0.5684013
       1.1648195       0.2487764
       1.1685331       0.5599133
       1.1722467       0.3790389
       1.1759602       0.3938689
       1.1796738       0.5706760
       1.1833873       0.6345229
       1.1871009       0.4237414
       1.1908145       0.2835408
       1.1945280       0.2936210
       1.1982416       0.2598980
       1.2019551       0.1921871
       1.2056687       0.2051193
       1.2093822       0.2242677
       1.2130958       0.3103370
       1.2168094       0.3992852
       1.2205229       0.6803144
       1.2242365       0.5059574
       1.2279500       0.2949782
       1.2316636       0.2903294
       1.2353772       0.2850491
       1.2390907       0.4875333
       1.2428043       0.4557749
       1.2465178       0.4021303
       1.2502314       0.3209116
       1.2539450       0.4868058
       1.2576585       0.5811685
       1.2613721       0.4101323
       1.2650856       0.2977355
       1.2687992       0.2510755
       1.2725127       0.2428792
       1.2762263       0.3530861
       1.2799399       0.5499151
       1.2836534       0.8844662
       1.2873670       1.0529078
       1.2910805       0.9705286
       1.2947941       0.4523367
       1.2985077       0.3874144
       1.3022212       0.5996669
       1.3059348       0.6410621
       1.3096483       0.3653194
       1.3133619       0.5785486
       1.3170754       0.3329983
       1.3207890       0.4142086
       1.3245026       0.4899848
       1.3282161       0.5665348
       1.3319297       0.4023195
       1.3356432       0.6315190
       1.3393568       0.7209252
       1.3430704       0.6320710
       1.3467839       0.5341098
       1.3504975       0.7225267
       1.3542110       0.7783855
       1.3579246       0.6338983
       1.3616382       0.4668918
       1.3653517       0.5248638
       1.3690653       0.6686714
       1.3727788       0.4406891
       1.3764924       0.5286398
       1.3802059       0.6036875
       1.3839195       0.6661497
       1.3876331       0.4498442
       1.3913466       0.6941704
       1.3950602       0.4510027
       1.3987737       0.7836295
       1.4024873       0.6025389
       1.4062009       0.5037098
       1.4099144       0.7221912
       1.4136280       0.8418002
       1.4173415       0.6763974
       1.4210551       0.7478851
       1.4247687       0.8837383
       1.4284822       1.3876233
       1.4321958       1.2561493
       1.4359093       0.7746712
       1.4396229       0.4820135
       1.4433364       0.7011248
       1.4470500       0.8010920
       1.4507636       0.7592085
       1.4544771       0.4616354
       1.4581907       1.0933965
       1.4619042       0.9472338
       1.4656178       1.0095578
       1.4693314       1.1868116
       1.4730449       1.4521110
       1.4767585       1.1904958
       1.4804720       1.2339191
       1.4841856       1.1913258
       1.4878991       0.8592699
       1.4916127       0.7776134
       1.4953263       1.5274355
       1.4990398       1.7270010
       1.5027534       0.9069656
       1.5064669       0.6617149
       1.5101805       1.1541650
       1.5138941       1.0137066
       1.5176076       1.7672088
       1.5213212       1.5274119
       1.5250347       0.9125040
       1.5287483       1.2310197
       1.5324619       1.0462201
       1.5361754       1.0999137
       1.5398890       1.9848350
       1.5436025       1.5392065
       1.5473161       0.8727624
       1.5510296       1.5586647
       1.5547432       1.1479234
       1.5584568       2.0179613
       1.5621703       1.4691361
       1.5658839       0.8605092
       1.5695974       0.4793184
       1.5733110       0.7703055
       1.5770246       0.5546402
       1.5807381       1.1376386
       1.5844517       2.1501966
       1.5881652       1.8054144
       1.5918788       1.1950066
       1.5955924       1.4969597
       1.5993059       2.4086246
       1.6030195       2.0825841
       1.6067330       1.9030159
       1.6104466       2.1504078
       1.6141601       1.6572292
       1.6178737       2.4228804
       1.6215873       1.8639332
       1.6253008       1.4769769
       1.6290144       2.1964164
       1.6327279       1.2250274
       1.6364415       1.2444811
       1.6401551       2.0523288
       1.6438686       2.6946697
       1.6475822       2.6953657
       1.6512957       1.8892167
       1.6550093       1.4982210
       1.6587228       2.1246307
       1.6624364       2.2428327
       1.6661500       1.7165686
       1.6698635       2.5995326
       1.6735771       1.9656738
       1.6772906       1.3259147
       1.6810042       1.4855728
       1.6847178       2.1718106
       1.6884313       2.0920546
       1.6921449       1.5032176
       1.6958584       2.5829005
       1.6995720       1.8673102
       1.7032856       2.2973981
       1.7069991       2.4102359
       1.7107127       1.1574732
       1.7144262       1.3500060
       1.7181398       1.9932163
       1.7218533       2.8121960
       1.7255669       2.6692810
       1.7292805       1.9693466
       1.7329940       1.6557688
       1.7367076       1.9272267
       1.7404211       2.5430722
       1.7441347       2.0301628
       1.7478483       1.6128266
       1.7515618       1.4306353
       1.7552754       2.0784190
       1.7589889       3.0978978
       1.7627025       2.4145298
       1.7664161       2.0169551
       1.7701296       2.0065835
       1.7738432       2.1820030
       1.7775567       1.5680491
       1.7812703       2.2614408
       1.7849838       1.8375604
       1.7886974       1.8100121
       1.7924110       2.2748163
       1.7961245       2.2870860
       1.7998381       2.2118378
       1.8035516       2.3326523
       1.8072652       3.0501602
       1.8109788       3.0597520
       1.8146923       2.3549662
       1.8184059       2.0812132
       1.8221194       2.8397884
       1.8258330       4.7498040
       1.8295465       3.7563548
       1.8332601       2.5508349
       1.8369737       2.3444302
       1.8406872       2.1305652
       1.8444008       2.9895718
       1.8481143       3.0056651
       1.8518279       2.2755971
       1.8555415       2.5013552
       1.8592550       1.2819281
       1.8629686       2.3945365
       1.8666821       3.3048472
       1.8703957       4.3673239
       1.8741093       2.6643214
       1.8778228       1.4216316
       1.8815364       2.9360218
       1.8852499       3.5167477
       1.8889635       2.5467496
       1.8926769       3.5546403
       1.8963906       2.8869557
       1.9001042       2.2999375
       1.9038177       1.4737196
       1.9075313       1.5830851
       1.9112448       2.1630657
       1.9149584       2.1125569
       1.9186720       1.5581716
       1.9223855       2.0276084
       1.9260991       2.7928472
       1.9298126       3.5404727
       1.9335262       3.5443008
       1.9372398       2.4706728
       1.9409533       1.4739521
       1.9446669       1.5004790
       1.9483804       1.4511862
       1.9520940       1.3607361
       1.9558074       2.0290387
       1.9595211       1.8056959
       1.9632347       1.0570723
       1.9669482       1.8555107
       1.9706618       1.1495531
       1.9743752       0.7608673
       1.9780889       0.8385782
       1.9818025       1.1084336
       1.9855160       1.1203449
       1.9892296       0.7674438
       1.9929430       0.6532341
       1.9966567       1.0438221
       2.0003703       0.8761131
       2.0040839       1.0810850
       2.0077972       1.5252103
       2.0115108       2.2403069
       2.0152245       2.2362568
       2.0189381       0.9636341
       2.0226517       0.9875622
       2.0263650       0.3651460
       2.0300786       0.5084156
       2.0337923       0.8598412
       2.0375059       1.5259651
       2.0412192       1.3586446
       2.0449328       0.9837977
       2.0486465       1.1476851
       2.0523601       0.8390105
       2.0560737       0.5398942
       2.0597870       1.1941692
       2.0635006       0.7671120
       2.0672143       0.5792818
       2.0709279       0.6583959
       2.0746415       0.5617851
       2.0783548       0.7498006
       2.0820684       0.8080846
       2.0857821       0.6065238
       2.0894957       1.1601063
       2.0932093       0.9086992
       2.0969226       0.5184190
       2.1006362       0.6605263
       2.1043499       0.7972865
       2.1080635       0.6879903
       2.1117771       0.6002758
       2.1154904       0.7799349
       2.1192040       0.6849049
       2.1229177       0.6710803
       2.1266313       0.7368917
       2.1303449       0.8124784
       2.1340582       0.6599350
       2.1377718       1.0053422
       2.1414855       0.8361707
       2.1451991       0.8128618
       2.1489124       0.7394707
       2.1526260       0.6891305
       2.1563396       0.9881350
       2.1600533       0.9109476
       2.1637669       0.4258572
       2.1674802       0.6196007
       2.1711938       0.6026539
       2.1749074       0.6564475
       2.1786211       0.7094356
       2.1823347       0.3965928
       2.1860480       0.5703027
       2.1897616       0.6444446
       2.1934752       0.7341089
       2.1971889       0.7471725
       2.2009025       1.0511690
       2.2046158       1.1303798
       2.2083294       0.8177185
       2.2120430       0.6106943
       2.2157567       0.7220953
       2.2194703       0.7933648
       2.2231836       0.7550116
       2.2268972       0.4068663
       2.2306108       0.3506681
       2.2343245       0.4668791
       2.2380381       0.4125727
       2.2417514       0.6296166
       2.2454650       0.5795396
       2.2491786       0.6422085
       2.2528923       0.8848780
       2.2566056       0.9881448
       2.2603192       0.7874884
       2.2640328       0.5860648
       2.2677464       0.7983744
       2.2714601       0.6685088
       2.2751734       0.6403420
       2.2788870       0.7247139
       2.2826006       0.7803336
       2.2863142       0.7079278
       2.2900279       0.4178193
       2.2937412       0.7366756
       2.2974548       0.6601728
       2.3011684       0.6951302
       2.3048820       0.6241041
       2.3085957       0.2568217
       2.3123090       0.3031538
       2.3160226       0.4681879
       2.3197362       0.6742107
       2.3234499       0.6768700
       2.3271635       0.1510077
       2.3308768       0.2747387
       2.3345904       0.7149892
       2.3383040       0.6033567
       2.3420177       0.6110642
       2.3457313       0.5769275
       2.3494446       0.3431192
       2.3531582       0.4928756
       2.3568718       0.6032430
       2.3605855       1.0548840
       2.3642991       0.9758365
       2.3680124       0.6992151
       2.3717260       0.4123684
       2.3754396       0.6607326
       2.3791533       0.8315815
       2.3828666       0.6254381
       2.3865802       0.6809366
       2.3902938       0.4928820
       2.3940074       0.4773036
       2.3977211       0.5556587
       2.4014344       0.3821064
       2.4051480       0.6208890
       2.4088616       0.9550293
       2.4125752       0.6934763
       2.4162889       0.6686877
       2.4200022       0.6343007
       2.4237158       0.5976861
       2.4274294       0.5341814
       2.4311430       0.3422665
       2.4348567       0.4129581
       2.4385700       0.3170120
       2.4422836       0.6132425
       2.4459972       0.7648062
       2.4497108       0.5729400
       2.4534245       0.6097649
       2.4571378       0.5846493
       2.4608514       0.4225560
       2.4645650       0.6657756
       2.4682786       0.7170045
       2.4719923       0.3419427
       2.4757056       0.4641377
       2.4794192       0.7137310
       2.4831328       0.6119420
       2.4868464       0.5289311
       2.4905598       0.3870339
       2.4942734       0.3220195
       2.4979870       0.4616968
       2.5017006       0.6220098
       2.5054142       0.6442355
       2.5091276       0.6171650
       2.5128412       0.5211173
       2.5165548       0.6101979
       2.5202684       0.4470180
       2.5239820       0.4117247
       2.5276954       0.6501104
       2.5314090       0.5314158
       2.5351226       0.5456836
       2.5388362       0.3411583
       2.5425498       0.6114687
       2.5462632       0.8911715
       2.5499768       0.6967347
       2.5536904       0.9481900
       2.5574040       0.6653528
       2.5611176       0.5376846
       2.5648310       0.8465573
       2.5685446       0.7878906
       2.5722582       0.7763848
       2.5759718       0.6115185
       2.5796854       0.4138083
       2.5833988       0.6679593
       2.5871124       0.6826898
       2.5908260       0.7470332
       2.5945396       0.4388608
       2.5982530       0.6504446
       2.6019666       0.6208334
       2.6056802       0.4101175
       2.6093938       0.3651074
       2.6131074       0.3931582
       2.6168208       0.6140598
       2.6205344       0.5070294
       2.6242480       0.2547964
       2.6279616       0.6019185
       2.6316752       0.9285137
       2.6353886       0.4755417
       2.6391022       0.5626898
       2.6428158       0.7349278
       2.6465294       0.5971905
       2.6502430       0.4236194
       2.6539564       0.6267111
       2.6576700       0.5843860
       2.6613836       0.3007117
       2.6650972       0.4461378
       2.6688108       0.8369969
       2.6725242       0.6872944
       2.6762378       0.4877358
       2.6799514       0.3927521
       2.6836650       0.5518250
       2.6873786       0.4580648
       2.6910920       0.5968686
       2.6948056       0.7880899
       2.6985192       0.8618740
       2.7022328       0.8210350
       2.7059462       0.5058557
       2.7096598       0.7190676
       2.7133734       0.8227078
       2.7170870       1.0947969
       2.7208006       1.2729136
       2.7245140       1.2859958
       2.7282276       1.2192357
       2.7319412       1.0559586
       2.7356548       0.9029576
       2.7393684       0.5480074
       2.7430818       0.7615901
       2.7467954       0.9452664
       2.7505090       0.6385468
       2.7542226       0.5502919
       2.7579362       0.6496965
       2.7616496       0.6162661
       2.7653632       0.9233573
       2.7690768       1.0543625
       2.7727904       0.7578050
       2.7765040       0.6881508
       2.7802174       0.7395670
       2.7839310       0.6568757
       2.7876446       0.5257007
       2.7913582       0.4816158
       2.7950718       0.5356804
       2.7987852       0.8099858
       2.8024988       0.9625021
       2.8062124       1.0098521
       2.8099260       0.5728090
       2.8136396       0.6330134
       2.8173530       0.8461601
       2.8210666       0.7881867
       2.8247802       0.7577247
       2.8284938       0.4065965
       2.8322072       0.5308770
       2.8359208       1.0329318
       2.8396344       1.0424941
       2.8433480       0.9835285
       2.8470616       0.6214523
       2.8507750       1.4630148
       2.8544886       1.0191995
       2.8582022       0.3227910
       2.8619158       0.5507510
       2.8656294       0.7629417
       2.8693428       1.0000653
       2.8730564       1.0844280
       2.8767700       0.5038387
       2.8804836       0.6530720
       2.8841972       0.8935851
       2.8879106       1.4927721
       2.8916242       1.2124932
       2.8953378       0.7792908
       2.8990514       0.5598134
       2.9027650       0.4352376
       2.9064784       0.4353758
       2.9101920       0.6792995
       2.9139056       0.8445605
       2.9176192       1.4392569
       2.9213328       1.1224273
       2.9250462       0.9894820
       2.9287598       1.2167103
       2.9324734       1.4007633
       2.9361870       1.6446114
       2.9399004       1.5964510
       2.9436140       0.8242302
       2.9473276       0.6889202
       2.9510412       0.6347352
       2.9547548       0.8570186
       2.9584682       1.1713938
       2.9621818       0.5435039
       2.9658954       0.9358488
       2.9696090       0.7657330
       2.9733226       0.8323156
       2.9770360       1.2140582
       2.9807496       0.7599612
       2.9844632       0.5952767
       2.9881768       1.0761235
       2.9918904       1.1542898
       2.9956038       0.6882250
       2.9993174       0.8053985
       3.0030310       1.0860646
       3.0067446       1.5519693
       3.0104582       1.1877742
       3.0141716       1.1002216
       3.0178852       1.0290310
       3.0215988       1.0811141
       3.0253124       0.9303427
       3.0290260       0.8681008
       3.0327394       0.9013016
       3.0364530       0.6629758
       3.0401666       1.2556895
       3.0438802       1.7262733
       3.0475936       0.9679952
       3.0513072       1.0284290
       3.0550208       1.0556008
       3.0587344       0.8487875
       3.0624480       1.0760658
       3.0661614       1.0030454
       3.0698750       0.4298803
       3.0735886       0.5765809
       3.0773022       0.8280433
       3.0810158       1.0254198
       3.0847292       0.9656395
       3.0884428       0.9956793
       3.0921564       1.2496822
       3.0958700       1.0941175
       3.0995836       0.8544487
       3.1032970       1.1150854
       3.1070106       0.9443494
       3.1107242       1.5133386
       3.1144378       2.0818875
       3.1181514       1.4366040
       3.1218648       0.7570593
       3.1255784       1.5800744
       3.1292920       0.8972610
       3.1330056       1.1066363
       3.1367192       1.3257471
       3.1404326       1.2830868
       3.1441462       1.5469739
       3.1478598       1.3762890
       3.1515734       0.9047933
       3.1552870       1.0182142
       3.1590004       0.6909431
       3.1627140       0.5807489
       3.1664276       0.7452437
       3.1701412       0.7953021
       3.1738546       0.8717690
       3.1775682       1.5867662
       3.1812818       1.7722868
       3.1849954       1.9892601
       3.1887090       1.6847032
       3.1924224       0.7229590
       3.1961360       1.2240210
       3.1998496       1.1801332
       3.2035632       1.0517905
       3.2072768       0.9828057
       3.2109902       1.2731240
       3.2147038       1.3109676
       3.2184174       0.9970028
       3.2221310       0.7067181
       3.2258446       1.5267853
       3.2295580       2.0128670
       3.2332716       1.1438415
       3.2369852       0.5032858
       3.2406988       0.6113304
       3.2444124       1.3820521
       3.2481258       2.0928771
       3.2518394       1.5061877
       3.2555530       1.4730614
       3.2592666       1.2359414
       3.2629802       1.3672013
       3.2666936       1.3085370
       3.2704072       1.3667414
       3.2741208       1.3536687
       3.2778344       1.4961451
       3.2815478       0.9473990
       3.2852614       1.1315423
       3.2889750       1.0770397
       3.2926886       1.1326811
       3.2964022       1.5644029
       3.3001156       0.9941586
       3.3038292       0.6869679
       3.3075428       1.1661257
       3.3112564       1.2552358
       3.3149700       2.1202374
       3.3186834       1.2741175
       3.3223970       0.6710369
       3.3261106       0.7850627
       3.3298242       0.8616673
       3.3335378       0.6673034
       3.3372512       1.1972438
       3.3409648       1.1741396
       3.3446784       1.2894872
       3.3483920       1.7775619
       3.3521056       1.9866505
       3.3558190       1.2558924
       3.3595326       1.9542221
       3.3632462       1.3081110
       3.3669598       1.0133908
       3.3706734       0.7076672
       3.3743868       1.6007373
       3.3781004       1.7915128
       3.3818140       1.7018573
       3.3855276       2.0859551
       3.3892410       2.0816002
       3.3929546       1.3736809
       3.3966682       1.4437420
       3.4003818       1.2419261
       3.4040954       1.2884290
       3.4078088       1.3660190
       3.4115224       1.1185671
       3.4152360       1.0236150
       3.4189496       0.7314409
       3.4226632       0.8481787
       3.4263766       1.2812197
       3.4300902       1.3064673
       3.4338038       1.0911512
       3.4375174       0.5642760
       3.4412310       0.7488860
       3.4449444       1.3563955
       3.4486580       1.9313638
       3.4523716       1.1781030
       3.4560852       0.8404395
       3.4597988       1.2491686
       3.4635122       0.9934743
       3.4672258       0.7945328
       3.4709394       0.9116570
       3.4746530       1.8210809
       3.4783666       1.9119971
       3.4820800       0.9143818
       3.4857936       1.0134008
       3.4895072       1.2800820
       3.4932208       1.2378316
       3.4969344       1.3395706
       3.5006478       1.4567444
       3.5043614       1.7002655
       3.5080750       1.5214565
       3.5117886       1.3044062
       3.5155020       1.0035164
       3.5192156       1.6630411
       3.5229292       1.3252071
       3.5266428       0.7025729
       3.5303564       0.6815016
       3.5340698       1.6371286
       3.5377834       1.4512004
       3.5414970       1.1163771
       3.5452106       0.7360460
       3.5489242       0.5985438
       3.5526376       0.7579712
       3.5563512       1.3775668
       3.5600648       1.1157652
       3.5637784       1.4302771
       3.5674920       1.0668986
       3.5712054       0.9723707
       3.5749190       1.0693696
       3.5786326       1.2009785
       3.5823462       1.1454941
       3.5860598       1.2330918
       3.5897732       1.4421697
       3.5934868       1.4230417
       3.5972004       1.7553972
       3.6009140       1.1265309
       3.6046276       1.0851462
       3.6083410       0.4134720
       3.6120546       0.8907238
       3.6157682       1.3541156
       3.6194818       1.2493500
