#    Conf       T(K)      KE (eV)        PE (eV)         Pressure (bar)      Pxx(bar)     Pyy(bar)        Pzz(bar)        Pxy(bar)     Pxz(bar)        Pyz(bar)  
     1286     2404.63086     8593.31152  -146106.23438   -69524.20313   -75726.85156   -64366.93750   -68478.81250    10771.37305    -1855.18872    -5326.61865
     1288     2403.89404     8590.67969  -146103.32813   -69503.98438   -76453.62500   -64876.39453   -67181.93750    10196.41406    -1255.05750    -5306.36377
     1290     2397.15479     8566.59570  -146078.90625   -69139.22656   -77166.10938   -64410.00781   -65841.56250     9945.43164     -277.30136    -5162.15967
     1292     2389.20630     8538.19043  -146050.39063   -68642.12500   -77789.57031   -62923.98047   -65212.82422    10650.50195      685.67188    -4944.65820
     1294     2384.51758     8521.43457  -146032.87500   -68392.52344   -78508.42969   -61490.26563   -65178.87109    12043.61328     1155.65527    -4646.19043
     1296     2391.30151     8545.67773  -146058.12500   -68870.00781   -79480.58594   -61240.14063   -65889.28906    13218.53320     1434.14648    -4041.85742
     1298     2399.82227     8576.12793  -146088.59375   -69604.37500   -80558.05469   -61614.17969   -66640.89844    13789.87793     1097.68884    -3392.04980
     1300     2405.66113     8596.99414  -146109.62500   -70175.87500   -81300.63281   -61931.67578   -67295.30469    13760.21680      -83.09151    -2994.13599
     1302     2405.71875     8597.20020  -146109.95313   -70364.80469   -81133.02344   -61813.79297   -68147.59375    13277.04395    -1152.10046    -2961.95215
     1304     2400.64331     8579.06250  -146091.35938   -70255.30469   -80616.32031   -61676.57031   -68473.03125    12574.59277    -1758.21680    -3323.42285
     1306     2396.02881     8562.57129  -146075.31250   -70095.99219   -79949.79688   -62149.45313   -68188.71875    12488.55859    -2146.38794    -3944.20410
     1308     2388.51978     8535.73730  -146048.29688   -69755.14844   -78840.24219   -62782.27734   -67642.92188    12805.96094    -2187.83276    -4454.52295
     1310     2378.93677     8501.49023  -146013.57813   -69349.84375   -77411.23438   -63125.08203   -67513.22656    13147.94434    -2074.45068    -4622.64258
     1312     2374.08569     8484.15430  -145995.59375   -69224.11719   -77086.86719   -62739.34766   -67846.12500    13317.05859    -1847.80371    -4539.55469
     1314     2381.39722     8510.28320  -146022.18750   -69691.39844   -78257.16406   -62530.92578   -68286.10938    12938.58789    -1535.91809    -4571.04395
     1316     2394.40747     8556.77734  -146069.10938   -70491.17188   -79495.28125   -63213.21875   -68765.01563    12369.31641    -1400.92188    -4595.27441
     1318     2404.56421     8593.07422  -146105.48438   -71244.68750   -79528.87500   -64643.00781   -69562.18750    11763.62305    -1379.02039    -4246.35791
     1320     2409.65625     8611.27051  -146123.85938   -71744.20313   -79347.30469   -65646.75781   -70238.54688    11367.00781    -1531.91663    -3703.41895
     1322     2407.35303     8603.04102  -146115.50000   -71812.78906   -79520.35156   -65996.15625   -69921.84375    10871.31934    -2038.06140    -3240.27197
     1324     2399.68433     8575.63477  -146087.87500   -71602.47656   -79898.02344   -66376.86719   -68532.54688    10144.27148    -2547.21851    -3271.67041
     1326     2392.19141     8548.85840  -146060.84375   -71306.23438   -80540.92188   -66244.95313   -67132.82813     9801.45898    -2558.59644    -3776.04004
     1328     2389.47949     8539.16699  -146051.18750   -71099.50000   -80664.92969   -65987.66406   -66645.91406     9843.12012    -2827.77979    -3996.37109
     1330     2392.50684     8549.98535  -146061.93750   -71148.98438   -80019.78125   -66183.35938   -67243.81250     9735.89746    -2810.41772    -3579.63013
     1332     2396.96948     8565.93262  -146079.00000   -71279.24219   -78823.07813   -66550.93750   -68463.71875     9948.78027    -2447.34253    -2904.45508
     1334     2391.18140     8545.24902  -146057.56250   -70933.32813   -77639.48438   -65610.82031   -69549.67188    10705.36719    -2733.10205    -2788.69653
     1336     2383.85547     8519.06836  -146030.89063   -70591.55469   -77222.35156   -64609.33984   -69942.96875    11651.92383    -3150.78394    -3040.85425
     1338     2382.73633     8515.06836  -146027.03125   -70592.03125   -77327.77344   -64576.64063   -69871.67188    12339.34180    -3134.26099    -2810.12402
     1340     2385.99292     8526.70703  -146038.67188   -70769.28906   -77074.46094   -64888.66797   -70344.72656    13031.79395    -2889.27222    -2270.18457
     1342     2391.68750     8547.05762  -146059.23438   -71043.89063   -77175.62500   -64382.15234   -71573.88281    13755.91016    -2562.68359    -2353.72241
     1344     2397.37695     8567.38965  -146079.79688   -71220.84375   -78204.22656   -63756.08984   -71702.21875    14445.27539    -2095.59717    -3151.66406
     1346     2399.07153     8573.44531  -146086.07813   -71123.92188   -79343.34375   -63721.51563   -70306.89844    14925.76563    -1757.07776    -4144.64746
     1348     2394.59546     8557.44922  -146069.67188   -70821.77344   -79769.46094   -63698.81641   -68997.03906    14852.44922    -1500.69507    -5207.30908
     1350     2390.33618     8542.22852  -146054.20313   -70671.46875   -79393.96094   -63740.22656   -68880.23438    14146.94141     -857.60840    -5738.08203
     1352     2388.99658     8537.44141  -146049.73438   -70744.45313   -78794.12500   -64090.78906   -69348.44531    13056.79883     -306.16394    -5463.01855
     1354     2386.27368     8527.70996  -146039.48438   -70751.32813   -78249.80469   -64270.14844   -69734.02344    12330.63574      -54.54224    -4950.73486
     1356     2386.87036     8529.84277  -146041.57813   -70755.02344   -77572.74219   -64503.46484   -70188.85156    11961.04883     -536.55005    -4807.32910
     1358     2393.30737     8552.84668  -146065.17188   -70925.72656   -76590.00781   -64991.61328   -71195.56250    11804.13086    -1157.48877    -5065.01758
     1360     2399.25366     8574.09668  -146086.51563   -71078.10156   -75854.06250   -64665.08594   -72715.14844    12188.25977    -1592.38281    -5050.37988
     1362     2403.01172     8587.52539  -146099.93750   -71127.50000   -75992.31250   -63822.47266   -73567.71094    13150.76270    -2050.53467    -4838.74463
     1364     2405.05664     8594.83398  -146107.68750   -71057.63281   -77013.31250   -63256.44922   -72903.13281    13915.76660    -2742.19531    -4720.31445
     1366     2400.35840     8578.04395  -146090.87500   -70643.65625   -77965.32813   -62569.59375   -71396.03906    14302.28809    -3247.99463    -5367.25537
     1368     2390.38696     8542.40918  -146054.37500   -70030.21875   -78594.12500   -62134.89844   -69361.63281    14387.37207    -3076.37915    -6285.92236
     1370     2386.49097     8528.48633  -146040.51563   -69804.46875   -78552.60156   -62346.60938   -68514.18750    14627.44336    -2783.38062    -7225.51953
     1372     2389.29297     8538.50000  -146050.73438   -69976.11719   -78268.30469   -62510.59375   -69149.46094    14482.78027    -2812.57861    -7670.73828
     1374     2394.02148     8555.39844  -146067.71875   -70215.93750   -78022.43750   -62642.50781   -69982.87500    13535.39258    -2927.63599    -7391.78027
     1376     2398.20166     8570.33594  -146082.42188   -70335.98438   -77597.34375   -63257.85156   -70152.76563    12871.42480    -2776.49463    -6363.85449
     1378     2403.64355     8589.78418  -146102.17188   -70336.25000   -77458.34375   -64216.33984   -69334.06250    12596.58887    -2186.62183    -5285.29639
     1380     2408.86597     8608.44727  -146120.73438   -70125.89063   -77685.96875   -64591.79688   -68099.89844    12892.60938    -2106.51099    -4573.03613
     1382     2413.99707     8626.78418  -146139.76563   -69899.39063   -77161.89844   -64559.38672   -67976.89063    12996.24023    -2324.89941    -3916.71851
     1384     2411.81006     8618.96875  -146131.70313   -69558.52344   -75954.15625   -64199.87109   -68521.54688    13046.33008    -2390.86182    -3401.36475
     1386     2405.26685     8595.58496  -146107.87500   -69194.43750   -74574.40625   -63816.74609   -69192.15625    13007.43750    -2224.78931    -2996.18311
     1388     2400.99707     8580.32715  -146092.54688   -68915.99219   -74352.60156   -63166.64844   -69228.71875    13003.73438    -2230.30444    -2860.34448
     1390     2399.55444     8575.17090  -146087.73438   -68744.67969   -75488.71875   -62391.00781   -68354.30469    13191.07227    -2771.71655    -3000.50537
     1392     2397.38184     8567.40723  -146079.62500   -68591.50000   -76245.60156   -61844.50000   -67684.39844    13252.20020    -3388.42114    -3388.52344
     1394     2397.84717     8569.06934  -146081.18750   -68629.94531   -76978.72656   -61564.87500   -67346.24219    12915.13184    -3343.83984    -4115.53857
     1396     2402.49438     8585.67676  -146098.28125   -68938.32813   -78010.28125   -62126.89453   -66677.82031    12329.09961    -2997.55591    -4829.01221
     1398     2405.29858     8595.69824  -146107.93750   -69145.88281   -78476.52344   -63329.59375   -65631.53906    12360.92969    -3016.73584    -5094.41895
     1400     2408.45557     8606.98047  -146119.21875   -69265.31250   -78543.33594   -63803.87500   -65448.71484    12894.66895    -3281.71753    -5118.57715
     1402     2412.77490     8622.41602  -146134.92188   -69432.31250   -78543.96094   -63502.41016   -66250.57813    12876.84277    -3357.37329    -5717.16992
     1404     2415.22095     8631.15723  -146143.62500   -69631.14844   -78631.71094   -63427.82422   -66833.90625    12307.42871    -3045.12988    -6883.48389
     1406     2415.05688     8630.57129  -146143.59375   -69807.63281   -78228.21094   -63591.26172   -67603.41406    11733.34668    -2204.65771    -7771.67383
     1408     2406.12915     8598.66602  -146111.42188   -69551.58594   -77461.53125   -63212.69922   -67980.53906    11357.04102    -1582.70935    -7983.73486
     1410     2392.94775     8551.56055  -146063.39063   -68991.19531   -76782.33594   -62812.35938   -67378.89844    11173.82520    -1425.81604    -7428.79199
     1412     2389.57935     8539.52344  -146051.31250   -68804.39063   -76379.14063   -63133.09375   -66900.93750    10994.81641    -1954.94458    -6592.04248
     1414     2397.73633     8568.67383  -146080.90625   -69114.50000   -76307.42969   -63708.30469   -67327.76563    10975.47363    -2932.59912    -5859.61719
     1416     2409.50537     8610.73145  -146123.71875   -69596.60156   -76255.37500   -64420.76172   -68113.67188    11229.80859    -3845.74414    -5186.48291
     1418     2413.69238     8625.69531  -146138.70313   -69842.42969   -76506.35938   -64659.05469   -68361.88281    11652.30566    -4731.68506    -4388.39697
     1420     2412.03442     8619.76953  -146131.87500   -69923.64063   -76688.37500   -64564.41797   -68518.14063    12559.93457    -5064.44629    -3665.02612
     1422     2415.21484     8631.13574  -146143.78125   -70204.21094   -76839.14063   -65114.25000   -68659.25000    13587.19531    -5183.75000    -2837.00879
     1424     2416.87183     8637.05762  -146149.84375   -70268.81250   -76965.86719   -65075.67188   -68764.90625    14078.75977    -5296.52393    -2073.90039
     1426     2414.60327     8628.95020  -146141.39063   -70116.44531   -77213.16406   -64657.98828   -68478.18750    13987.05957    -5800.87061    -1839.76416
     1428     2411.09644     8616.41797  -146129.09375   -69831.71094   -77275.39844   -64461.07422   -67758.65625    13532.46484    -6454.62305    -2072.63916
     1430     2403.54248     8589.42285  -146102.12500   -69278.42969   -76906.45313   -64260.64844   -66668.18750    13148.87012    -6622.35938    -2957.42310
     1432     2393.78662     8554.55859  -146066.50000   -68606.83594   -76302.78906   -63863.80859   -65653.90625    12917.06250    -5692.13965    -4357.96191
     1434     2392.72827     8550.77734  -146062.73438   -68314.93750   -75739.52344   -63727.76563   -65477.53125    12952.44141    -4298.02637    -5548.57129
     1436     2400.13208     8577.23535  -146090.00000   -68507.72656   -75623.38281   -64131.72266   -65768.07031    13058.16602    -3052.07251    -6147.50391
     1438     2406.50098     8599.99609  -146112.37500   -68831.06250   -76225.27344   -64361.91797   -65906.00781    12582.27246    -2023.39832    -6598.46729
     1440     2416.29419     8634.99316  -146147.45313   -69363.89844   -76694.44531   -65272.90234   -66124.34375    12388.22754    -1597.06897    -6807.31055
     1442     2426.90723     8672.92090  -146186.20313   -69909.26563   -76760.29688   -66252.53125   -66714.96875    12646.51563    -1617.73926    -6414.35986
     1444     2426.28003     8670.67871  -146183.95313   -69918.14063   -76121.47656   -66377.64844   -67255.29688    12711.15234    -1920.80859    -5752.08838
     1446     2415.13989     8630.86816  -146143.28125   -69398.31250   -75247.88281   -64857.43750   -68089.61719    12355.83789    -2000.87854    -4947.13623
     1448     2404.31836     8592.19531  -146104.53125   -68789.32813   -74652.14844   -63013.17188   -68702.66406    12062.14063    -2068.97949    -4050.45264
     1450     2397.17627     8566.67188  -146078.71875   -68307.60938   -73976.19531   -62067.26953   -68879.36719    12133.97559    -2961.27344    -3369.04858
     1452     2396.18140     8563.11719  -146075.62500   -68112.38281   -74115.21094   -61767.90234   -68454.03125    12392.07617    -4234.77930    -3049.48682
     1454     2396.42969     8564.00391  -146076.71875   -68071.21094   -75018.37500   -61532.99609   -67662.25781    13088.27441    -5765.88818    -3323.32593
     1456     2396.60645     8564.63574  -146076.54688   -68133.11719   -76384.16406   -61145.57031   -66869.60938    13753.63086    -6650.14014    -4025.96240
     1458     2405.43286     8596.17871  -146108.81250   -68602.75000   -77962.25781   -61320.06250   -66525.92188    13707.13574    -6831.84277    -4563.45459
     1460     2414.30347     8627.87891  -146140.87500   -69091.71094   -78825.39844   -62064.36719   -66385.35938    13543.03711    -6415.01758    -4533.24072
     1462     2417.75244     8640.20410  -146152.70313   -69268.64844   -78549.50781   -62869.68750   -66386.74219    13100.36328    -5877.80127    -4041.63672
     1464     2422.27563     8656.36816  -146169.07813   -69377.35156   -77719.64063   -63656.66797   -66755.74219    12384.06543    -5484.76563    -3618.99438
     1466     2425.37012     8667.42773  -146180.60938   -69271.03906   -76174.47656   -64427.44141   -67211.21094    11519.97559    -5095.41943    -3247.70654
     1468     2421.22998     8652.63184  -146165.79688   -68716.90625   -74088.16406   -65044.12500   -67018.43750    11321.56934    -4532.34326    -3397.23560
     1470     2411.79810     8618.92480  -146131.23438   -67953.31250   -72343.00000   -65595.67188   -65921.26563    11602.52051    -4105.60303    -4078.08545
     1472     2409.68628     8611.37793  -146123.23438   -67640.17969   -71102.60938   -66372.75781   -65445.17188    11620.53418    -4185.07129    -4483.06396
     1474     2419.62915     8646.91113  -146159.78125   -68000.26563   -70723.67969   -67453.41406   -65823.70313    11400.17871    -4053.42407    -4165.88574
     1476     2428.08179     8677.11719  -146190.29688   -68404.52344   -71294.32813   -67845.07813   -66074.17969    11697.16797    -3735.95630    -3662.90991
     1478     2427.51074     8675.07617  -146188.14063   -68481.53125   -72377.71875   -67079.92188   -65986.94531    12533.49316    -3902.42651    -3941.58545
     1480     2420.97681     8651.72656  -146164.26563   -68243.50000   -73435.01563   -65588.20313   -65707.28906    13532.72559    -3985.41333    -4083.74805
     1482     2416.49072     8635.69531  -146148.14063   -68082.40625   -73967.67188   -64129.25781   -66150.29688    14251.51855    -3817.98315    -4424.55518
     1484     2414.96216     8630.23242  -146142.93750   -68054.92969   -73885.83594   -62843.04688   -67435.90625    14755.53027    -3622.54199    -5044.39111
     1486     2412.20068     8620.36426  -146132.87500   -67887.14063   -73910.78125   -61391.99609   -68358.64063    15304.39941    -3563.55151    -5104.34717
     1488     2410.23096     8613.32520  -146125.67188   -67689.02344   -73980.75000   -60689.69922   -68396.62500    15605.10059    -3417.08008    -4847.67627
     1490     2412.62915     8621.89551  -146134.48438   -67606.64063   -73244.43750   -61145.60938   -68429.86719    15312.98828    -3234.59912    -4300.47803
     1492     2417.30566     8638.60742  -146151.53125   -67559.85938   -71989.32031   -62260.21484   -68430.03125    14809.35254    -2977.83203    -3949.28394
     1494     2420.81396     8651.14551  -146164.20313   -67570.83594   -71353.00000   -63196.75000   -68162.75781    14561.60254    -2718.72681    -4184.71436
     1496     2421.69556     8654.29590  -146167.23438   -67582.75000   -71402.08594   -64172.50000   -67173.67188    14187.31445    -2530.77979    -4352.66016
     1498     2420.30566     8649.32813  -146162.23438   -67547.56250   -71457.44531   -65083.10156   -66102.14844    13912.79004    -2562.64209    -4216.34717
     1500     2419.13525     8645.14551  -146157.95313   -67566.17969   -71833.89844   -65078.83203   -65785.80469    13658.37305    -3145.74365    -4408.63721
     1502     2417.59863     8639.65430  -146152.62500   -67578.06250   -73012.74219   -64027.50391   -65693.95313    13071.00195    -4068.16040    -4395.07080
     1504     2414.83447     8629.77637  -146142.37500   -67495.25781   -73709.24219   -62653.38281   -66123.14063    12701.39844    -4774.77490    -3967.32251
     1506     2414.81543     8629.70801  -146142.48438   -67472.57031   -73696.63281   -62217.70313   -66503.37500    12654.78320    -5000.26367    -3632.38403
     1508     2415.56763     8632.39648  -146145.06250   -67472.24219   -73725.53125   -62204.25000   -66486.93750    12871.39746    -4602.57422    -3961.17773
     1510     2418.48755     8642.83105  -146155.60938   -67565.04688   -74284.79688   -61912.00781   -66498.32813    13026.19531    -4220.19092    -4899.70703
     1512     2421.01904     8651.87793  -146164.96875   -67658.28125   -74332.89063   -61863.30469   -66778.64063    13303.69141    -4271.84912    -5674.16943
     1514     2418.00684     8641.11328  -146153.90625   -67568.83594   -73428.20313   -62133.06250   -67145.23438    13779.23438    -4842.30127    -6030.27930
     1516     2412.76001     8622.36230  -146134.84375   -67500.62500   -72828.94531   -62261.27344   -67411.65625    14257.76563    -4969.64014    -6279.88330
     1518     2411.01685     8616.13281  -146128.40625   -67621.83594   -73035.16406   -62268.99609   -67561.35938    14502.03711    -4495.90625    -6338.68457
     1520     2414.95557     8630.20898  -146143.28125   -67958.34375   -73413.75000   -63096.39063   -67364.88281    14527.84961    -3789.73047    -6403.28955
     1522     2416.58618     8636.03613  -146149.14063   -68148.71094   -73338.21094   -64079.11719   -67028.80469    14065.21777    -3384.27124    -6322.66895
     1524     2416.36987     8635.26367  -146147.54688   -68228.57813   -73089.15625   -64339.48047   -67257.08594    13700.19141    -3331.41577    -5987.56934
     1526     2422.60767     8657.55469  -146170.92188   -68579.88281   -73398.81250   -64855.93359   -67484.89844    13535.70996    -3355.10156    -5162.21436
     1528     2422.94336     8658.75488  -146171.95313   -68659.92969   -74009.94531   -65408.42188   -66561.41406    13403.97461    -3146.17651    -3761.35986
     1530     2417.72925     8640.12109  -146152.39063   -68442.45313   -74917.57813   -65219.42188   -65190.35938    13796.19727    -2533.66431    -2378.97925
     1532     2420.46924     8649.91309  -146162.29688   -68518.39063   -76392.17188   -64617.34375   -64545.66016    14222.26953    -2290.07910    -1993.13928
     1534     2430.49194     8685.73047  -146198.70313   -68913.74219   -77775.15625   -64347.46484   -64618.61719    13743.40820    -2690.84399    -2141.68701
     1536     2437.77734     8711.76563  -146224.89063   -69201.53125   -78332.53906   -64158.52344   -65113.54688    13030.57520    -3254.16724    -2159.69897
     1538     2439.51343     8717.96973  -146231.10938   -69235.00781   -77675.74219   -64480.35547   -65548.93750    12879.09863    -3380.98364    -2506.78467
     1540     2435.13843     8702.33594  -146215.51563   -69032.53906   -76268.10938   -64844.31250   -65985.19531    12427.49805    -2590.00073    -3241.30908
     1542     2425.88550     8669.26855  -146181.56250   -68630.33594   -75383.10156   -64333.03516   -66174.87500    12366.49121    -2135.51416    -4053.03369
     1544     2423.92236     8662.25391  -146174.89063   -68561.18750   -75575.73438   -63752.63281   -66355.18750    12733.33691    -2304.65894    -4673.90625
     1546     2424.63257     8664.79102  -146178.31250   -68645.50781   -76190.65625   -63483.53906   -66262.33594    12684.79297    -2755.03003    -4578.58398
     1548     2416.63818     8636.22266  -146149.07813   -68335.35938   -76758.90625   -63011.26953   -65235.90234    12532.07129    -2959.88184    -4517.98926
     1550     2408.51099     8607.17871  -146119.40625   -67973.59375   -77161.55469   -62484.45703   -64274.76953    12154.00879    -3028.79346    -4614.57178
     1552     2409.01343     8608.97363  -146121.48438   -67953.75781   -77372.09375   -62251.73828   -64237.44531    11625.28613    -3722.47974    -4500.76904
     1554     2414.88330     8629.95117  -146142.76563   -68233.66406   -77595.53125   -62580.77734   -64524.67578    11693.11328    -4551.42090    -4483.43506
     1556     2419.39502     8646.07422  -146159.40625   -68528.49219   -77698.13281   -62852.58203   -65034.75781    12618.40625    -5095.66406    -4399.03662
     1558     2415.66528     8632.74512  -146145.17188   -68453.96094   -77074.83594   -62504.44141   -65782.60938    13757.85742    -4624.05664    -3998.81396
     1560     2413.49414     8624.98633  -146137.26563   -68380.94531   -76029.34375   -62799.85156   -66313.64844    14307.89844    -4165.48730    -3297.41821
     1562     2417.26929     8638.47754  -146151.09375   -68510.34375   -74491.39063   -63953.35547   -67086.27344    14181.35742    -3941.22021    -2333.27637
     1564     2422.15186     8655.92676  -146168.85938   -68533.17188   -73094.57031   -64344.61719   -68160.32813    13479.90625    -3342.64819    -1709.00037
     1566     2425.29199     8667.14746  -146179.76563   -68329.11719   -72751.73438   -63316.72656   -68918.87500    13086.64648    -2794.15674    -1338.93115
     1568     2432.12500     8691.56641  -146204.59375   -68228.63281   -73507.60938   -62828.51953   -68349.75781    13237.54004    -2787.03540    -1017.37152
     1570     2438.40942     8714.02441  -146227.45313   -68081.57813   -74116.92969   -63206.25781   -66921.53906    13234.03516    -3330.54443    -1059.77954
     1572     2438.32031     8713.70703  -146226.84375   -67764.18750   -74212.07031   -63600.73047   -65479.76953    13176.24219    -3735.83032    -1477.86902
     1574     2435.35815     8703.12109  -146216.31250   -67556.12500   -74438.94531   -64222.66406   -64006.76563    12913.95215    -3440.52051    -1580.52417
     1576     2430.33740     8685.17871  -146198.29688   -67501.54688   -74722.37500   -64913.60547   -62868.67188    12869.17188    -2987.38037    -1914.97815
     1578     2423.23877     8659.81055  -146172.78125   -67386.46875   -74174.21875   -64687.74219   -63297.44922    13170.23828    -2474.32324    -2805.13086
     1580     2416.72021     8636.51563  -146148.87500   -67230.03906   -73187.21094   -64271.70313   -64231.21484    13900.11426    -2112.38501    -3304.93872
     1582     2418.65308     8643.42285  -146155.56250   -67399.78125   -73267.21875   -63831.53906   -65100.58594    14252.27344    -2192.46680    -3306.19800
     1584     2429.53271     8682.30273  -146195.37500   -67837.40625   -74085.82813   -63361.86328   -66064.53125    13998.06738    -2770.53320    -3531.46558
     1586     2436.74487     8708.07617  -146221.28125   -68031.57813   -74648.66406   -62411.82813   -67034.24219    13517.98730    -3558.64893    -3747.62256
     1588     2438.12598     8713.01270  -146225.81250   -67987.89063   -74988.00781   -61616.72656   -67358.95313    12816.31543    -3780.80664    -3553.30322
     1590     2438.85791     8715.62793  -146228.95313   -67981.38281   -75035.46094   -61790.55859   -67118.13281    12135.65234    -3534.06055    -3438.30908
     1592     2433.79150     8697.52246  -146210.46875   -67735.83594   -74912.74219   -62337.32031   -65957.43750    12224.89844    -3022.59814    -3246.75488
     1594     2427.54541     8675.20117  -146188.06250   -67372.31250   -74532.24219   -62414.71094   -65169.97656    12850.52930    -2367.62744    -3005.70508
     1596     2423.73169     8661.57227  -146174.37500   -67099.27344   -73974.50000   -61765.01953   -65558.31250    13265.20410    -1956.84436    -3133.11426
     1598     2422.23999     8656.24121  -146169.15625   -66946.92188   -73498.60938   -61073.33203   -66268.82813    13380.58398    -1739.82678    -2992.57080
     1600     2422.63525     8657.65430  -146170.62500   -66950.25781   -72966.57031   -61052.00000   -66832.21094    13191.22559    -2083.42358    -2359.18311
     1602     2423.74487     8661.61914  -146174.82813   -67157.03906   -72320.94531   -61114.30078   -68035.87500    13095.17090    -2446.32471    -1892.85229
     1604     2421.90405     8655.04004  -146168.20313   -67361.04688   -72188.33594   -61098.14063   -68796.66406    12956.75977    -2728.81079    -2294.89575
     1606     2417.58032     8639.58887  -146152.03125   -67439.21875   -72522.75000   -61506.82813   -68288.07813    12801.19922    -2860.59717    -3154.60034
     1608     2419.64185     8646.95605  -146159.60938   -67780.46094   -73330.53906   -62224.14063   -67786.70313    12745.59570    -3133.92700    -3399.43872
     1610     2425.82324     8669.04590  -146182.54688   -68321.51563   -74160.11719   -62985.71484   -67818.71875    12954.55078    -3574.37427    -3511.82227
     1612     2424.11060     8662.92578  -146175.96875   -68486.11719   -74215.53906   -63495.14453   -67747.67188    13143.67578    -3945.14746    -4109.75293
     1614     2418.83789     8644.08398  -146156.57813   -68293.79688   -73657.56250   -64090.60938   -67133.21094    13045.63965    -4374.21582    -4996.90527
     1616     2417.01929     8637.58398  -146150.25000   -68049.20313   -72766.46094   -65314.94141   -66066.21875    12345.80469    -4384.71436    -5483.10400
     1618     2418.03613     8641.21777  -146153.96875   -67876.61719   -72359.07813   -66195.35938   -65075.42188    11681.76270    -4065.24609    -5371.69336
     1620     2421.59863     8653.94922  -146166.56250   -67840.78125   -72760.53125   -65990.19531   -64771.62109    11361.34961    -3657.70557    -5331.90234
     1622     2426.34717     8670.91895  -146183.93750   -67860.18750   -73726.35156   -64517.00000   -65337.22266    11517.89648    -3074.14673    -5225.16260
     1624     2428.31689     8677.95801  -146190.62500   -67743.17969   -74715.16406   -62460.06641   -66054.29688    11967.08398    -2540.78711    -4713.09863
     1626     2428.56665     8678.84961  -146192.12500   -67580.90625   -75601.16406   -60498.38672   -66643.16406    12408.80762    -1960.21655    -4065.72534
     1628     2422.63696     8657.66016  -146170.18750   -67287.70313   -75662.86719   -58497.04297   -67703.20313    12994.77832    -1489.48865    -3941.80786
     1630     2420.67773     8650.65820  -146163.04688   -67288.72656   -75242.40625   -57593.63281   -69030.14063    13242.70605    -1347.12512    -4170.95801
     1632     2426.67041     8672.07324  -146184.98438   -67658.14844   -75161.64063   -58013.17578   -69799.64063    13496.84961     -773.73090    -4119.94629
     1634     2433.30469     8695.78320  -146209.04688   -68005.96875   -75057.72656   -59098.43750   -69861.73438    13755.55371     -453.10559    -3772.91211
     1636     2433.11914     8695.11914  -146207.89063   -67865.65625   -73872.46875   -60175.64844   -69548.84375    13687.80469     -932.44623    -3343.89429
     1638     2431.24438     8688.41992  -146201.42188   -67524.14844   -72332.67969   -61074.62891   -69165.12500    13287.88672    -1742.61035    -3345.27661
     1640     2427.48096     8674.97070  -146187.64063   -67134.68750   -71373.64063   -61806.66797   -68223.76563    12824.21484    -2285.89722    -3538.20703
     1642     2424.66260     8664.89941  -146177.50000   -66858.32813   -71056.38281   -62476.62500   -67041.98438    12421.64648    -3006.43359    -3569.53833
     1644     2425.43213     8667.64844  -146180.03125   -66758.30469   -71931.94531   -62270.19141   -66072.76563    12163.12012    -3681.32227    -3172.99683
     1646     2432.37915     8692.47559  -146205.42188   -66926.08594   -73480.82813   -62212.18359   -65085.25781    11848.51367    -3782.92041    -2710.70825
     1648     2439.43750     8717.69922  -146231.18750   -67192.57031   -74199.57031   -62899.87500   -64478.26563    11635.04102    -3037.49219    -2612.60815
     1650     2438.90894     8715.80957  -146228.84375   -67260.46875   -73815.00781   -63334.08984   -64632.30859    11919.23926    -1909.56104    -2535.19678
     1652     2434.98853     8701.80078  -146214.78125   -67184.65625   -73329.72656   -63604.14063   -64620.10938    12473.27246    -1392.47363    -2305.83057
     1654     2431.32690     8688.71484  -146201.20313   -66984.01563   -72531.22656   -63990.58984   -64430.23828    13472.46973    -1716.10791    -2281.75586
     1656     2432.30127     8692.19727  -146205.06250   -66844.20313   -71779.25781   -64487.41016   -64265.93359    14305.40234    -2357.29419    -2556.75391
     1658     2434.76538     8701.00293  -146214.15625   -66796.64063   -71414.42188   -65041.62109   -63933.87109    14644.12988    -2020.94751    -2782.56421
     1660     2435.14893     8702.37305  -146215.40625   -66725.87500   -71130.21094   -65770.62500   -63276.78906    15044.51660    -1420.88049    -2941.38281
     1662     2436.34180     8706.63672  -146219.18750   -66741.07813   -70955.03906   -66418.10156   -62850.09375    15461.84082    -1302.05383    -3192.65161
     1664     2442.29761     8727.91992  -146241.29688   -67026.64844   -71138.87500   -66561.92969   -63379.14844    15445.37695    -1881.85620    -3355.72607
     1666     2442.07251     8727.11523  -146240.18750   -67146.36719   -72256.32031   -65644.73438   -63538.05469    15036.79883    -2418.36230    -3348.61694
     1668     2437.66211     8711.35449  -146224.25000   -67037.45313   -73408.38281   -64447.61719   -63256.36719    14242.36328    -2580.01221    -3417.02905
     1670     2433.76050     8697.41113  -146210.18750   -66829.93750   -74080.60156   -63172.92578   -63236.28125    13483.65723    -2792.83105    -3515.80664
     1672     2431.59595     8689.67578  -146202.50000   -66604.82813   -73882.09375   -62380.84766   -63551.54688    12728.16016    -2792.80811    -4429.10547
     1674     2431.81982     8690.47656  -146203.28125   -66413.96875   -72853.13281   -62102.42188   -64286.35547    11854.05957    -2613.81030    -5728.08447
     1676     2434.60962     8700.44629  -146213.50000   -66385.76563   -72102.92188   -62462.14844   -64592.21875    11012.16016    -2531.16406    -6670.43555
