#    Conf       T(K)      KE (eV)        PE (eV)         Pressure (bar)      Pxx(bar)     Pyy(bar)        Pzz(bar)        Pxy(bar)     Pxz(bar)        Pyz(bar)  
      490     1970.68738     7042.54980  -144550.21875   -73205.52344   -65359.55859   -59863.73047   -94393.27344    27609.76563     3027.67896    23675.41797
      492     1962.55908     7013.50195  -144518.42188   -75690.32031   -62053.38672   -64187.10938  -100830.46094    34243.22656    14967.37793    30620.56445
      494     2007.53711     7174.23779  -144681.60938   -79338.16406   -74897.51563   -66105.59375   -97011.39063    34181.50000    18744.70508    22104.22852
      496     2053.84546     7339.72803  -144848.20313   -82593.57031   -94469.25781   -65180.31641   -88131.12500    29588.75781    18228.84766     8477.97266
      498     2075.60815     7417.49951  -144924.10938   -83797.94531  -104077.70313   -64922.82422   -82393.30469    28132.88281    14739.26660    -4422.21826
      500     2084.15723     7448.05127  -144956.82813   -83227.12500  -101091.70313   -67698.84375   -80890.82031    27971.59961     5715.46289   -14756.97461
      502     2070.55420     7399.43848  -144905.60938   -81927.20313   -92628.71094   -73981.97656   -79170.92969    26185.66797    -6683.20020   -21109.13477
      504     2072.39185     7406.00586  -144913.03125   -82503.37500   -89574.82813   -82518.21875   -75417.07031    19949.59766   -15800.85840   -21743.72070
      506     2084.43262     7449.03564  -144960.85938   -83738.45313   -91876.13281   -87314.73438   -72024.50000     9961.12695   -18394.50977   -14025.51074
      508     2055.39990     7345.28271  -144854.31250   -82165.06250   -96715.82813   -83469.36719   -66310.00000     1194.37036   -15838.59277     -806.86255
      510     2043.34680     7302.20898  -144806.34375   -80243.16406   -99602.87500   -76599.69531   -64526.91797    -3030.96362   -14181.89844     8445.15625
      512     2105.12012     7522.96533  -145035.15625   -81397.42969  -103874.93750   -71619.13281   -68698.21094     2224.69409    -7989.87012     7221.13330
      514     2131.89478     7618.64893  -145132.57813   -80439.92969  -100851.34375   -66725.95313   -73742.50000    19169.10547      -77.99109     -324.32602
      516     2105.94800     7525.92383  -145033.95313   -76917.53906   -94232.16406   -60692.14453   -75828.30469    29438.70703     3409.59937    -4320.48096
      518     2095.97412     7490.28076  -144996.95313   -75399.08594   -87913.07031   -59137.79297   -79146.39844    29483.84766     2196.14282   -15625.42969
      520     2113.21069     7551.87842  -145059.04688   -75844.19531   -77868.59375   -67532.84375   -82131.14063    30025.77148    -1644.39392   -28799.14844
      522     2143.38550     7659.71289  -145168.85938   -77582.08594   -68925.48438   -80734.98438   -83085.79688    31063.59180    -6994.87744   -33720.32031
      524     2159.56128     7717.51904  -145225.45313   -79345.40625   -62857.62891   -89142.66406   -86035.92969    32602.93164    -8287.95801   -29981.02148
      526     2177.56421     7781.85547  -145290.00000   -80911.98438   -61773.51953   -89567.01563   -91395.40625    36623.88281    -3987.49170   -22666.77930
      528     2220.25342     7934.41162  -145439.85938   -83806.42188   -70163.63281   -86997.43750   -94258.18750    38056.50000     5781.39697   -14972.02734
      530     2318.69751     8286.21680  -145798.29688   -90109.64844   -86518.67188   -87516.21875   -96294.03906    26748.53516    13410.20313   -12985.19043
      532     2394.80249     8558.18848  -146074.46875   -95220.96875   -96029.45313   -88473.87500  -101159.56250    10307.97559    16485.65039   -11932.76953
      534     2382.50171     8514.23047  -146027.04688   -95028.43750   -92154.44531   -86710.60938  -106220.25000    -1318.13867    15556.50000    -5792.59375
      536     2328.56226     8321.46973  -145833.17188   -91935.68750   -81677.83594   -83930.28125  -110198.93750    -6166.99512    11220.42773     2286.49878
      538     2278.25684     8141.69531  -145647.01563   -89630.83594   -74667.44531   -85551.66406  -108673.40625    -1931.57678     4782.41016     7598.68652
      540     2309.22900     8252.37988  -145763.25000   -92890.37500   -77702.18750   -99502.01563  -101466.92969     1208.06836      305.74780     1656.05432
      542     2364.63696     8450.38770  -145961.48438   -97830.71875   -87291.31250  -108218.28906   -97982.57031     7739.51758     -857.26111    -7849.68408
      544     2389.31543     8538.58008  -146049.46875  -101002.18750   -93850.97656  -107891.30469  -101264.28125    13636.76074     5186.55762   -11805.96289
      546     2377.06226     8494.79199  -146003.29688  -102138.92969   -98333.76563  -102230.35938  -105852.65625    17747.72852    18792.79883    -8063.38818
      548     2363.44336     8446.12207  -145953.51563  -102473.54688  -102453.37500   -93589.35938  -111377.89844    21404.96875    25720.33008    -2642.55518
      550     2350.42358     8399.59375  -145914.42188  -100787.71875   -98593.61719   -83095.28906  -120674.24219    24028.93750    11836.70703    -2921.13940
      552     2252.48877     8049.60938  -145559.70313   -93268.72656   -81460.49219   -72827.42188  -125518.26563    25671.71289   -11691.55957    -4782.98438
      554     2132.09888     7619.37793  -145121.53125   -84746.46875   -66011.92969   -66215.16406  -122012.31250    22657.04297   -25900.09961     -996.21521
      556     2095.72632     7489.39551  -144993.70313   -81521.46094   -68331.17969   -66366.48438  -109866.71875    12709.14844   -25744.46484     7131.55957
      558     2126.83911     7600.58105  -145105.98438   -81758.39063   -75183.00000   -75656.03125   -94436.14844     3879.07104   -15038.62598    13013.07129
      560     2191.42529     7831.39014  -145341.62500   -82441.46875   -75404.39063   -89948.68750   -81971.32031     3641.37476    -1437.79053    15198.22266
      562     2221.91675     7940.35547  -145452.67188   -81589.29688   -73555.82031  -101877.73438   -69334.35156    11742.93164    13142.09180    17157.88477
      564     2195.33105     7845.34766  -145354.54688   -79868.61719   -73916.03125  -104237.87500   -61451.93750    21737.62695    26137.64844    15122.22754
      566     2159.89307     7718.70508  -145227.26563   -79999.98438   -75983.71875   -97236.92188   -66779.30469    26891.62695    29562.90039     4489.85791
      568     2145.17725     7666.11523  -145170.76563   -82467.47656   -82065.88281   -86553.81250   -78782.74219    27788.49219    24667.67773     -712.81476
      570     2187.99365     7819.12646  -145325.84375   -88088.88281   -94993.42188   -81683.14844   -87590.08594    22389.07031    19487.76367     5161.40430
      572     2239.40381     8002.84814  -145517.96875   -94229.82813  -104400.55469   -75817.71875  -102471.21875     7673.87256    14096.68555     3416.86279
      574     2201.34229     7866.83008  -145377.82813   -95780.81250  -106140.22656   -66381.78125  -114820.41406    -9688.66016     9107.62988    -3150.53418
      576     2125.26855     7594.96826  -145100.10938   -95035.43750  -105052.69531   -68256.25000  -111797.37500   -19209.32227     9242.16699    -7481.48193
      578     2102.84839     7514.84668  -145019.20313   -96432.75000  -103008.85938   -84807.47656  -101481.89844   -18448.81836    17600.70313   -10795.99512
      580     2142.78174     7657.55518  -145165.40625  -100389.53906  -100105.24219  -106135.70313   -94927.67188   -14846.75977    30221.36328   -13032.28320
      582     2185.05835     7808.63672  -145318.21875  -103968.39844   -97113.47656  -122369.32813   -92422.38281   -10615.40918    37042.39844   -11585.35938
      584     2200.10596     7862.41162  -145369.70313  -105737.44531   -91171.34375  -126305.60938   -99735.39063    -4375.29541    30327.56055    -6861.38965
      586     2211.15283     7901.88916  -145408.00000  -106804.55469   -82479.79688  -123447.28125  -114486.57031      875.87140    10801.03906    -4440.11572
      588     2241.21802     8009.33203  -145515.50000  -108838.36719   -86608.98438  -119812.75000  -120093.36719     4535.76221    -8606.93164    -3173.03076
      590     2278.70313     8143.29102  -145655.00000  -110263.25781  -106344.61719  -111286.64063  -113158.52344     9607.77930   -27438.93359    -6184.77246
      592     2253.50293     8053.23340  -145562.68750  -106813.87500  -123757.78906   -98151.87500   -98531.96875    15569.47656   -44244.65625   -10051.46094
      594     2197.42700     7852.83789  -145355.62500  -100431.07031  -126948.28125   -86424.11719   -87920.82031    20218.99805   -46919.94141    -7219.06396
      596     2179.06055     7787.20264  -145296.90625   -94913.23438  -121803.22656   -75924.14063   -87012.33594    23786.93945   -37986.82031     3066.83716
      598     2118.93091     7572.31982  -145081.51563   -87894.76563  -109860.74219   -66192.26563   -87631.30469    24310.87109   -22718.77539    14204.69043
      600     2037.21338     7280.29053  -144780.98438   -81699.65625   -92055.79688   -63396.63281   -89646.53906    23556.01367    -3454.69141    12096.35352
      602     2028.27026     7248.33057  -144757.14063   -81463.38281   -75334.73438   -73378.24219   -95677.17188    23920.74609    12186.84082    -4738.32813
      604     2016.79248     7207.31299  -144711.17188   -83384.55469   -66120.14063   -88474.95313   -95558.57031    24250.24219    21288.80078   -18081.10352
      606     2042.92249     7300.69287  -144803.28125   -86106.77344   -63893.73438  -104701.11719   -89725.47656    22271.05469    21942.82227   -23492.22461
      608     2117.79248     7568.25195  -145077.14063   -89936.71094   -68763.35938  -118352.41406   -82694.36719    16511.46680    24257.19531   -30023.83594
      610     2174.79590     7771.96191  -145280.04688   -92320.09375   -73684.32813  -125016.78125   -78259.18750    10806.54980    25358.08008   -35491.45703
      612     2218.72192     7928.93848  -145435.71875   -92090.85156   -76456.28906  -125484.25000   -74332.01563     4197.71191    20544.80664   -37278.16406
      614     2269.00464     8108.63184  -145619.21875   -89998.53125   -81084.81250  -121187.63281   -67723.14063    -3952.09473     9379.82520   -31978.50781
      616     2300.07153     8219.65430  -145727.26563   -86931.46094   -89151.32031  -114041.27344   -57601.79688   -13885.47949    -3585.49951   -15468.56641
      618     2349.31592     8395.63672  -145905.92188   -86693.95313  -105063.53906  -102710.71875   -52307.60156   -23729.47656   -15850.15723      283.07510
      620     2390.38770     8542.41211  -146056.12500   -88061.73438  -118109.50000   -94277.12500   -51798.57813   -29863.89844   -26282.70508     1727.81677
      622     2352.04590     8405.39258  -145917.93750   -86624.69531  -120838.21094   -87146.35156   -51889.53125   -33042.71094   -32667.95703    -6192.94971
      624     2251.12207     8044.72510  -145551.59375   -82832.25000  -116234.23438   -77906.50000   -54356.00781   -36082.82031   -41829.93750    -9361.58398
      626     2181.46753     7795.80420  -145298.95313   -81007.59375  -106994.77344   -73282.54688   -62745.46094   -36586.94531   -52288.51563    -7438.28027
      628     2200.94629     7865.41455  -145371.60938   -81968.50000   -97522.26563   -74898.60938   -73484.63281   -28674.31055   -54253.11328    -6539.89746
      630     2275.55933     8132.05615  -145642.26563   -84154.76563   -88500.67969   -83342.66406   -80620.94531   -19251.06836   -48490.87891    -9008.10059
      632     2344.10596     8377.01758  -145888.79688   -86007.35938   -80670.36719   -94354.82031   -82996.89063   -14797.74902   -36162.63672   -10568.26172
      634     2381.64575     8511.17188  -146025.37500   -86768.13281   -67114.71875  -106858.18750   -86331.48438    -5701.99170   -19128.56250    -8588.27148
      636     2356.60767     8421.69434  -145935.93750   -85705.09375   -47082.73047  -120551.88281   -89480.65625     9204.19629     1700.63660    -3525.71533
      638     2282.78589     8157.88037  -145666.34375   -83704.50781   -32006.68945  -130738.30469   -88368.53906    17807.99219    17395.79102    -1639.85339
      640     2224.59497     7949.92676  -145461.57813   -83285.85938   -28438.92773  -140186.89063   -81231.76563    14462.62695    21642.25781      258.79562
      642     2167.05957     7744.31592  -145250.78125   -83421.14063   -35599.73438  -147813.29688   -66850.39063     5061.59229    21612.19922     3450.56787
      644     2160.69922     7721.58545  -145228.98438   -84727.37500   -48470.17969  -143350.53125   -62361.41016    -6817.64746    21548.29883    -5872.70605
      646     2183.69043     7803.74805  -145314.09375   -85333.98438   -63386.20703  -124927.71094   -67688.03906   -14619.21973    13652.07910   -20956.09570
      648     2199.80835     7861.34766  -145368.70313   -84932.21875   -78267.60938  -106073.87500   -70455.17969   -13860.04785      639.18628   -25160.82227
      650     2248.13647     8034.05615  -145544.43750   -86035.85156   -91762.87500   -97863.35938   -68481.32031    -9000.44336    -6985.40527   -20351.76758
      652     2289.23975     8180.94482  -145697.34375   -86473.03125   -99255.89844   -91375.93750   -68787.25000    -7287.23145    -5173.64404    -9927.10156
      654     2286.92261     8172.66357  -145682.82813   -84966.38281   -94781.54688   -86852.69531   -73264.90625    -5185.33789     6427.73975      853.15442
      656     2294.18335     8198.61133  -145715.85938   -83974.45313   -73125.10156  -102796.50781   -76001.75781     3927.41528    22491.48633     5416.25830
      658     2291.39844     8188.65918  -145699.25000   -81855.67969   -59744.62500  -101523.15625   -84299.27344    12258.45313    33107.41406     4118.84668
      660     2332.10742     8334.13867  -145855.81250   -79728.05469   -62404.07422   -80496.50781   -96283.58594    12928.69531    36282.83984     3525.78125
      662     2300.30005     8220.47070  -145735.71875   -74933.75781   -57853.63281   -57759.79297  -109187.85156    12198.31445    26753.24219    -7029.95605
      664     2238.11279     7998.23438  -145513.29688   -71429.60156   -44255.80859   -56987.03906  -113045.94531     9241.22363    10571.93164   -20475.89648
      666     2169.44727     7752.84766  -145258.82813   -70029.77344   -35787.21484   -62048.67578  -112253.43750     4400.74463     -689.74664   -29007.20117
      668     2181.11938     7794.56055  -145299.78125   -73890.82031   -42203.16406   -68582.97656  -110886.32813      250.94421    -5040.60010   -32530.64844
      670     2271.21802     8116.54102  -145631.68750   -82334.85938   -56491.61328   -80476.12500  -110036.83594    -2946.38867    -3483.40112   -31011.31641
      672     2302.44580     8228.13770  -145745.45313   -87622.11719   -62210.82422   -95867.89063  -104787.63281     -735.85101    -4769.21289   -25529.33789
      674     2240.88940     8008.15771  -145519.71875   -86829.24219   -62128.05078  -104350.46875   -94009.21094    11764.79883   -13110.18457   -18166.80078
      676     2177.29883     7780.90674  -145289.46875   -84158.80469   -70275.42969  -100501.50000   -81699.48438    23686.70313   -12555.14258    -7449.61865
      678     2176.51392     7778.10205  -145289.82813   -82285.74219   -88147.67969   -89643.41406   -69066.14063    24306.70508     -922.57880     2805.33594
      680     2189.53687     7824.64160  -145339.90625   -78837.50781  -101746.05469   -77866.32031   -56900.16406    23362.40234     6405.73193     3189.97925
      682     2178.59521     7785.54004  -145294.95313   -73539.07813  -104654.54688   -72373.45313   -43589.24219    24865.94141     7379.92578     3018.15308
      684     2213.48608     7910.22803  -145422.07813   -72253.28125   -98963.35938   -82364.98438   -35431.49219    24224.75586     3544.42773     -549.98877
      686     2280.68335     8150.36719  -145665.01563   -75312.96875   -95118.10156   -83830.37500   -46990.43359    25125.44727     3159.79736   -10112.31152
      688     2309.66382     8253.93262  -145770.00000   -79020.96094   -92402.03125   -76426.95313   -68233.90625    28183.57813     5729.12012   -16869.03906
      690     2281.94849     8154.88818  -145663.67188   -81407.21094   -89914.18750   -69620.39063   -84687.04688    30519.13086     6566.24121   -12850.94238
      692     2290.81763     8186.58350  -145694.79688   -84432.53906   -94403.44531   -66448.57031   -92445.60938    32971.07031     5793.76758     -917.28699
      694     2353.42407     8410.31641  -145922.64063   -88866.48438  -103372.43750   -66268.05469   -96958.96094    40146.63281     5292.53809     8982.17969
      696     2399.26270     8574.12793  -146092.95313   -92626.80469  -107909.89063   -64946.92578  -105023.59375    42626.75000     3611.80884    13728.98438
      698     2331.90625     8333.41992  -145850.39063   -91559.05469  -102980.10938   -60796.14844  -110900.91406    42513.45703    -2233.46851    21153.39453
      700     2195.23657     7845.01025  -145352.50000   -87355.83594   -89756.01563   -58616.62109  -113694.87500    40344.47656   -15846.32813    27517.90234
      702     2089.58862     7467.46143  -144979.64063   -84847.60156   -73059.46875   -65573.89844  -115909.43750    26973.28516   -33472.22656    29416.18164
      704     1990.19104     7112.24902  -144616.87500   -83565.93750   -58456.59766   -72196.29688  -120044.90625     8013.24854   -43601.64844    33478.98047
      706     1983.27502     7087.53320  -144592.07813   -86656.31250   -54236.82422   -78418.52344  -127313.59375    -4409.27100   -37342.69141    30958.73828
      708     2073.11060     7408.57471  -144919.10938   -92491.71875   -55602.70313   -92086.48438  -129785.97656    -4154.01563   -32285.10742    20333.19336
      710     2166.65454     7742.86768  -145255.87500   -96173.03125   -56465.62891  -106364.78906  -125688.67969     6978.59082   -37689.43750     5987.07471
      712     2229.72876     7968.27344  -145478.98438   -98610.01563   -62426.21484  -116042.53125  -117361.29688    16866.38281   -38961.82813    -5157.16064
      714     2279.28442     8145.36816  -145661.73438  -101995.93750   -77877.95313  -120700.51563  -107409.35156    22088.91797   -24641.44531   -12181.99219
      716     2250.53394     8042.62354  -145555.25000  -102332.99219   -95329.98438  -118282.33594   -93386.66406    30763.07422    -6058.07617   -19999.13281
      718     2188.33447     7820.34473  -145326.34375  -100439.23438  -111862.21094  -113879.66406   -75575.81250    39744.70313     5856.50293   -25968.31250
      720     2179.70264     7789.49756  -145296.07813  -100499.28125  -128988.00000  -111470.65625   -61039.19141    40530.09766    11925.23926   -26555.34180
      722     2228.64868     7964.41309  -145473.00000  -102616.25781  -141356.06250  -110368.14063   -56124.56250    32639.98828    13269.36133   -29390.34180
      724     2282.61475     8157.26904  -145671.54688  -103170.00781  -142392.42188  -109026.58594   -58091.02734    20901.15430    18680.09766   -34524.89063
      726     2272.75879     8122.04736  -145632.29688   -98632.61719  -134547.26563  -101911.28125   -59439.29688    12487.52051    18960.19141   -36301.85938
      728     2264.20142     8091.46680  -145601.37500   -93626.53906  -124301.00781   -91121.59375   -65457.01563     8386.38770    21224.00391   -27629.37695
      730     2263.89941     8090.38721  -145603.87500   -90434.02344  -115590.83594   -80735.01563   -74976.21875     9053.78223    24877.58984   -16253.92676
      732     2226.66406     7957.32129  -145463.70313   -87422.08594  -106947.37500   -72768.53906   -82550.32813    12757.49219    22556.39844    -8844.97949
      734     2225.96094     7954.80811  -145461.09375   -86741.26563   -99210.80469   -67598.45313   -93414.53906    14210.06934    15684.58008    -6851.19971
      736     2270.28442     8113.20508  -145623.00000   -87885.56250   -91158.60156   -62239.77344  -110258.32031    10826.75879     6744.73096    -9381.96094
      738     2312.69287     8264.75879  -145775.64063   -88022.01563   -81540.45313   -57897.55859  -124628.03906     6400.14746    -3475.77710   -11235.66992
      740     2333.77930     8340.11328  -145851.67188   -86491.70313   -74524.89844   -56539.08594  -128411.13281     4961.60059   -12547.36719    -8020.20117
      742     2337.37793     8352.97363  -145868.09375   -85073.74219   -66490.01563   -65601.03125  -123130.17188     3064.51855   -21835.98438    -5504.62842
      744     2284.38477     8163.59424  -145677.70313   -83644.86719   -60227.21094   -80944.93750  -109762.46875    -1451.38403   -32428.56250    -7933.81885
      746     2220.64111     7935.79736  -145437.87500   -84242.40625   -70910.17188   -90200.17969   -91616.87500    -2669.59814   -37036.35156   -16405.85547
      748     2285.20166     8166.51416  -145680.21875   -91291.12500   -94529.01563  -102968.30469   -76376.04688     1905.14648   -35385.91016   -32593.24023
      750     2351.46655     8403.32129  -145916.96875   -98545.06250  -113279.37500  -122309.55469   -60046.25000    11993.36816   -29952.44727   -46247.82422
      752     2376.11230     8491.39746  -146003.93750  -103215.82813  -119927.99219  -141193.65625   -48525.83594    18882.98438   -23005.83398   -50981.26953
      754     2364.29175     8449.15430  -145963.14063  -103957.23438  -112624.47656  -152216.76563   -47030.46094    18754.89258   -18312.64648   -49824.25781
      756     2296.14502     8205.62109  -145717.00000   -99347.82813   -92920.82031  -151568.32813   -53554.33203    16530.49219   -19037.83398   -43310.39063
      758     2211.59985     7903.48682  -145413.59375   -92442.83594   -76122.10938  -135435.17188   -65771.21875    14541.17188   -22428.87305   -28239.87891
      760     2139.34180     7645.26123  -145158.26563   -86703.83594   -75567.61719  -103721.95313   -80821.92969    10615.33008   -23354.61719    -4050.52808
      762     2047.62903     7317.51221  -144825.85938   -81309.66406   -84257.16406   -70860.70313   -88811.11719     8473.94434   -20992.04883    19832.78320
      764     1991.61670     7117.34375  -144622.85938   -78434.59375   -89351.13281   -54226.41406   -91726.24219    13314.25000   -12682.53223    34585.57813
      766     1995.42444     7130.95117  -144639.00000   -78975.89063   -90787.05469   -50929.70313   -95210.92969    19629.13281      348.14569    35886.76953
      768     2013.43408     7195.31152  -144702.15625   -80518.15625   -88670.96875   -61654.03125   -91229.46094    19187.54102     9554.54883    29802.93750
      770     2050.44678     7327.58203  -144834.10938   -83231.04688   -85392.34375   -79321.53906   -84979.26563    16621.96875    11848.21973    19687.12891
      772     2108.00635     7533.27979  -145042.56250   -87357.67969   -90598.40625   -92211.48438   -79263.14844    14993.13379     3981.24927     8031.80078
      774     2138.60278     7642.62109  -145156.39063   -91152.58594  -100384.23438   -94079.97656   -78993.55469    14734.08789    -9539.37207     -497.94177
      776     2086.60913     7456.81348  -144964.29688   -91857.48438  -102012.82813   -88314.72656   -85244.89063    17382.98828   -17573.38086    -4216.68359
      778     2024.79919     7235.92627  -144740.32813   -91673.07031   -97934.03906   -82126.75000   -94958.41406    16623.44141   -18262.97070    -6404.27148
      780     2006.81543     7171.65820  -144677.50000   -91619.32031   -94697.44531   -80326.88281   -99833.64844    12686.83984   -15179.78613    -6522.69336
      782     2023.92334     7232.79639  -144740.18750   -90330.95313   -91346.89063   -85616.57813   -94029.39063    12387.83203   -12046.24121    -4756.79053
      784     2068.00391     7390.32520  -144898.23438   -89111.53125   -87548.54688   -94961.97656   -84824.06250    16492.86914    -8899.87695    -5573.55078
      786     2125.56812     7596.03906  -145107.79688   -90161.12500   -85715.82031  -106648.39844   -78119.16406    21913.18164    -5824.73242    -8756.99707
      788     2152.60400     7692.65576  -145202.23438   -91921.07813   -84545.44531  -113836.72656   -77381.05469    29014.00000    -1824.74231   -10671.23633
      790     2170.56860     7756.85596  -145264.65625   -93846.71875   -83259.13281  -110719.57813   -87561.45313    35534.32422     5460.07959   -12996.91797
      792     2214.33862     7913.27441  -145421.43750   -97055.66406   -85948.83594  -104162.48438  -101055.66406    37332.65625    11965.15918   -15114.88672
      794     2287.67480     8175.35205  -145684.85938  -102073.46875   -96442.66406   -96001.11719  -113776.62500    35742.80859    17920.78906   -15656.59277
      796     2364.20825     8448.85547  -145961.70313  -106963.71875  -111817.27344   -87878.17188  -121195.71094    33888.19141    22908.08008   -15159.84277
      798     2384.96631     8523.03809  -146038.57813  -107956.41406  -121907.16406   -81978.78906  -119983.28125    34306.99219    25844.11914   -12686.66016
      800     2328.48730     8321.20117  -145829.18750  -104458.67969  -126767.35938   -76239.46875  -110369.22656    38195.52734    26004.99219    -7562.65869
      802     2290.96851     8187.12305  -145698.50000  -102066.32813  -138393.23438   -72195.36719   -95610.38281    36088.41797    13965.27344    -2342.17920
      804     2245.43799     8024.41211  -145537.32813  -100086.13281  -149564.18750   -69742.36719   -80951.82813    29855.68359    -2665.39526    -3936.86328
      806     2160.26611     7720.03809  -145228.96875   -96564.18750  -152111.12500   -63167.31641   -74414.14063    23286.14648   -12672.25684    -7939.94824
      808     2104.14209     7519.47021  -145025.39063   -93971.53125  -147960.01563   -54795.40625   -79159.15625    18394.33789   -13727.67969    -7661.80957
      810     2117.59009     7567.52881  -145077.45313   -93869.53125  -136361.14063   -60622.20703   -84625.25781    19001.47656   -13123.27930      785.42926
      812     2149.24365     7680.64746  -145193.10938   -95060.28906  -123168.86719   -75538.08594   -86473.90625    18721.96484   -16352.60742     6530.70752
      814     2145.80493     7668.35889  -145183.12500   -94558.53125  -110562.17969   -89077.28906   -84036.12500    20992.97266   -22985.23828     8450.07617
      816     2090.50757     7470.74463  -144982.57813   -90586.96875   -97010.88281   -96254.20313   -78495.81250    29530.83008   -31716.75781     7874.08154
      818     2061.78882     7368.11426  -144872.14063   -86596.24219   -82177.57813   -94306.81250   -83304.34375    44251.94141   -37966.98828     8129.55420
      820     2169.44287     7752.83252  -145267.96875   -88222.03125   -81407.26563   -84613.86719   -98644.96094    58521.12891   -26866.11133    10452.66309
      822     2269.35449     8109.88184  -145629.40625   -90734.85156   -88194.77344   -78128.40625  -105881.37500    62929.21484    -8387.67188    12354.05566
      824     2289.41260     8181.56250  -145690.56250   -90374.44531   -87736.43750   -77009.48438  -106377.40625    56842.23828    -1641.92603    12337.26074
      826     2316.19409     8277.27051  -145794.54688   -90368.14844   -94966.94531   -72464.04688  -103673.44531    42847.08203    -2966.07495     9904.07324
      828     2257.80225     8068.59814  -145582.29688   -86420.25781   -98387.14063   -62772.02734   -98101.60938    36917.11719    -2538.25977     5746.29785
      830     2158.14111     7712.44385  -145217.37500   -79769.28125   -99457.28906   -55671.42578   -84179.11719    35758.39453     -750.64508     2551.43457
      832     2147.70850     7675.16113  -145180.60938   -76307.17188  -100537.94531   -56012.19141   -72371.38281    36988.34766     1121.68970      764.84644
      834     2239.12500     8001.85156  -145511.40625   -78107.78125  -101272.21875   -62482.54688   -70568.57813    41253.59375      594.63574    -2626.36865
      836     2359.85352     8433.29297  -145946.60938   -82547.27344  -100219.40625   -70946.57031   -76475.83594    46832.96484    -3272.10571    -7854.15527
      838     2436.66211     8707.78125  -146227.82813   -85067.31250   -93935.80469   -76528.63281   -84737.50781    50343.13281    -7929.72070    -8784.11621
      840     2389.42236     8538.96191  -146053.68750   -81723.57031   -78176.37500   -75223.69531   -91770.63281    51656.92188   -16310.74707    -5127.29102
      842     2314.21484     8270.19727  -145782.56250   -77456.41406   -67673.37500   -73740.11719   -90955.75000    45918.03125   -24463.84375     4343.03467
      844     2268.93091     8108.36768  -145621.39063   -75691.96094   -65681.33594   -76138.82031   -85255.72656    40301.93359   -32540.71680    12795.20410
      846     2245.26489     8023.79346  -145530.85938   -76217.99219   -65988.54688   -77471.90625   -85193.52344    33020.07422   -41082.18359    12813.14453
      848     2294.88477     8201.11816  -145713.57813   -80182.93750   -73943.11719   -75718.96875   -90886.71875    19536.59961   -43698.26953     9392.50586
      850     2342.53638     8371.40820  -145884.10938   -82248.45313   -85821.25000   -66409.40625   -94514.71094    10145.58301   -39148.14453     8447.55469
      852     2362.34839     8442.20996  -145952.37500   -81187.20313   -97377.87500   -52958.73047   -93225.00000     7752.63184   -34221.65234    10482.04688
      854     2391.13062     8545.06641  -146054.29688   -80176.46875  -104345.59375   -45339.29688   -90844.50781    11714.70215   -29966.43750    14032.09766
      856     2445.26196     8738.51367  -146254.10938   -80499.99219  -106516.92188   -47534.10547   -87448.93750    20169.74609   -27202.33594    17517.84180
      858     2441.73071     8725.89453  -146245.87500   -78131.06250  -104344.07813   -48819.75000   -81229.35938    31087.36914   -28886.29102    18239.69727
      860     2333.69360     8339.80762  -145852.29688   -71523.93750   -99526.75781   -44561.87891   -70483.18750    41190.19141   -35350.04297    12332.62109
      862     2237.74536     7996.92188  -145503.64063   -66756.32813   -93888.34375   -45993.43750   -60387.21484    44189.86719   -38560.75000      310.78641
      864     2244.83496     8022.25732  -145532.98438   -67995.87500   -88466.76563   -54362.26563   -61158.58984    34416.70703   -31006.08984   -12130.86719
      866     2290.20752     8184.40283  -145698.84375   -71754.29688   -81508.34375   -62985.71484   -70768.83594    19160.58008   -15163.24121   -19451.01758
      868     2301.56177     8224.97852  -145739.53125   -73172.75000   -65176.28125   -69968.55469   -84373.41406    13609.51953    -1132.11926   -18713.26563
      870     2274.54907     8128.44531  -145639.25000   -72023.57031   -46680.11328   -73823.52344   -95567.07031    14355.76465     6804.08545   -12723.43848
      872     2266.45020     8099.50293  -145606.85938   -71424.84375   -40656.43750   -71644.63281  -101973.45313    18964.18555     4103.92285    -8097.25781
      874     2320.38135     8292.23438  -145804.51563   -73440.10156   -51556.44531   -64801.01172  -103962.85156    21534.82422    -5394.64209    -6687.33350
      876     2366.38843     8456.64746  -145972.51563   -75202.55469   -71294.30469   -56403.02734   -97910.34375    19445.24023   -13605.36328    -7077.15137
      878     2352.21851     8406.00879  -145919.15625   -75006.65625   -89374.54688   -46643.22656   -89002.20313    15630.21484   -18744.04688    -7491.45215
      880     2317.87158     8283.26563  -145795.15625   -74637.79688   -95899.57031   -42153.73438   -85860.08594    10965.58984   -19395.22266    -9485.77832
      882     2296.70313     8207.61621  -145718.23438   -74972.46094   -95438.84375   -47592.40625   -81886.14063     7618.20752   -16616.84375   -13759.77832
      884     2306.51831     8242.69238  -145753.54688   -76464.01563   -98501.62500   -53361.32813   -77529.10156     8915.05566   -11227.74805   -16220.79883
      886     2338.67944     8357.62500  -145869.79688   -78579.42969  -104457.14063   -55578.68359   -75702.46875    14118.99023    -6464.73877   -13068.09863
      888     2368.25659     8463.32324  -145975.00000   -79899.97656  -110565.98438   -58890.41797   -70243.53906    19808.68359    -4321.92725    -6014.36719
