# mol        x          y           z          Q_l( 4)     Q_l( 6)     Q_l( 8)     Q_l(10)     Q_l(12)
  1753    14.93801   149.38011    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1754    22.40702   156.84912    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1755    29.87602   149.38011    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1756    37.34503   156.84912    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1757    44.81403   149.38011    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1758    52.28304   156.84912    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1759    59.75205   149.38011    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1760    67.22105   156.84912    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1761    74.69006   149.38011    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1762    82.15907   156.84912    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1763    89.62807   149.38011    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1764    97.09708   156.84912    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1765   104.56609   149.38011    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1766   112.03509   156.84912    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1767   119.50410   149.38011    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1768   126.97310   156.84912    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1769   134.44211   149.38011    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1770   141.91112   156.84912    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1771   149.38011   149.38011    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1772   156.84912   156.84912    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1773   164.31813   149.38011    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1774   171.78714   156.84912    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1775   179.25613   149.38011    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1776   186.72514   156.84912    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1777   194.19415   149.38011    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1778   201.66316   156.84912    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1779   209.13217   149.38011    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1780   216.60117   156.84912    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1781   224.07018   149.38011    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1782   231.53918   156.84912    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1783   239.00819   149.38011    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1784   246.47719   156.84912    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1785   253.94620   149.38011    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1786   261.41519   156.84912    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1787   268.88422   149.38011    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1788   276.35321   156.84912    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1789   283.82224   149.38011    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1790   291.29123   156.84912    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1791   298.76022   149.38011    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1792   306.22925   156.84912    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1793   313.69824   149.38011    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1794   321.16727   156.84912    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1795   328.63626   149.38011    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1796   336.10526   156.84912    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1797   343.57428   149.38011    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1798   351.04327   156.84912    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1799   358.51227   149.38011    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1800   365.98129   156.84912    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1801     0.00000   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1802     7.46901   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1803    14.93801   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1804    22.40702   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1805    29.87602   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1806    37.34503   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1807    44.81403   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1808    52.28304   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1809    59.75205   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1810    67.22105   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1811    74.69006   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1812    82.15907   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1813    89.62807   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1814    97.09708   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1815   104.56609   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1816   112.03509   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1817   119.50410   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1818   126.97310   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1819   134.44211   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1820   141.91112   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1821   149.38011   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1822   156.84912   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1823   164.31813   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1824   171.78714   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1825   179.25613   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1826   186.72514   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1827   194.19415   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1828   201.66316   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1829   209.13217   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1830   216.60117   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1831   224.07018   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1832   231.53918   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1833   239.00819   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1834   246.47719   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1835   253.94620   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1836   261.41519   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1837   268.88422   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1838   276.35321   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1839   283.82224   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1840   291.29123   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1841   298.76022   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1842   306.22925   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1843   313.69824   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1844   321.16727   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1845   328.63626   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1846   336.10526   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1847   343.57428   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1848   351.04327   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1849   358.51227   164.31813    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1850   365.98129   171.78714    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1851     0.00000   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1852     7.46901   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1853    14.93801   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1854    22.40702   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1855    29.87602   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1856    37.34503   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1857    44.81403   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1858    52.28304   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1859    59.75205   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1860    67.22105   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1861    74.69006   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1862    82.15907   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1863    89.62807   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1864    97.09708   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1865   104.56609   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1866   112.03509   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1867   119.50410   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1868   126.97310   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1869   134.44211   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1870   141.91112   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1871   149.38011   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1872   156.84912   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1873   164.31813   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1874   171.78714   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1875   179.25613   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1876   186.72514   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1877   194.19415   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1878   201.66316   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1879   209.13217   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1880   216.60117   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1881   224.07018   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1882   231.53918   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1883   239.00819   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1884   246.47719   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1885   253.94620   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1886   261.41519   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1887   268.88422   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1888   276.35321   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1889   283.82224   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1890   291.29123   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1891   298.76022   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1892   306.22925   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1893   313.69824   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1894   321.16727   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1895   328.63626   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1896   336.10526   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1897   343.57428   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1898   351.04327   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1899   358.51227   179.25613    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1900   365.98129   186.72514    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1901     0.00000   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1902     7.46901   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1903    14.93801   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1904    22.40702   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1905    29.87602   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1906    37.34503   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1907    44.81403   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1908    52.28304   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1909    59.75205   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1910    67.22105   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1911    74.69006   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1912    82.15907   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1913    89.62807   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1914    97.09708   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1915   104.56609   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1916   112.03509   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1917   119.50410   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1918   126.97310   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1919   134.44211   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1920   141.91112   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1921   149.38011   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1922   156.84912   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1923   164.31813   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1924   171.78714   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1925   179.25613   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1926   186.72514   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1927   194.19415   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1928   201.66316   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1929   209.13217   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1930   216.60117   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1931   224.07018   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1932   231.53918   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1933   239.00819   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1934   246.47719   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1935   253.94620   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1936   261.41519   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1937   268.88422   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1938   276.35321   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1939   283.82224   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1940   291.29123   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1941   298.76022   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1942   306.22925   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1943   313.69824   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1944   321.16727   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1945   328.63626   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1946   336.10526   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1947   343.57428   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1948   351.04327   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1949   358.51227   194.19415    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1950   365.98129   201.66316    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1951     0.00000   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1952     7.46901   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1953    14.93801   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1954    22.40702   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1955    29.87602   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1956    37.34503   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1957    44.81403   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1958    52.28304   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1959    59.75205   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1960    67.22105   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1961    74.69006   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1962    82.15907   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1963    89.62807   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1964    97.09708   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1965   104.56609   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1966   112.03509   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1967   119.50410   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1968   126.97310   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1969   134.44211   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1970   141.91112   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1971   149.38011   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1972   156.84912   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1973   164.31813   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1974   171.78714   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1975   179.25613   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1976   186.72514   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1977   194.19415   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1978   201.66316   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1979   209.13217   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1980   216.60117   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1981   224.07018   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1982   231.53918   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1983   239.00819   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1984   246.47719   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1985   253.94620   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1986   261.41519   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1987   268.88422   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1988   276.35321   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1989   283.82224   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1990   291.29123   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1991   298.76022   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1992   306.22925   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1993   313.69824   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1994   321.16727   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1995   328.63626   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1996   336.10526   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1997   343.57428   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  1998   351.04327   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  1999   358.51227   209.13217    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2000   365.98129   216.60117    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2001     0.00000   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2002     7.46901   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2003    14.93801   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2004    22.40702   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2005    29.87602   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2006    37.34503   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2007    44.81403   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2008    52.28304   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2009    59.75205   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2010    67.22105   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2011    74.69006   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2012    82.15907   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2013    89.62807   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2014    97.09708   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2015   104.56609   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2016   112.03509   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2017   119.50410   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2018   126.97310   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2019   134.44211   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2020   141.91112   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2021   149.38011   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2022   156.84912   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2023   164.31813   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2024   171.78714   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2025   179.25613   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2026   186.72514   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2027   194.19415   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2028   201.66316   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2029   209.13217   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2030   216.60117   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2031   224.07018   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2032   231.53918   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2033   239.00819   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2034   246.47719   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2035   253.94620   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2036   261.41519   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2037   268.88422   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2038   276.35321   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2039   283.82224   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2040   291.29123   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2041   298.76022   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2042   306.22925   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2043   313.69824   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2044   321.16727   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2045   328.63626   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2046   336.10526   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2047   343.57428   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2048   351.04327   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2049   358.51227   224.07018    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2050   365.98129   231.53918    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2051     0.00000   239.00819    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2052     7.46901   246.47719    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2053    14.93801   239.00819    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2054    22.40702   246.47719    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2055    29.87602   239.00819    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2056    37.34503   246.47719    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2057    44.81403   239.00819    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2058    52.28304   246.47719    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2059    59.75205   239.00819    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2060    67.22105   246.47719    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2061    74.69006   239.00819    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2062    82.15907   246.47719    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2063    89.62807   239.00819    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2064    97.09708   246.47719    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2065   104.56609   239.00819    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2066   112.03509   246.47719    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
  2067   119.50410   239.00819    14.93801     0.03637     0.51069     0.42932     0.19519     0.40480
  2068   126.97310   246.47719    22.40702     0.03637     0.51069     0.42932     0.19519     0.40480
