#       r                 g_21(r)         g_22(r)         g_23(r)         g_24(r)         g_25(r)         g_26(r)         g_27(r)
        10.50000         1.00313         0.93912         0.98581         0.94046         0.97841         0.97019         0.97697
        10.75000         1.02884         0.93059         0.98766         0.93216         0.98467         0.97884         0.98264
        11.00000         1.04680         0.92909         0.98077         0.93575         0.98928         0.98694         0.98781
        11.25000         1.06467         0.92555         0.97508         0.94325         0.99308         0.99209         0.99276
        11.50000         1.07150         0.92704         0.97149         0.94666         0.99711         0.99562         0.99604
        11.75000         1.07928         0.92892         0.96725         0.95489         1.00007         0.99922         1.00053
        12.00000         1.08162         0.92391         0.96557         0.95938         1.00125         1.00140         1.00150
        12.25000         1.07026         0.92405         0.96472         0.96202         1.00136         1.00217         1.00190
        12.50000         1.06441         0.92335         0.96631         0.96159         0.99981         1.00208         1.00107
        12.75000         1.05188         0.92824         0.97037         0.96029         0.99671         1.00098         0.99810
        13.00000         1.03566         0.93191         0.97535         0.95957         0.99389         1.00016         0.99480
        13.25000         1.02383         0.93357         0.97831         0.95839         0.99308         0.99805         0.99411
        13.50000         1.00795         0.94417         0.98344         0.95709         0.99200         0.99518         0.99341
        13.75000         0.99718         0.95524         0.98558         0.95765         0.99166         0.99380         0.99188
        14.00000         0.98492         0.96615         0.98697         0.96027         0.99083         0.99220         0.99140
        14.25000         0.97464         0.97580         0.98692         0.96760         0.99031         0.99099         0.99035
        14.50000         0.96888         0.98667         0.98545         0.97146         0.98890         0.98921         0.98926
        14.75000         0.96606         0.99850         0.98422         0.97360         0.98849         0.98893         0.98909
        15.00000         0.96248         1.00080         0.98320         0.97719         0.98730         0.98745         0.98697
        15.25000         0.96195         1.00265         0.98332         0.98240         0.98681         0.98644         0.98692
        15.50000         0.96351         1.00896         0.98190         0.98137         0.98632         0.98563         0.98611
        15.75000         0.96444         1.00642         0.98288         0.98059         0.98571         0.98390         0.98533
        16.00000         0.96739         1.00256         0.97991         0.98261         0.98454         0.98320         0.98457
        16.25000         0.96798         0.99993         0.97881         0.98092         0.98350         0.98241         0.98281
        16.50000         0.96993         0.99523         0.97842         0.97850         0.98291         0.98147         0.98281
        16.75000         0.97282         0.99157         0.97635         0.97788         0.98213         0.98053         0.98165
        17.00000         0.97362         0.98415         0.97647         0.97512         0.98113         0.98001         0.98093
        17.25000         0.97626         0.97890         0.97433         0.97003         0.97996         0.97934         0.97966
        17.50000         0.97683         0.97586         0.97142         0.96992         0.97943         0.97931         0.97919
        17.75000         0.97946         0.96778         0.96921         0.96878         0.97893         0.97876         0.97884
        18.00000         0.98120         0.96406         0.96647         0.96407         0.97982         0.97902         0.97950
        18.25000         0.98291         0.96162         0.96793         0.96208         0.97941         0.97927         0.97947
        18.50000         0.98272         0.95696         0.96541         0.96065         0.97943         0.97905         0.97925
        18.75000         0.98611         0.95610         0.96508         0.95986         0.97936         0.97931         0.97947
        19.00000         0.98346         0.95458         0.96176         0.95906         0.97972         0.97926         0.97954
        19.25000         0.98431         0.95237         0.96196         0.95853         0.97922         0.97936         0.97949
        19.50000         0.98259         0.95233         0.96134         0.95677         0.97849         0.97889         0.97859
        19.75000         0.98279         0.95196         0.96019         0.95736         0.97839         0.97847         0.97819
        20.00000         0.98073         0.95313         0.96091         0.95732         0.97732         0.97782         0.97761
        20.25000         0.98125         0.95388         0.95980         0.95569         0.97676         0.97732         0.97682
        20.50000         0.97813         0.95504         0.95874         0.95661         0.97628         0.97667         0.97642
        20.75000         0.97497         0.95589         0.95726         0.95669         0.97602         0.97565         0.97596
        21.00000         0.97390         0.95507         0.95926         0.95624         0.97481         0.97519         0.97489
        21.25000         0.97274         0.95653         0.95982         0.95444         0.97401         0.97419         0.97417
        21.50000         0.97118         0.95713         0.95924         0.95604         0.97336         0.97350         0.97357
        21.75000         0.96882         0.95800         0.96002         0.95610         0.97251         0.97302         0.97234
        22.00000         0.96771         0.96057         0.95873         0.95543         0.97160         0.97193         0.97181
        22.25000         0.96631         0.95967         0.95831         0.95632         0.97075         0.97099         0.97095
        22.50000         0.96431         0.95763         0.95808         0.95600         0.97026         0.96995         0.97002
        22.75000         0.96419         0.96043         0.95624         0.95478         0.97001         0.96963         0.97005
        23.00000         0.96554         0.95771         0.95735         0.95570         0.96896         0.96884         0.96879
        23.25000         0.96414         0.95895         0.95676         0.95607         0.96821         0.96823         0.96847
        23.50000         0.96370         0.95855         0.95606         0.95404         0.96788         0.96774         0.96781
        23.75000         0.96401         0.95767         0.95507         0.95323         0.96690         0.96672         0.96678
        24.00000         0.96335         0.95691         0.95399         0.95315         0.96650         0.96643         0.96631
        24.25000         0.96311         0.95538         0.95263         0.95204         0.96610         0.96574         0.96599
