#       r                 g_11(r)         g_12(r)         g_13(r)         g_14(r)         g_15(r)         g_16(r)         g_17(r)
        10.50000         0.93678         0.98921         1.03435         0.97557         0.98240         0.99714         0.98429
        10.75000         0.91725         1.01457         1.01993         0.97302         0.98060         0.99267         0.98193
        11.00000         0.90644         1.03228         1.00889         0.97319         0.98610         0.99039         0.98599
        11.25000         0.90239         1.04990         1.00464         0.97766         0.99230         0.99026         0.99187
        11.50000         0.90457         1.05664         1.00237         0.98308         0.99887         0.99057         0.99802
        11.75000         0.91550         1.06431         1.00496         0.98960         1.00188         0.99278         1.00170
        12.00000         0.92706         1.06661         1.00572         0.99318         1.00273         0.99520         1.00130
        12.25000         0.93996         1.05542         1.00287         0.99850         0.99949         0.99530         0.99892
        12.50000         0.95094         1.04965         1.00191         0.99800         0.99511         0.99398         0.99493
        12.75000         0.96283         1.03729         0.99940         0.99718         0.99267         0.99174         0.99169
        13.00000         0.96762         1.02129         0.99053         0.99361         0.99117         0.98846         0.99048
        13.25000         0.96912         1.00962         0.98668         0.99115         0.98927         0.98722         0.98817
        13.50000         0.96738         0.99396         0.98348         0.98539         0.98795         0.98574         0.98714
        13.75000         0.97305         0.98335         0.97807         0.98098         0.98656         0.98538         0.98638
        14.00000         0.97275         0.97126         0.97655         0.97380         0.98759         0.98597         0.98689
        14.25000         0.97967         0.96112         0.97309         0.96873         0.98761         0.98663         0.98738
        14.50000         0.98171         0.95544         0.97578         0.96214         0.98787         0.98743         0.98769
        14.75000         0.98247         0.95266         0.97561         0.95810         0.98832         0.98843         0.98802
        15.00000         0.98475         0.94913         0.97268         0.95753         0.98876         0.98920         0.98886
        15.25000         0.98369         0.94860         0.97375         0.95703         0.98959         0.99013         0.98973
        15.50000         0.98579         0.95015         0.97114         0.95434         0.99066         0.98992         0.99075
        15.75000         0.98404         0.95107         0.96846         0.95921         0.99050         0.99003         0.99046
        16.00000         0.98383         0.95397         0.96693         0.95957         0.98987         0.99029         0.99018
        16.25000         0.98135         0.95455         0.96838         0.95946         0.98948         0.98974         0.98978
        16.50000         0.97787         0.95648         0.96674         0.96105         0.98827         0.98881         0.98813
        16.75000         0.97587         0.95932         0.96719         0.96158         0.98724         0.98787         0.98747
        17.00000         0.97057         0.96011         0.96657         0.96215         0.98582         0.98708         0.98611
        17.25000         0.96928         0.96271         0.96750         0.96244         0.98557         0.98562         0.98549
        17.50000         0.96503         0.96328         0.96616         0.96096         0.98402         0.98481         0.98446
        17.75000         0.96225         0.96587         0.96750         0.96285         0.98355         0.98378         0.98324
        18.00000         0.95993         0.96758         0.96668         0.96217         0.98226         0.98258         0.98251
        18.25000         0.95972         0.96927         0.96606         0.96303         0.98156         0.98125         0.98195
        18.50000         0.95837         0.96909         0.96621         0.96232         0.98075         0.98070         0.98056
        18.75000         0.95725         0.97243         0.96670         0.96521         0.97972         0.97990         0.97982
        19.00000         0.95693         0.96981         0.96648         0.96327         0.97884         0.97891         0.97890
        19.25000         0.95515         0.97066         0.96570         0.96424         0.97799         0.97790         0.97758
        19.50000         0.95616         0.96896         0.96333         0.96300         0.97791         0.97734         0.97794
        19.75000         0.95568         0.96916         0.96401         0.96348         0.97685         0.97645         0.97695
        20.00000         0.95643         0.96712         0.96113         0.96234         0.97668         0.97581         0.97652
        20.25000         0.95934         0.96764         0.96166         0.96167         0.97559         0.97547         0.97551
        20.50000         0.95605         0.96456         0.96146         0.96076         0.97464         0.97464         0.97450
        20.75000         0.95748         0.96145         0.95965         0.95873         0.97407         0.97404         0.97415
        21.00000         0.95660         0.96039         0.95978         0.95828         0.97370         0.97323         0.97363
        21.25000         0.95835         0.95925         0.95926         0.95624         0.97299         0.97289         0.97277
        21.50000         0.95815         0.95771         0.95830         0.95831         0.97254         0.97267         0.97243
        21.75000         0.95736         0.95538         0.95662         0.95583         0.97233         0.97185         0.97234
        22.00000         0.95755         0.95428         0.95793         0.95532         0.97172         0.97153         0.97175
        22.25000         0.95747         0.95290         0.95599         0.95400         0.97122         0.97126         0.97126
        22.50000         0.95660         0.95093         0.95534         0.95295         0.97038         0.97076         0.97044
        22.75000         0.95596         0.95081         0.95505         0.95188         0.97047         0.97052         0.97029
        23.00000         0.95442         0.95214         0.95414         0.95268         0.96984         0.96975         0.96983
        23.25000         0.95460         0.95076         0.95372         0.95139         0.96947         0.96919         0.96968
        23.50000         0.95272         0.95033         0.95187         0.95041         0.96851         0.96875         0.96855
        23.75000         0.95357         0.95063         0.95095         0.95044         0.96855         0.96844         0.96851
        24.00000         0.95119         0.94999         0.95146         0.95037         0.96782         0.96787         0.96775
        24.25000         0.95113         0.94975         0.95049         0.94887         0.96706         0.96719         0.96713
