#       r                 g_51(r)         g_52(r)         g_53(r)         g_54(r)         g_55(r)         g_56(r)         g_57(r)
         0.25000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000       308.95624
         0.50000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
         0.75000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
         1.00000         0.00000         0.00000         0.00000         0.00000         0.00000        20.81052         0.00000
         1.25000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000
         1.50000         0.00000         0.00000         0.00000         0.00000         0.00000         0.02996         0.00000
         1.75000         0.00000         0.00000         0.00000         0.00000         0.00000         2.15716         0.00000
         2.00000         0.00000         0.00000         0.00000         0.00000         0.00000         1.82035         0.00000
         2.25000         0.00000         0.00000         0.00000         0.00000         0.00000         0.39485         0.00011
         2.50000         0.00000         0.00000         0.00003         0.00000         0.31147         0.16332         0.94606
         2.75000         0.00000         0.00000         0.06835         0.00000         5.06699         0.48116         4.15668
         3.00000         0.00000         0.00000         0.81929         0.00000         2.42395         1.69523         2.65530
         3.25000         0.07245         0.01100         1.55514         0.00000         0.73542         2.32397         0.83562
         3.50000         1.96070         0.44792         1.57177         0.00282         0.69187         1.77057         0.71322
         3.75000         2.46763         1.43893         1.36634         0.17638         0.91758         1.30642         0.91734
         4.00000         1.07660         1.70578         1.18042         0.90513         1.18567         1.16969         1.16531
         4.25000         0.67300         1.49396         1.04700         1.52220         1.40079         1.17138         1.37556
         4.50000         0.74465         1.26421         0.95387         1.60314         1.47836         1.16427         1.46790
         4.75000         0.91379         1.11046         0.89674         1.42780         1.40675         1.15221         1.41522
         5.00000         1.04159         1.02147         0.86443         1.21288         1.25952         1.16334         1.27347
         5.25000         1.07185         0.97253         0.85656         1.02634         1.10914         1.16907         1.11477
         5.50000         1.02368         0.94961         0.88648         0.88855         0.97417         1.14508         0.97616
         5.75000         0.93879         0.93049         0.95323         0.79198         0.90016         1.09578         0.90449
         6.00000         0.85890         0.91452         1.01453         0.73855         0.93500         1.04030         0.93569
         6.25000         0.81648         0.93503         1.04527         0.74763         1.02623         1.01149         1.02157
         6.50000         0.79025         0.97510         1.04127         0.80843         1.10772         1.01577         1.10203
         6.75000         0.82199         1.00149         1.02219         0.91498         1.14776         1.04082         1.14407
         7.00000         0.90595         1.01409         1.01087         1.00734         1.13901         1.06762         1.13856
         7.25000         0.99189         1.02633         1.00897         1.05535         1.09642         1.08485         1.09640
         7.50000         1.04361         1.04087         1.00445         1.06785         1.04933         1.08573         1.04988
         7.75000         1.05821         1.05721         0.99479         1.05768         1.02475         1.07246         1.02495
         8.00000         1.04615         1.05991         0.98794         1.04875         1.02406         1.05436         1.02330
         8.25000         1.02936         1.03790         0.98769         1.05186         1.03591         1.03983         1.03491
         8.50000         1.01892         1.00695         0.98890         1.05259         1.04961         1.03250         1.04860
         8.75000         1.01891         0.98055         0.99400         1.04447         1.05546         1.03083         1.05480
         9.00000         1.02404         0.96574         0.99977         1.02879         1.05022         1.03239         1.05037
         9.25000         1.02947         0.95954         1.00592         1.01484         1.03733         1.03322         1.03824
         9.50000         1.03026         0.96172         1.00953         1.00499         1.02260         1.03236         1.02344
         9.75000         1.02431         0.96724         1.00917         0.99650         1.01200         1.02892         1.01266
        10.00000         1.01405         0.97559         1.00452         0.99292         1.00934         1.02429         1.00948
        10.25000         1.00315         0.98464         0.99810         0.99268         1.01413         1.02067         1.01420
        10.50000         0.99622         0.99217         0.99530         0.99600         1.02213         1.01889         1.02198
        10.75000         0.99439         0.99852         0.99370         1.00154         1.02856         1.02015         1.02796
        11.00000         0.99997         1.00320         0.99411         1.00773         1.03056         1.02274         1.03050
        11.25000         1.00626         1.00705         0.99642         1.01172         1.02910         1.02485         1.02910
        11.50000         1.01292         1.01114         1.00003         1.01397         1.02531         1.02540         1.02551
        11.75000         1.01598         1.01414         1.00232         1.01476         1.02067         1.02431         1.02110
        12.00000         1.01684         1.01533         1.00517         1.01451         1.01735         1.02229         1.01770
        12.25000         1.01355         1.01545         1.00696         1.01464         1.01577         1.01968         1.01593
