# mol        x          y           z          Q_l( 4)     Q_l( 6)     Q_l( 8)     Q_l(10)     Q_l(12)
  1911     5.03933     1.02365     7.24382     0.10549     0.33146     0.21505     0.25887     0.28185
  1912     2.20661    12.16847     0.67693     0.17099     0.31202     0.31423     0.32107     0.30139
  1913     4.38299     2.22093    12.50737     0.12924     0.36703     0.27356     0.24151     0.34958
  1914     3.71687     3.91247    10.39263     0.17570     0.31090     0.36739     0.31703     0.30498
  1915     6.88951     6.15314     3.33696     0.10318     0.23533     0.26084     0.24194     0.25406
  1916     7.05143    12.79447     6.43763     0.11305     0.34582     0.25358     0.25251     0.25349
  1917     9.25529     1.66701     1.53444     0.21033     0.32843     0.26693     0.24686     0.32798
  1918    10.26384     2.61044    11.50510     0.15825     0.35614     0.37752     0.31781     0.29990
  1919    11.00351     8.30732     8.66773     0.16019     0.24418     0.37826     0.32436     0.30498
  1920     9.62734     5.81009    15.57565     0.17280     0.23508     0.25535     0.22962     0.29676
  1921    14.68770    12.70514     5.37956     0.19877     0.38671     0.26442     0.26826     0.28641
  1922     0.33901    14.77706     7.04312     0.24069     0.23623     0.24726     0.26193     0.27122
  1923    10.89608     2.65827     3.57331     0.19667     0.21585     0.37614     0.19356     0.30351
  1924     0.32914     7.96899     5.33178     0.13811     0.27589     0.36891     0.19391     0.24149
  1925     2.13424    10.53430     1.24436     0.20560     0.36535     0.27651     0.26588     0.28207
  1926     2.89104    15.89030    15.18178     0.13199     0.32444     0.27391     0.27791     0.27525
  1927    10.59944     0.17620    14.40019     0.20097     0.36526     0.30750     0.26289     0.26705
  1928     6.81559    13.27958     8.09363     0.17825     0.27729     0.32541     0.23209     0.26138
  1929     1.97024     2.74439     3.73091     0.11582     0.30646     0.38479     0.30423     0.28901
  1930     0.17938     7.16976     9.48893     0.21131     0.42764     0.28108     0.29469     0.31534
  1931     2.41614     8.34669    15.69178     0.24222     0.28725     0.29847     0.32130     0.28428
  1932     9.85735     8.57596     8.65246     0.14156     0.35822     0.26601     0.27905     0.28999
  1933     1.81930    10.45075    10.20698     0.21258     0.24436     0.21305     0.20838     0.26314
  1934     7.01856    13.69603     2.25622     0.18435     0.29354     0.19328     0.27319     0.32082
  1935     5.67603     2.40741     0.35402     0.12985     0.20788     0.24108     0.28198     0.28877
  1936     7.09389    11.16449     0.33169     0.16587     0.36431     0.38896     0.25778     0.29699
  1937     6.58126     1.94784     0.50545     0.20232     0.30442     0.31265     0.17788     0.24306
  1938    10.05105     4.90696     9.45647     0.20078     0.39461     0.34061     0.24781     0.28525
  1939    11.21985     4.84798     0.16833     0.19359     0.30787     0.24843     0.24607     0.25136
  1940    12.88504     0.82353     1.53639     0.13216     0.30048     0.25703     0.27166     0.28038
  1941     5.21619     8.66361     6.16857     0.13348     0.36300     0.25794     0.30668     0.33453
  1942    16.03048     4.14156     7.20032     0.27018     0.38572     0.35484     0.30285     0.28274
  1943     3.01921    16.42796     8.80720     0.16884     0.36577     0.29451     0.29150     0.26762
  1944     5.02814    13.63621     5.66238     0.18089     0.30949     0.25591     0.22223     0.33138
  1945    14.86920     9.30098    10.86796     0.23976     0.31726     0.35040     0.20171     0.24759
  1946    16.23154     6.68688     2.51283     0.12583     0.32397     0.28248     0.29104     0.27195
  1947     8.42402     1.29025    16.68336     0.17850     0.22348     0.27094     0.25481     0.24157
  1948     9.62112     4.22884     0.13303     0.22481     0.23400     0.36206     0.22745     0.23370
  1949     4.64709     2.89282     9.42054     0.18600     0.24281     0.29556     0.26747     0.26681
  1950     6.55655     1.84320     1.57581     0.17161     0.28490     0.25979     0.18391     0.25829
  1951     5.83889     8.02856     9.10312     0.20408     0.22351     0.31747     0.27432     0.21720
  1952    15.86334     6.61869    16.33493     0.14426     0.24216     0.31716     0.26044     0.22391
  1953     9.76889     1.57641    13.56250     0.14917     0.38841     0.29529     0.26288     0.30192
  1954     1.27017     5.10595    15.00261     0.32677     0.34330     0.36549     0.35517     0.38398
  1955     7.75931     5.35016     5.51148     0.16128     0.31366     0.23343     0.26312     0.26881
  1956    12.08757    11.71379     9.73795     0.16057     0.22575     0.26508     0.20303     0.28771
  1957    14.15060     4.62613    10.07462     0.13921     0.30246     0.26362     0.23819     0.27131
  1958     4.80159     3.55725     5.04751     0.13053     0.34814     0.30839     0.25766     0.27361
  1959     9.72968     2.70470     8.73095     0.18029     0.31567     0.36306     0.22940     0.22072
  1960    11.69861     1.95221    13.51964     0.20328     0.22994     0.26211     0.24411     0.20746
  1961     3.14872     9.50222     0.88791     0.20526     0.38392     0.24207     0.27512     0.32042
  1962     9.45738     0.82757    11.27252     0.15497     0.21870     0.32329     0.24343     0.23894
  1963    12.29068    14.16734     0.72126     0.14200     0.19035     0.30680     0.27982     0.21927
  1964     2.13904    13.18554     3.77059     0.08929     0.22403     0.30795     0.19751     0.26505
  1965    14.66939     1.11273    11.96268     0.14055     0.22869     0.33865     0.19417     0.27819
  1966     9.90968    11.26717     2.43297     0.15534     0.22060     0.30906     0.25168     0.26609
  1967     6.49345    15.51435     9.72157     0.16196     0.35372     0.27333     0.21287     0.24860
  1968     6.49917    15.76680    12.46627     0.14188     0.31181     0.33395     0.23887     0.35874
  1969    16.47504     4.75955     1.46063     0.16429     0.35881     0.35278     0.24713     0.25560
  1970    10.00387     3.64666     8.92435     0.11893     0.26539     0.36027     0.28432     0.28366
  1971     2.78210     3.13048     7.88603     0.20032     0.33445     0.27602     0.27460     0.25311
  1972    10.99132     0.70319     6.86443     0.14167     0.23276     0.36071     0.24464     0.24836
  1973     5.50033     5.40972     0.44379     0.14098     0.29136     0.30451     0.21396     0.24086
  1974     2.67495     8.14446     3.71621     0.15116     0.21297     0.31070     0.25377     0.31041
  1975     0.00748     9.19334     2.78010     0.23623     0.31653     0.32352     0.31664     0.28724
  1976    12.26873    13.99934     9.91302     0.17996     0.24683     0.23117     0.25250     0.25613
  1977     7.29671     5.35959    13.03439     0.09519     0.20208     0.25767     0.34122     0.29271
  1978     5.64558     8.84962     4.02745     0.17125     0.33648     0.29850     0.30623     0.36256
  1979     5.46929     7.74857    10.35235     0.10844     0.33167     0.22761     0.28474     0.24993
  1980     4.54038     8.45683     0.83681     0.18197     0.33152     0.31904     0.26699     0.26857
  1981    15.21425     6.71976    10.63251     0.21278     0.31543     0.31894     0.29158     0.23000
  1982     5.45590    12.84846    16.41243     0.11825     0.31994     0.31078     0.27167     0.28182
  1983    12.11208    11.12965     6.82030     0.19835     0.30623     0.28184     0.24046     0.26126
  1984    15.78945    16.24423     0.01212     0.14515     0.27470     0.32097     0.19964     0.31388
  1985     9.65393    12.23003    15.90414     0.13901     0.25810     0.28019     0.17029     0.27920
  1986     4.26688     2.70315     6.55083     0.12405     0.29640     0.26293     0.19117     0.25164
  1987    13.04908     9.68064    11.08835     0.16361     0.30437     0.31889     0.28446     0.29551
  1988     3.20954    16.15417     2.36668     0.16231     0.18446     0.30535     0.24963     0.23145
  1989    14.65533    14.18088     2.95305     0.15275     0.23348     0.32008     0.25851     0.34723
  1990    14.60410     7.89732    14.07122     0.15634     0.28283     0.24147     0.28557     0.24288
  1991     4.28738     1.41491    11.58383     0.15806     0.31137     0.35523     0.25047     0.31360
  1992    11.29121    11.28373    16.39802     0.19974     0.31853     0.31935     0.28573     0.22688
  1993    12.26855     0.45420    15.85515     0.19700     0.38697     0.30311     0.24707     0.28360
  1994     6.91407     6.89248    13.09703     0.36395     0.39438     0.41200     0.25401     0.33060
  1995    10.26305    13.62044     0.66236     0.13558     0.30434     0.32188     0.25395     0.28690
  1996    11.10607    10.27216    10.58304     0.11219     0.33171     0.24716     0.18071     0.22861
  1997    14.51858     0.99860     4.33273     0.15781     0.25577     0.30243     0.28943     0.31840
  1998    15.33153     6.86882     4.61773     0.10246     0.30834     0.35283     0.20037     0.24264
  1999     4.01962     8.37186    14.19305     0.28292     0.28648     0.24354     0.25383     0.25674
  2000     0.02696    13.65717     9.81639     0.20011     0.39657     0.35414     0.21227     0.33463
  2001     4.19795    12.73586     4.41803     0.16682     0.30640     0.32600     0.23184     0.27823
  2002    14.73976     1.30877    10.95592     0.23717     0.34966     0.31973     0.26297     0.27084
  2003     6.39190     5.46126    14.72878     0.20716     0.33316     0.20776     0.30347     0.26289
  2004     0.22076     5.30824    11.76334     0.11906     0.25613     0.25045     0.21877     0.21647
  2005    14.41925     6.94165     0.74733     0.12027     0.27496     0.33950     0.28962     0.26111
  2006     9.69569     5.87286     3.42886     0.13990     0.31516     0.30574     0.17867     0.22843
  2007     2.29430     5.23838     4.51783     0.23140     0.35770     0.33851     0.30628     0.25073
  2008     2.25164     9.00959     1.06059     0.23489     0.36303     0.32150     0.24127     0.28264
  2009     2.73414     5.26556     8.40406     0.12008     0.34253     0.32610     0.18833     0.26004
  2010    13.00464     4.04071    12.56874     0.16826     0.35862     0.35433     0.32277     0.30522
  2011     9.66383    16.77205    16.79396     0.15397     0.37978     0.24500     0.26625     0.27877
  2012     6.12504     8.55664     6.48361     0.14573     0.25166     0.31316     0.16674     0.22978
  2013     3.92814     8.71087     8.06440     0.21682     0.35922     0.28548     0.34239     0.32572
  2014     4.14357     4.86285    12.80550     0.16055     0.27558     0.29868     0.28387     0.26385
  2015     9.18291     4.36430     4.46561     0.23320     0.24139     0.29170     0.25899     0.24040
  2016     2.08475    10.16385    12.94273     0.27244     0.41944     0.33081     0.34769     0.28712
  2017    16.15616    13.12584    12.01379     0.09442     0.34015     0.31780     0.28927     0.30284
  2018    14.77487     7.72605     1.36942     0.09787     0.30419     0.26690     0.26459     0.29014
  2019     4.66451    10.91569     8.83062     0.22931     0.22777     0.32654     0.25595     0.28469
  2020    15.16756    14.43648    14.06598     0.14089     0.29399     0.28659     0.24225     0.26600
  2021     7.65214    14.37138     2.87516     0.20897     0.29256     0.29906     0.18097     0.23720
  2022     2.08630     7.32689     8.04303     0.16836     0.36046     0.34275     0.24280     0.23359
  2023     1.78712     6.09809    10.97630     0.18133     0.28731     0.22670     0.29335     0.27142
  2024     8.62303    10.03690     8.42846     0.16583     0.31402     0.22275     0.26226     0.25066
  2025     7.59677     6.90455    14.62541     0.26470     0.23650     0.33065     0.24975     0.40045
  2026    14.43493     4.64505    15.39790     0.13996     0.37428     0.24071     0.25691     0.30034
  2027     1.72381     6.61651    11.89973     0.11219     0.26464     0.25373     0.22416     0.31666
  2028    11.72503     2.31022     6.11077     0.28715     0.34322     0.30626     0.32794     0.28268
  2029    15.11459     3.87458     9.69847     0.22445     0.20986     0.34259     0.21367     0.24371
  2030     4.52211    16.53907     0.84066     0.15597     0.36542     0.22606     0.22803     0.25385
  2031     5.82209     6.12086     2.35171     0.13866     0.35864     0.31802     0.32939     0.30287
  2032     6.50232     8.15745     4.16303     0.16982     0.32453     0.29957     0.24902     0.21388
  2033     6.91757    14.32557    11.70419     0.18431     0.40281     0.29433     0.27321     0.29118
  2034     6.36678    12.27376    15.80665     0.15544     0.37010     0.22200     0.31066     0.27300
  2035    14.35005    14.27320     9.90044     0.17124     0.43512     0.25144     0.21459     0.35513
  2036    14.89901    14.21048     0.05336     0.18405     0.28406     0.23684     0.20581     0.21176
  2037    14.30304     8.34219    11.25272     0.30076     0.22105     0.20296     0.29531     0.32397
  2038     4.52104    13.54556    12.31964     0.16087     0.31575     0.28086     0.28645     0.25803
  2039     2.94008     7.01265     2.90594     0.11159     0.30234     0.21463     0.24432     0.23509
  2040     7.85063     4.68249     6.45071     0.18334     0.39055     0.30036     0.22660     0.23250
  2041     8.73200    12.93228     0.15601     0.17977     0.34863     0.30576     0.23640     0.28278
  2042     9.82407     8.22006     3.83684     0.27445     0.41929     0.29447     0.25341     0.29842
  2043     2.46971    11.47425     7.11327     0.19041     0.29462     0.28171     0.20306     0.26280
  2044    13.38673    13.88995    13.79349     0.27225     0.25768     0.26779     0.27752     0.35024
  2045     9.04617    10.99894    14.43447     0.17328     0.32570     0.21020     0.26267     0.28796
  2046    10.25138     1.34777     1.39088     0.16040     0.27265     0.39231     0.24445     0.18897
  2047    16.30323     4.20376    11.99845     0.15559     0.31095     0.30667     0.20030     0.24783
  2048     5.75210     7.62530    16.59879     0.14937     0.42041     0.25224     0.28965     0.28290
  2049    16.56155    10.92071    15.68057     0.16325     0.30148     0.23906     0.20406     0.30492
  2050     8.66620     8.91052     8.47640     0.13308     0.40794     0.23571     0.30497     0.28193
  2051     2.53920    14.12364     8.51672     0.14473     0.34023     0.20428     0.18116     0.24717
  2052     7.85886     3.53275     8.99140     0.11064     0.24606     0.15813     0.24910     0.27313
  2053     2.57326    14.51170    14.11651     0.21171     0.22759     0.25498     0.26067     0.29280
  2054     0.17446     7.40777     3.94591     0.17596     0.36981     0.35134     0.28154     0.27055
  2055     3.19982    12.01353    12.81731     0.16181     0.28392     0.26083     0.21443     0.21769
  2056     0.44996     5.59494     1.04649     0.15689     0.36791     0.30467     0.30018     0.27860
  2057    16.07932     7.10081     9.13310     0.12616     0.34610     0.20657     0.26827     0.24965
  2058    12.91791     8.12627     1.24479     0.15477     0.37050     0.38032     0.25263     0.30838
  2059    11.75309    16.35768     1.72687     0.14934     0.29022     0.28692     0.27797     0.23724
  2060     4.62613     7.20689     3.76333     0.20148     0.30120     0.29020     0.25711     0.31521
  2061     5.51248     2.50513    16.10150     0.17226     0.25589     0.32735     0.22204     0.24501
  2062     5.42634     9.96683    12.19319     0.28893     0.33308     0.33327     0.23574     0.23222
  2063     8.77093     7.84767     8.36176     0.10243     0.23644     0.33079     0.25187     0.25561
  2064     5.07989    10.03856    10.33179     0.19640     0.31957     0.37724     0.23228     0.32682
  2065     0.16360    15.76604     9.07530     0.19985     0.31811     0.35658     0.21072     0.28181
  2066     1.84718    15.87366     1.86871     0.21647     0.32842     0.28093     0.28718     0.29453
  2067     2.89647    14.69893     3.82747     0.16399     0.30882     0.30419     0.29748     0.33044
  2068     3.60977    12.94000     5.31592     0.09490     0.25069     0.32110     0.26723     0.21441
  2069     9.69346     0.89768    14.27474     0.09041     0.19417     0.21433     0.23669     0.23896
  2070    16.63165    14.83490     0.98969     0.16423     0.37886     0.31612     0.29113     0.29664
  2071     6.13642    11.02151     2.59099     0.12411     0.39107     0.23510     0.32123     0.27644
  2072    15.46485     7.71417    11.99860     0.11311     0.33385     0.25840     0.25936     0.32441
  2073     2.06231     4.36863    14.91971     0.16533     0.30186     0.28906     0.29898     0.36307
  2074     6.39409    10.19688     3.23100     0.16372     0.26809     0.18927     0.27024     0.35100
  2075    14.04039     2.00502     0.33139     0.23083     0.42620     0.19352     0.24534     0.24814
  2076    10.72248     4.58983    14.53065     0.12958     0.24076     0.30655     0.25764     0.25814
  2077     9.50579     5.25629     6.99978     0.20235     0.54104     0.25657     0.36579     0.36547
  2078    10.55081     7.42166     8.63531     0.14813     0.19299     0.36328     0.22701     0.29336
  2079     7.64283     8.43786     5.13212     0.15207     0.24102     0.31709     0.21036     0.31188
  2080     8.67389    14.91415     2.77105     0.22426     0.25479     0.28604     0.22117     0.31153
  2081     4.27642    10.05625     3.80569     0.14888     0.32833     0.21922     0.25495     0.38324
  2082     4.99122     8.72841     1.81127     0.24081     0.32505     0.31750     0.26416     0.29224
  2083     7.84025     3.55331    11.90299     0.26505     0.38944     0.37549     0.27471     0.30158
  2084    11.60249    13.28338     9.98555     0.14033     0.38881     0.32604     0.28337     0.25730
  2085    12.51967     7.76068     7.42666     0.19098     0.30746     0.18923     0.26333     0.27424
  2086     2.32627     9.53802    15.31331     0.15794     0.31879     0.28543     0.26406     0.20515
  2087    12.58567     8.36541    15.79683     0.09763     0.24456     0.23846     0.22200     0.22427
  2088    15.72993    16.26895     2.59634     0.20762     0.28656     0.29646     0.27350     0.35051
  2089     6.37599    12.96774     0.10173     0.14327     0.44745     0.28192     0.25240     0.26570
  2090    10.50012     6.74314    14.13676     0.25830     0.23779     0.32219     0.31270     0.30954
  2091    13.25710    14.67843    11.49489     0.22427     0.39151     0.40409     0.23137     0.43975
  2092    13.08815    11.54053    13.13347     0.18926     0.28523     0.21978     0.27407     0.25903
  2093     1.85804    12.37798     7.28942     0.11865     0.22539     0.32052     0.28737     0.26356
  2094     2.95466     4.58629    10.00307     0.13113     0.27450     0.33893     0.26079     0.23861
  2095     0.36202     2.70052    11.23581     0.09234     0.20745     0.23842     0.27228     0.24015
  2096    11.96576    14.67203     3.77969     0.21950     0.31121     0.30031     0.18759     0.30886
  2097    13.38872     8.96461     1.05043     0.15175     0.33731     0.25631     0.29375     0.23080
  2098     6.68230     4.93342     1.14074     0.18495     0.34148     0.39019     0.23420     0.27190
  2099    14.52816     0.20132     9.76531     0.13869     0.37188     0.16375     0.25638     0.31789
  2100    10.94738     7.55579     1.17187     0.15620     0.31613     0.38795     0.25047     0.28216
  2101     9.38381     1.26813    10.43660     0.13071     0.41364     0.22985     0.22883     0.28573
  2102    15.02285    11.77486     5.70661     0.20264     0.28540     0.26523     0.27811     0.27628
  2103    12.48504    11.57864     2.83458     0.17609     0.36120     0.29286     0.24490     0.33584
  2104     1.20103     8.52966    12.67253     0.27517     0.38174     0.32182     0.39089     0.33876
  2105     0.29674     8.69425    10.06506     0.30627     0.34477     0.35574     0.33927     0.39908
  2106    14.13515    10.45869    13.18376     0.19738     0.26229     0.35840     0.30700     0.34304
  2107    10.72216    11.93212     9.36368     0.18708     0.38978     0.22728     0.21632     0.33349
  2108     9.01756     5.46512     9.42285     0.15015     0.28153     0.21358     0.24426     0.17167
  2109     1.08573     2.03838     7.58253     0.21459     0.35613     0.32290     0.36089     0.23346
  2110    16.38396    15.98446     8.13562     0.14676     0.43095     0.26231     0.26385     0.34713
  2111     4.48177     9.53258    16.76144     0.12614     0.27870     0.34670     0.26347     0.23837
  2112     7.52531    12.11433    15.43336     0.16946     0.37411     0.30726     0.20953     0.26998
  2113    15.20394     4.21639     0.14984     0.16663     0.25282     0.41695     0.38534     0.24954
  2114    11.86883     8.54373     8.01540     0.10978     0.34705     0.25865     0.26128     0.32050
  2115     5.70609     6.40256     6.98106     0.27060     0.36133     0.23830     0.27386     0.26462
  2116     2.27604    11.36874    10.57784     0.14847     0.25435     0.29501     0.23085     0.29200
  2117    10.76805     3.33638    15.87956     0.21340     0.25882     0.31396     0.20656     0.35764
  2118     2.26211     9.96772    11.92145     0.19807     0.31030     0.30555     0.20436     0.27515
  2119     6.15557     8.09307    12.57078     0.14901     0.39817     0.27639     0.33650     0.31982
  2120     1.67585    15.57482     5.72605     0.22535     0.30107     0.37358     0.28214     0.25925
  2121     1.67440    10.71876    11.39554     0.13302     0.33872     0.25979     0.21548     0.25305
  2122     5.05372    12.59113     1.78600     0.14402     0.27270     0.25394     0.27675     0.26628
  2123    12.66925     1.74600     2.42531     0.18873     0.25204     0.27499     0.29259     0.26954
  2124     7.03267     6.02346    13.96614     0.18034     0.33649     0.28866     0.25480     0.27296
  2125    12.39867    15.74704    14.31334     0.09620     0.42048     0.27598     0.32432     0.33174
  2126     3.78592     0.11682     8.34810     0.17701     0.31571     0.27102     0.28213     0.33472
  2127     6.88069     7.22993     4.05636     0.15026     0.18447     0.31373     0.20702     0.26481
  2128     7.73852    15.04913     0.37131     0.22662     0.46123     0.36426     0.36834     0.34079
  2129    14.40320     6.03427    14.40286     0.22711     0.30187     0.27651     0.23189     0.32127
  2130     2.51824    14.98838    13.08002     0.23507     0.25181     0.23161     0.24149     0.23104
  2131    13.65733    16.27209     4.37782     0.13054     0.35944     0.23950     0.20686     0.20421
  2132     9.66255    13.57018    11.72148     0.23832     0.32435     0.31209     0.21271     0.28621
  2133    16.58409    10.12616    13.97757     0.18820     0.33968     0.23021     0.24374     0.31402
  2134    11.91341    15.08135     1.03568     0.07458     0.37504     0.26334     0.28254     0.27283
  2135    12.65573    14.88312    10.52002     0.15680     0.41494     0.34747     0.32146     0.32922
  2136    11.87230    16.53954    14.07867     0.17962     0.25191     0.29568     0.20079     0.25044
  2137     1.43819    14.41178    14.86618     0.17635     0.44293     0.32152     0.30743     0.35875
  2138    15.12714    10.18168    11.74763     0.15015     0.36688     0.27399     0.26816     0.22511
  2139     5.61340    16.43004    14.79427     0.16891     0.40368     0.34701     0.32701     0.36355
  2140     3.59827     4.25813     4.17114     0.16542     0.21617     0.32445     0.33078     0.30085
  2141     0.34861     0.17190     5.80219     0.23064     0.21658     0.26790     0.28615     0.19367
  2142    13.48546    15.63184    14.45915     0.19425     0.35046     0.39820     0.23964     0.25120
  2143     6.00124     4.84628     2.35124     0.27696     0.23361     0.34177     0.27297     0.32170
  2144     0.46475    14.86298    12.62680     0.11397     0.26939     0.25725     0.20354     0.19929
  2145     3.28450     1.58566     1.72723     0.15215     0.28504     0.27460     0.16170     0.26399
  2146     6.18318     3.87646     9.14951     0.17955     0.34972     0.31003     0.23831     0.26617
  2147     0.51319     6.76372    10.41904     0.13858     0.28484     0.29667     0.23875     0.26636
  2148    16.76237     6.89306    13.42346     0.22314     0.37147     0.28441     0.16624     0.28614
  2149    13.26960    11.72985     5.94925     0.15601     0.37462     0.26156     0.35027     0.29276
  2150     8.94157    16.34163     7.23422     0.14255     0.27691     0.28524     0.29585     0.23965
  2151     4.40231     5.93239    12.13011     0.15093     0.30177     0.33112     0.23564     0.25170
  2152     6.58649     7.97261     5.37977     0.24839     0.25996     0.23534     0.30458     0.32879
  2153     5.59637    13.19110    10.47767     0.28842     0.22989     0.32639     0.28642     0.27907
  2154    11.57782     7.81494    11.77548     0.21216     0.22616     0.24619     0.21490     0.22617
  2155    14.04951     9.15272     7.32441     0.25434     0.34231     0.33116     0.28604     0.30554
  2156     3.71835    13.65364     9.75603     0.18836     0.29021     0.25620     0.24309     0.28629
  2157     1.53799     1.23937     0.57768     0.17207     0.30256     0.29353     0.27144     0.25091
  2158    10.81564     6.66942     7.21616     0.14550     0.26043     0.35116     0.18639     0.21362
  2159    13.73766    16.39290    13.31438     0.15908     0.30629     0.22152     0.24060     0.24438
  2160     5.92445     0.60776     4.33176     0.27974     0.35197     0.43959     0.32841     0.33345
  2161    11.98540     5.35652     6.05560     0.10090     0.36395     0.17199     0.20435     0.27091
  2162     7.94386     5.03097    15.36633     0.14378     0.24144     0.26998     0.25057     0.30616
  2163     5.01773     3.90343     3.32843     0.15728     0.35358     0.27487     0.31664     0.44752
  2164     2.79255     1.24717    13.96137     0.13768     0.23386     0.29990     0.20657     0.24772
  2165    15.95766     4.48847     5.22059     0.21623     0.33501     0.32773     0.28522     0.34621
  2166    15.16122    16.71349    14.28337     0.20520     0.33906     0.28340     0.29448     0.32319
  2167    16.71854    15.65486     2.97717     0.14131     0.39788     0.23197     0.24118     0.32484
  2168     0.66410    12.72780     5.27943     0.10751     0.24825     0.35474     0.23208     0.20318
  2169     9.68416     9.08067    12.92752     0.17803     0.43591     0.34156     0.26632     0.36648
  2170    14.62817     4.03305     2.71678     0.16982     0.32243     0.33998     0.28102     0.35519
  2171     5.77401    16.56103     2.50868     0.17308     0.28494     0.26675     0.25953     0.27728
  2172     8.37126    11.18708    11.83758     0.14624     0.31289     0.27499     0.18303     0.29620
  2173     7.43970     8.67955    11.05524     0.11439     0.32155     0.23738     0.20421     0.26877
  2174     5.32000     3.44113    14.27655     0.08521     0.30499     0.26097     0.24184     0.22719
  2175     0.33997     3.03857    13.36015     0.18150     0.40990     0.30176     0.32350     0.29860
  2176    10.27579    12.15222     7.30947     0.14289     0.35061     0.36577     0.26580     0.22738
  2177     0.71465    16.67231     4.15673     0.24752     0.32480     0.37338     0.26911     0.27845
  2178     3.88359    12.43709     1.79413     0.12147     0.35354     0.21140     0.20485     0.25576
  2179     7.43855     1.51596     4.33355     0.15680     0.25685     0.27805     0.29519     0.28773
  2180    12.67599     8.53264     0.17095     0.15354     0.23319     0.34788     0.27745     0.24586
  2181     5.34546     9.55885    14.35251     0.14372     0.32993     0.25463     0.23387     0.31126
  2182    14.10397     9.86006     9.30554     0.16740     0.32493     0.32964     0.24052     0.26204
  2183     0.89381     8.98359     1.84834     0.12638     0.29086     0.26062     0.28595     0.21549
  2184     9.82811    12.05480    10.79842     0.16961     0.40369     0.27510     0.25584     0.25418
  2185     6.94851     1.45125     5.58307     0.20011     0.28097     0.30821     0.25976     0.26636
  2186     9.83985     5.62636     1.38961     0.21648     0.32265     0.21728     0.24785     0.22136
  2187     1.31028    14.77492     9.79135     0.23951     0.28985     0.35047     0.29776     0.26605
  2188    14.70859    10.20371     3.29544     0.14989     0.36475     0.22338     0.23010     0.24747
  2189     6.51687     4.81626     8.73374     0.17745     0.24120     0.28438     0.25400     0.28546
  2190    11.08072    12.63469     2.09101     0.16575     0.41409     0.26927     0.29404     0.27075
  2191     3.06447     0.45363    12.99977     0.14849     0.29883     0.25348     0.26235     0.30623
  2192     7.48677     1.98358    15.48928     0.23524     0.36516     0.30967     0.22950     0.32304
  2193    10.44919     2.31596     9.62742     0.20055     0.41194     0.26656     0.25679     0.37110
  2194    10.35355     1.44132    15.99376     0.08621     0.31565     0.26297     0.25879     0.23254
  2195     5.93343     7.78717     3.23308     0.16136     0.33527     0.20534     0.22272     0.28623
  2196     0.25782     2.27557     2.80019     0.22135     0.34092     0.33436     0.23423     0.32718
  2197     8.80057    10.00271    10.19705     0.11478     0.31456     0.31971     0.23702     0.28611
  2198    12.66158    14.37899     6.61183     0.15277     0.40980     0.32600     0.26205     0.32060
  2199    13.97637     3.64811     1.79719     0.16644     0.30546     0.36355     0.28483     0.29216
  2200     4.38418     6.46235     8.91575     0.15713     0.33834     0.21368     0.30423     0.27539
  2201     9.73022    10.08997     1.56293     0.15168     0.32653     0.31593     0.32844     0.28288
  2202    12.16960    13.98602    11.84522     0.17058     0.23888     0.36363     0.29941     0.27346
  2203    11.84509     6.04681     9.95957     0.11022     0.27845     0.33005     0.30690     0.31266
  2204     1.68125     3.04872     0.64511     0.08977     0.34220     0.32756     0.26491     0.19949
  2205     0.59248    10.98352    11.95647     0.18154     0.41049     0.35063     0.28879     0.25273
  2206    16.16153     6.50915     6.49667     0.19435     0.33124     0.30056     0.22523     0.30743
  2207     1.26630     1.09957     1.59240     0.18917     0.21384     0.29401     0.24280     0.31540
  2208     5.82423    14.60180    11.81902     0.16975     0.34792     0.25539     0.32804     0.29374
  2209    10.77098     1.02320     4.21745     0.24915     0.33062     0.36006     0.34271     0.39097
  2210     6.91931     1.48233     6.55677     0.23668     0.35899     0.33104     0.30592     0.27609
  2211    10.08457     0.15487     3.80959     0.15232     0.35986     0.35799     0.31520     0.22200
  2212    13.49715     0.17727     7.55848     0.17575     0.36276     0.30288     0.25508     0.35867
  2213     6.45982     4.83409    12.14982     0.15843     0.36909     0.26925     0.20992     0.25911
  2214     6.16232     8.03418     2.17123     0.14550     0.26821     0.30535     0.25313     0.24228
  2215    14.53993    10.40224    15.62346     0.09791     0.26589     0.36775     0.23934     0.21586
  2216    15.48549    11.82821    16.25336     0.26585     0.42189     0.28435     0.32583     0.28224
  2217    14.40214    15.00875    16.12982     0.11700     0.24349     0.29044     0.22405     0.24543
  2218     6.13447     9.07800    12.41985     0.30315     0.31910     0.32770     0.27617     0.19672
  2219     5.04024    15.59414     8.06704     0.09516     0.35159     0.39400     0.28868     0.19341
  2220     2.63616     6.09415     1.32409     0.14021     0.37748     0.29692     0.33010     0.32112
  2221    16.02229     2.64946     8.42471     0.28302     0.40958     0.29148     0.25867     0.27841
  2222    13.82313     4.64832     2.42319     0.19004     0.47171     0.43065     0.39801     0.38794
  2223     3.73750     9.53867    10.13902     0.22391     0.24201     0.18700     0.30214     0.21429
  2224     2.53370     7.49459     7.08132     0.18978     0.20139     0.19537     0.24772     0.25525
  2225     8.37860     8.99989    14.23435     0.18224     0.21596     0.22617     0.20902     0.19450
  2226    14.40617    16.28152     3.58721     0.15104     0.33817     0.37152     0.30509     0.23432
