# mol        x          y           z          Q_l( 4)     Q_l( 6)     Q_l( 8)     Q_l(10)     Q_l(12)
   620     1.95299     7.70655    11.91318     0.19291     0.33926     0.32617     0.28421     0.24639
   621     7.17868    13.71080     5.11144     0.13297     0.39054     0.36471     0.27545     0.29599
   622     1.75905     4.12530     1.17411     0.18623     0.40945     0.29896     0.19441     0.28210
   623    10.39142     7.20396     9.97032     0.13482     0.32690     0.23632     0.16381     0.18074
   624    14.04521    13.18181    10.65364     0.20882     0.20493     0.24538     0.24336     0.30959
   625    13.46167     8.79036     2.52245     0.22015     0.25632     0.28780     0.16430     0.25280
   626     4.54418     8.48127     9.88442     0.22907     0.27207     0.30653     0.37683     0.30746
   627    15.25511    15.90375    11.26316     0.14901     0.32025     0.28471     0.29585     0.29923
   628     4.83089     8.20150     8.64216     0.15898     0.21204     0.33370     0.26153     0.25211
   629     0.40929     8.74127     7.07924     0.11471     0.23712     0.23320     0.21695     0.23795
   630     2.08657    13.11478    15.71349     0.23186     0.32280     0.36460     0.27343     0.29447
   631     3.51208     1.46975     8.03205     0.14243     0.21799     0.21909     0.18331     0.21416
   632    12.55438     7.17134     5.85350     0.10553     0.27111     0.29136     0.22299     0.30236
   633     8.36935     8.31290     7.56022     0.14525     0.20859     0.30408     0.26440     0.30635
   634     0.33523     5.49569     6.28766     0.14673     0.37399     0.25687     0.19949     0.31030
   635    10.52970     2.29993     8.07124     0.17724     0.30930     0.33539     0.23129     0.33913
   636     5.13187     7.22433     9.34697     0.10949     0.27355     0.23418     0.21335     0.27189
   637     1.65339    12.66125     2.77025     0.14322     0.36674     0.29567     0.28597     0.32498
   638    12.70492     6.99618    12.59927     0.19621     0.23502     0.22284     0.25178     0.22175
   639     0.39460    16.09107     2.08265     0.15884     0.30825     0.19995     0.24639     0.23549
   640    13.50508     8.86400    12.77744     0.09162     0.43120     0.24316     0.24408     0.30322
   641     7.16757     4.08230     8.42155     0.12241     0.35195     0.31149     0.28491     0.27245
   642     8.55001    11.85350     1.70571     0.25027     0.35030     0.28480     0.27877     0.30011
   643    10.41890     6.49045     3.13499     0.16138     0.37245     0.22244     0.28148     0.26754
   644    15.90507     1.56145     8.07188     0.18546     0.33396     0.35296     0.22935     0.24548
   645     6.97928     8.73165     7.09540     0.24899     0.33058     0.27978     0.23353     0.24872
   646    11.43637    12.37709    14.96566     0.18756     0.35809     0.23525     0.24893     0.29247
   647    12.25981     4.86970     8.17248     0.11805     0.35062     0.23846     0.27407     0.26910
   648     1.98529    11.15228     0.25081     0.20754     0.32702     0.32190     0.29805     0.32221
   649     8.69206     7.08909     1.11490     0.09559     0.26148     0.21590     0.22774     0.25262
   650    11.13508     4.56458     8.46219     0.20698     0.42479     0.32838     0.27771     0.26233
   651    11.75783     4.19404     0.63635     0.13140     0.35888     0.27426     0.23639     0.30006
   652    11.32032    15.65454    16.47403     0.20590     0.36382     0.29415     0.33448     0.32854
   653    10.73549    11.90492    11.43984     0.18079     0.26493     0.26843     0.21976     0.29909
   654     2.31960     8.73344     9.57819     0.18709     0.32912     0.33875     0.25443     0.27991
   655    12.74582    12.93985     4.93904     0.12000     0.33309     0.33755     0.21246     0.22919
   656     2.43470     7.64423    16.49135     0.10450     0.39303     0.27580     0.24486     0.30311
   657     6.03966    14.13215     5.71183     0.15080     0.26445     0.33854     0.22374     0.19490
   658     4.27176     9.43210     0.99269     0.17338     0.41081     0.33276     0.24686     0.23091
   659     7.78384     7.19555     8.95795     0.13353     0.35136     0.21207     0.20625     0.33324
   660    10.51984     0.54374     0.06034     0.18553     0.32207     0.29410     0.28279     0.21351
   661    13.88744    11.25386    16.02426     0.14211     0.24877     0.33613     0.20223     0.30416
   662     5.06342     9.23374    15.25466     0.19776     0.37201     0.33224     0.28345     0.30057
   663     5.59158     2.89149     5.00702     0.16221     0.45902     0.32299     0.25054     0.33339
   664     0.69407    13.65831     8.62597     0.23952     0.31939     0.30655     0.27966     0.31960
   665     1.12891     2.34796     1.12534     0.15444     0.40295     0.35632     0.24987     0.25163
   666     8.79465     0.30628     5.28145     0.17240     0.26381     0.28206     0.32341     0.31767
   667     2.69468     5.68027     6.22178     0.12718     0.24577     0.34238     0.23637     0.25073
   668    15.37242    16.58227     5.39843     0.07609     0.29731     0.23240     0.23388     0.21693
   669    13.51040     2.09378    14.90452     0.12234     0.28497     0.31429     0.29214     0.23865
   670     6.26634     4.11401    10.14542     0.19107     0.35848     0.30251     0.27140     0.24046
   671     1.88904     2.08760    13.80763     0.16197     0.30816     0.30554     0.21517     0.22120
   672     1.52696    11.98582    15.44038     0.25349     0.32773     0.28078     0.27604     0.24748
   673     5.39573     0.03140     6.41644     0.18683     0.34596     0.25915     0.28722     0.24213
   674    12.24215    13.31154    15.34987     0.15509     0.31813     0.22890     0.23359     0.24704
   675    16.10717     2.79482     2.55857     0.19426     0.24164     0.23014     0.24254     0.23699
   676    12.70225    12.82021     9.47250     0.13788     0.19985     0.20262     0.26379     0.19827
   677     5.68463     1.17194    13.61004     0.24745     0.35159     0.23639     0.40042     0.32815
   678    14.45740     2.59539     1.14560     0.19584     0.29538     0.29416     0.19959     0.25995
   679     9.93168     7.23583    11.15838     0.17090     0.37503     0.25213     0.29519     0.26280
   680     2.43695     0.24970     4.82473     0.10970     0.20099     0.23466     0.26289     0.26374
   681     0.29673     9.21418     0.82310     0.19172     0.33401     0.20617     0.22676     0.28651
   682     0.92248     2.55625    10.45427     0.13444     0.33963     0.25185     0.16333     0.20316
   683     9.54920     6.94068    13.72471     0.13646     0.28767     0.31368     0.23492     0.33829
   684    16.43219     4.82179    13.78958     0.12123     0.35267     0.26717     0.21054     0.21466
   685     1.76988     7.47194    15.61909     0.13688     0.31490     0.20581     0.28532     0.25179
   686    15.94172    16.47747     7.37551     0.24660     0.32697     0.33484     0.29609     0.33206
   687    14.53603     1.15122     2.33974     0.18344     0.35173     0.28314     0.23645     0.35621
   688    15.54378    13.62572     1.67394     0.11979     0.37095     0.20835     0.27386     0.26055
   689     1.20932     8.65336     7.77964     0.18400     0.38633     0.30982     0.28454     0.18940
   690     4.24203    16.36731    16.53297     0.18534     0.33285     0.24330     0.23248     0.22538
   691    15.11307     6.35949     7.01474     0.16836     0.35538     0.35365     0.31720     0.29491
   692     3.96182     3.93395    13.52359     0.19531     0.35479     0.21984     0.33979     0.27450
   693     8.05018    13.93480     8.79005     0.19630     0.27866     0.31308     0.19821     0.25296
   694     1.17107    12.07869    16.42029     0.19364     0.36713     0.35463     0.35374     0.33205
   695     4.30344    10.60305    12.18187     0.16704     0.26759     0.27997     0.29343     0.23341
   696     7.94915    13.01672     8.11167     0.17665     0.29939     0.21841     0.18661     0.25016
   697     9.89298     4.41431     7.40919     0.26358     0.22809     0.35290     0.35455     0.27317
   698     2.40000    12.13566     8.24570     0.24280     0.21134     0.25266     0.25505     0.24978
   699    14.34125     4.77804     3.34385     0.16122     0.35738     0.32131     0.24697     0.25646
   700     4.87659     5.91680     2.67062     0.13017     0.23840     0.28281     0.27139     0.31970
   701     5.86821    15.69360    10.49828     0.12250     0.29666     0.25293     0.29538     0.24086
   702    16.05649     9.31429    14.51131     0.17841     0.31412     0.24446     0.21393     0.21953
   703     8.68363     6.69455    13.12553     0.17115     0.37714     0.29592     0.22802     0.29200
   704    14.14906     7.24316     9.02850     0.15154     0.27039     0.31088     0.32898     0.31356
   705     9.04741     0.13651    14.97438     0.09347     0.30205     0.26343     0.26446     0.28593
   706     6.51594    10.80106     6.79672     0.34711     0.42784     0.36684     0.20215     0.33306
   707    13.68851     0.15569     6.56361     0.19113     0.32149     0.25130     0.28514     0.22071
   708     8.32154     3.05707     6.06971     0.17331     0.24899     0.31863     0.26693     0.24905
   709    10.21583    13.95126     6.34265     0.16056     0.26496     0.26044     0.27710     0.25556
   710    15.67220    10.51984    10.55354     0.09400     0.25420     0.25793     0.15988     0.21277
   711     4.25194    14.23254    11.44418     0.21119     0.33314     0.29526     0.26870     0.25747
   712     6.42825     2.09941    11.88548     0.23044     0.36456     0.32088     0.31215     0.28333
   713     6.50561     1.44427    15.28469     0.17081     0.35859     0.24495     0.29079     0.25596
   714     1.16134     5.52642     2.12749     0.18130     0.34690     0.26463     0.29651     0.22608
   715    11.80510     3.54400     6.92040     0.17850     0.26750     0.32935     0.27178     0.30402
   716    12.24050     0.53751    10.50102     0.20742     0.24629     0.33367     0.24565     0.32140
   717     4.09309     1.51558     4.54032     0.19606     0.25971     0.25984     0.28020     0.23817
   718     6.20426    10.18166     4.62841     0.12797     0.24544     0.32654     0.18795     0.20586
   719    11.88039     5.63703     3.35606     0.16124     0.36369     0.32269     0.21131     0.31191
   720     4.81574     4.51639     4.65262     0.22472     0.27524     0.35308     0.28140     0.32812
   721     4.98421    16.26795     3.20420     0.13589     0.31170     0.32943     0.23135     0.20651
   722     1.80648     3.42039     8.03509     0.11296     0.26623     0.19411     0.18800     0.28467
   723     1.20469     7.39971     8.88115     0.11523     0.34206     0.33792     0.30075     0.27193
   724    15.17768    16.48716     9.17300     0.15066     0.33433     0.29497     0.23160     0.23301
   725    14.75118     5.57968    10.04440     0.19172     0.35862     0.35869     0.27060     0.24565
   726    12.15294     0.41782     2.29943     0.20754     0.35372     0.39689     0.23293     0.29579
   727     7.99818     2.66578    11.26668     0.24846     0.33789     0.20164     0.28056     0.29005
   728    15.54063    11.18952     3.64213     0.08439     0.34213     0.17043     0.28341     0.23910
   729     0.87336     7.09389     4.96453     0.15664     0.36270     0.30506     0.25815     0.26974
   730     5.89477     9.42541     5.64289     0.14944     0.32061     0.18932     0.22648     0.25287
   731     1.39342     7.27607    10.97440     0.12930     0.30198     0.32333     0.25693     0.27854
   732     4.52512    13.41455    10.80187     0.23548     0.42885     0.29400     0.31233     0.32711
   733     1.70741    15.46622    11.65489     0.17435     0.33194     0.25426     0.19853     0.25157
   734     0.57258    16.40627     0.82406     0.17947     0.28921     0.31508     0.35123     0.29764
   735     9.05670     4.07837    11.59140     0.13319     0.31345     0.32992     0.28654     0.25408
   736     5.00155    16.43530    10.37508     0.19290     0.26364     0.27324     0.23462     0.25098
   737     7.90529    16.54403    10.47782     0.25467     0.26919     0.34252     0.28723     0.36028
   738     4.11402     7.93471    15.10781     0.11940     0.35758     0.28239     0.22876     0.28680
   739     3.63309     2.41330     7.38023     0.22981     0.27355     0.27808     0.21499     0.31995
   740    12.00671     3.11417    10.41089     0.17425     0.31699     0.35368     0.21848     0.24575
   741    14.59119     5.01550    13.31076     0.17213     0.30769     0.28140     0.19791     0.27351
   742     5.64137     9.53512    16.05966     0.17331     0.45007     0.31521     0.21462     0.29901
   743     0.11157    13.27525    15.98220     0.14817     0.27628     0.36183     0.31607     0.25354
   744     9.78860     7.65972     9.28084     0.17883     0.21393     0.31355     0.18268     0.23961
   745     3.36377    14.39496     4.66345     0.15134     0.19689     0.33140     0.21529     0.25820
   746     5.15609     9.39231     8.20992     0.16241     0.24854     0.30246     0.27526     0.23357
   747     7.20773    14.16274     7.38800     0.23244     0.37487     0.33834     0.27866     0.34364
   748    13.58125     1.10573     0.36311     0.18068     0.41374     0.23542     0.33239     0.25753
   749     4.27568    11.21387     0.68496     0.22431     0.27572     0.31538     0.30640     0.25670
   750     2.63930     0.13473    13.91582     0.13062     0.40468     0.31241     0.16741     0.25386
   751     0.95566     5.68610     0.03527     0.15831     0.28075     0.25625     0.25636     0.23530
   752     0.20488    14.45042    16.32664     0.25531     0.25830     0.29494     0.26463     0.26843
   753     0.99308    12.19872    14.44244     0.16493     0.40059     0.30386     0.27725     0.24559
   754     3.14703     7.65162     7.90146     0.15654     0.42716     0.31757     0.29667     0.30757
   755     1.33578     3.53805     4.22068     0.08468     0.26025     0.28839     0.24988     0.31471
   756    10.88073    14.54519     5.76464     0.17884     0.27051     0.36109     0.40567     0.34983
   757    13.22710     4.76540     7.41116     0.12486     0.23139     0.26417     0.23692     0.29994
   758     0.88910     7.00788    13.87533     0.13192     0.35491     0.31482     0.22659     0.30104
   759    15.27291     3.22627     6.27452     0.20726     0.23310     0.28358     0.25640     0.24306
   760     2.53723    12.77186    13.20248     0.14267     0.35226     0.32051     0.27933     0.29431
   761    12.64234    16.14708    13.35849     0.19614     0.28336     0.29751     0.29938     0.26272
   762     1.03399    15.35820     7.69281     0.16057     0.31701     0.28540     0.27464     0.23329
   763    12.29937     7.44667     0.62996     0.14368     0.30547     0.30464     0.19629     0.25223
   764     3.09169     6.63836     4.01627     0.17485     0.42531     0.36780     0.23382     0.28320
   765    16.52930     6.20229     0.30951     0.14826     0.32751     0.34530     0.23909     0.20771
   766    11.45245    13.40833    13.13612     0.13306     0.31607     0.27264     0.29808     0.27951
   767    15.87218    10.33501     9.36363     0.20612     0.30384     0.21007     0.29585     0.27347
   768     9.54511     6.42521     2.20745     0.08994     0.19926     0.32579     0.27933     0.25061
   769     0.02668    14.42616     9.07362     0.15925     0.27472     0.34261     0.25199     0.26058
   770     3.25742    15.40237    12.47701     0.18160     0.26757     0.25377     0.21773     0.24656
   771     9.13373    10.75060    12.27226     0.24006     0.41228     0.35972     0.34733     0.36465
   772     8.86407    13.18242    11.46475     0.10926     0.36607     0.22899     0.24506     0.30390
   773     2.43631    11.39845    13.34459     0.11958     0.35087     0.23108     0.18724     0.22830
   774    13.70059    14.78540     2.85079     0.12551     0.32142     0.27881     0.26245     0.27539
   775    11.43565     8.01069    15.59247     0.17294     0.32373     0.18804     0.28648     0.19913
   776    14.97266     9.25235     6.80623     0.11012     0.40033     0.40610     0.31018     0.37090
   777    13.04315     5.27503     3.67786     0.25483     0.27058     0.25221     0.18903     0.23519
   778    11.46152     3.00383    16.54093     0.16748     0.44958     0.21513     0.27341     0.38093
   779     9.82446    11.62605    15.03496     0.13888     0.31456     0.19772     0.23813     0.27170
   780    14.73808     5.80455     0.48020     0.14640     0.35557     0.27266     0.35325     0.35266
   781     6.43129     3.38891    14.42001     0.22773     0.36055     0.36186     0.24830     0.23495
   782     3.65894     9.57998     4.54821     0.25411     0.38736     0.30267     0.27751     0.30698
   783    10.65181     3.14687     2.70444     0.16122     0.31178     0.29903     0.27667     0.27347
   784     7.00013    12.52636    11.50925     0.09324     0.28526     0.24861     0.27809     0.23253
   785     4.35742     4.55634     3.50724     0.26853     0.30307     0.36122     0.32412     0.34163
   786     8.07621    12.28342     4.90227     0.11638     0.21246     0.29825     0.25195     0.24753
   787     0.20143     1.50377     7.59460     0.16500     0.33435     0.28754     0.27986     0.30442
   788     6.81224     6.48053     7.37919     0.29021     0.33212     0.32069     0.29852     0.35432
   789     2.13467    14.92687     1.51210     0.20115     0.29144     0.29167     0.27836     0.24789
   790     1.26423    15.88654     8.82396     0.25468     0.22127     0.35363     0.28768     0.28791
   791    16.26350     9.63281    15.87290     0.14856     0.29092     0.30798     0.19945     0.25454
   792    15.17610    14.20895    12.97934     0.11119     0.31139     0.29306     0.22961     0.27899
   793     6.57237     9.15821     3.59596     0.26276     0.37085     0.26941     0.27270     0.29124
   794     2.41093    11.53880     5.89267     0.14555     0.23890     0.18700     0.21745     0.23060
   795     6.56033    16.07155    15.47565     0.12060     0.26065     0.40097     0.31135     0.29882
   796    13.36241    16.52627    12.05997     0.11640     0.32217     0.30252     0.22883     0.21376
   797     3.59658     6.75135     9.61689     0.11085     0.27949     0.24783     0.23378     0.24407
   798     1.19048    13.78511    11.30136     0.11210     0.35937     0.26473     0.28618     0.33391
   799     8.71703    16.54651     1.43730     0.18181     0.33584     0.23093     0.21866     0.25196
   800     4.43176     4.11269    14.50700     0.15095     0.36082     0.31426     0.24340     0.30237
   801    15.47303    12.35573    12.15870     0.18012     0.31754     0.21463     0.29684     0.23499
   802    10.57664    12.92465    10.27841     0.19492     0.41244     0.36483     0.34540     0.30709
   803    10.79356     7.62951    16.76937     0.16008     0.35702     0.27999     0.26852     0.34252
   804     0.42452    10.00637     1.75472     0.15069     0.28863     0.35328     0.20610     0.24139
   805     4.53097     4.94059     6.69232     0.10379     0.28430     0.35720     0.28719     0.23323
   806     8.60201     0.81209     1.35692     0.19684     0.32009     0.21499     0.21043     0.28221
   807     4.15685    14.36598    16.78922     0.21619     0.29083     0.31145     0.23833     0.33089
   808     1.24833     9.74413    14.98864     0.20723     0.31974     0.27858     0.29241     0.29831
   809    14.57598     7.98028     2.55597     0.12275     0.25940     0.34348     0.18621     0.21841
   810     0.99641    16.46780     7.90748     0.21395     0.38735     0.26053     0.24214     0.29244
   811     8.81634     2.48044    12.04395     0.20333     0.32095     0.36308     0.31311     0.31896
   812     9.89531     4.79335     8.41371     0.19465     0.25051     0.34784     0.16875     0.33566
   813     8.89130     6.62644     9.19686     0.10667     0.22176     0.26529     0.19189     0.26187
   814     5.16058    15.60094     9.77007     0.17233     0.34537     0.32178     0.26431     0.30582
   815     0.68333    14.74877     6.14730     0.14416     0.33735     0.33170     0.34244     0.29988
   816    15.28313    12.09568     9.52071     0.17148     0.19258     0.33653     0.26156     0.28190
   817     5.65632    13.28753     4.99050     0.18294     0.29273     0.23176     0.29077     0.27275
   818     9.50532     6.09250     5.68893     0.17107     0.25631     0.27343     0.31244     0.25531
   819     5.59900     4.90003    11.59702     0.24501     0.36838     0.35674     0.37750     0.22913
   820     5.07734     6.66781    12.11775     0.16911     0.30917     0.33074     0.32388     0.24674
   821    12.18872    14.30325    12.95546     0.24346     0.27125     0.40819     0.31830     0.32124
   822     8.11066    12.51324    12.16982     0.14859     0.26385     0.28770     0.15317     0.24667
   823     9.77451    16.24337     7.99675     0.26262     0.37497     0.35369     0.27716     0.30671
   824    13.17779     7.60568     9.14945     0.11957     0.29992     0.29334     0.21852     0.25029
   825     4.90184    12.59395     5.29352     0.14035     0.30478     0.21789     0.20260     0.25802
   826    12.44547    16.56119     6.11515     0.21227     0.36482     0.33148     0.28761     0.33644
   827     7.10788     0.39482     6.12352     0.11839     0.29726     0.33594     0.18177     0.29398
   828    11.56879     3.76636    11.39485     0.19590     0.26522     0.24820     0.23539     0.26416
   829     4.95264    11.42494    11.66049     0.12532     0.29953     0.31776     0.21113     0.31949
   830     7.21667    15.60017     8.77077     0.11154     0.22855     0.24176     0.22235     0.25291
   831     4.77399     4.64925    16.73338     0.07724     0.34470     0.28518     0.17343     0.24610
   832     8.53384    15.54578    16.38902     0.16786     0.26628     0.31539     0.20972     0.23505
   833    16.79386     6.06455    15.46094     0.12789     0.36120     0.31576     0.27345     0.36103
   834    16.57414     4.02092    13.17881     0.09067     0.38023     0.26426     0.28225     0.21477
   835     4.08049     2.21815    10.74613     0.15635     0.22854     0.20413     0.24805     0.25953
   836     9.05872     9.49955     5.30498     0.25213     0.30647     0.35660     0.27230     0.33894
   837     2.14387    15.93069     8.39603     0.12999     0.46020     0.33276     0.25407     0.35416
   838    10.94576     2.87083     8.80385     0.20885     0.37518     0.28994     0.27398     0.34082
   839    14.81447     9.97723     1.99151     0.13820     0.31080     0.27147     0.22370     0.25202
   840    11.03780    12.43731     3.99000     0.18753     0.36928     0.25991     0.22756     0.26752
   841     1.53860    14.45309     7.12491     0.17792     0.27219     0.27703     0.30566     0.24667
   842     3.28958     6.85851     6.92853     0.18288     0.21458     0.33383     0.26361     0.22519
   843     9.72006    14.76182     5.30722     0.13815     0.29249     0.31007     0.29162     0.24790
   844     7.92596    12.87503    11.17522     0.18633     0.32244     0.29242     0.23079     0.20543
   845     8.99117     1.96770     7.19216     0.13757     0.26646     0.26937     0.24069     0.25831
   846     7.41527     3.54895     6.10284     0.23175     0.39060     0.39293     0.26340     0.28651
   847     5.10401     8.39617    14.62944     0.08309     0.30080     0.33133     0.22195     0.16215
   848     7.18552    12.86386     1.79947     0.14941     0.26663     0.24469     0.18882     0.30448
   849     9.59539    10.65932     8.12066     0.19770     0.29622     0.28592     0.27989     0.23903
   850    14.39534     3.56370     0.78041     0.18359     0.33194     0.29133     0.42008     0.36164
   851     7.69633     1.62179    14.46571     0.16230     0.30670     0.34296     0.27073     0.28047
   852     3.28518     4.34908    14.43905     0.19246     0.23326     0.31036     0.19259     0.28331
   853     1.78238     5.82525     8.49645     0.19531     0.32784     0.32377     0.26750     0.35871
   854    12.86283    14.43054     5.10711     0.20012     0.24519     0.39304     0.31003     0.31552
   855    16.33571    14.29380    12.63528     0.13696     0.30745     0.25611     0.14839     0.31163
   856    11.98342     9.11880     5.19139     0.17299     0.29140     0.35862     0.25135     0.25384
   857    14.46971     3.78523    15.88413     0.13291     0.21341     0.34153     0.26367     0.26168
   858     9.12969     8.06892     0.83647     0.14290     0.24835     0.25225     0.27213     0.31335
   859     7.38646     7.23597     7.29269     0.16259     0.25006     0.24050     0.32964     0.31625
   860     1.87424     9.79466     3.41766     0.20636     0.45641     0.30119     0.33868     0.30325
   861     3.13076     6.07833     0.31911     0.25579     0.43645     0.36180     0.29535     0.33631
   862     7.59785    11.66691    12.27598     0.19387     0.32391     0.27824     0.31018     0.26795
   863     3.45047    16.61315     0.42378     0.09478     0.20552     0.35331     0.20900     0.22370
   864     4.74486     5.03695     7.88448     0.14590     0.37466     0.24993     0.33057     0.31580
   865    16.22836    11.18869    12.35342     0.17352     0.25123     0.23560     0.24158     0.20787
   866    14.23571     2.85035     6.43216     0.21082     0.23264     0.28700     0.28449     0.28811
   867     6.09058    15.04326     5.21890     0.16905     0.37678     0.32123     0.21414     0.23233
   868    13.13846    16.31722     8.22936     0.15760     0.25436     0.30650     0.32428     0.25339
   869     6.81572    16.60125     5.05468     0.16402     0.20297     0.23351     0.19965     0.28455
   870    10.09064    12.01630    12.77853     0.11007     0.28083     0.27604     0.23505     0.25072
   871     1.32942    16.31788    11.21990     0.16000     0.26181     0.35740     0.29120     0.31831
   872     2.37457    14.96366     5.17718     0.18958     0.27776     0.33514     0.26725     0.26561
   873     9.57392     1.28564     3.20362     0.18064     0.30434     0.27923     0.25263     0.29111
   874    10.82795     9.05928     1.16859     0.20394     0.21564     0.37700     0.20466     0.35753
   875     7.22129     4.72318     0.09876     0.15186     0.27811     0.24957     0.23799     0.25515
   876     5.21291     9.30490    11.10837     0.18927     0.42397     0.24903     0.24488     0.28358
   877     9.87932     5.24283    14.16712     0.14115     0.44515     0.30871     0.28700     0.27288
   878     5.27602    14.61567     6.08363     0.13870     0.28836     0.25172     0.36725     0.30303
   879    15.81185    13.54041     9.71377     0.14636     0.32869     0.20354     0.26929     0.23383
   880     6.27761     5.66946    10.12647     0.18052     0.32147     0.29966     0.21695     0.25381
   881     8.39086    14.26554     7.23323     0.16587     0.37781     0.23081     0.23403     0.21318
   882     9.63904     6.82991    15.35301     0.15717     0.28244     0.31224     0.23664     0.23210
   883    11.85954     8.34530    14.75519     0.20934     0.40703     0.23104     0.33742     0.34432
   884    13.73133     5.35093     9.57306     0.12026     0.26582     0.24150     0.28647     0.32356
   885     3.31883     7.63859     0.73463     0.15001     0.23751     0.28578     0.23928     0.21034
   886     8.02655     0.34021    14.89846     0.22413     0.40473     0.33363     0.23911     0.25394
   887     5.60482     9.91353     0.25656     0.19168     0.38637     0.25379     0.22993     0.31276
   888     9.22376     8.40219    10.33568     0.19344     0.32501     0.27862     0.24147     0.26817
   889     1.02090     3.52843     9.69697     0.14649     0.40147     0.23687     0.24515     0.33062
   890    13.76853    11.19975     4.36232     0.14803     0.47929     0.25679     0.34093     0.30645
   891     1.75000     3.54845    15.40112     0.13653     0.35120     0.30670     0.24196     0.25993
   892     6.88603     3.10244     8.90370     0.07756     0.27360     0.22284     0.23587     0.29452
   893    11.10035    15.59978     9.79594     0.14577     0.31672     0.28433     0.22709     0.28215
   894     7.72746    11.77106     0.79459     0.14257     0.34510     0.37282     0.28758     0.29913
   895     8.86142     6.59047    11.17399     0.12325     0.34836     0.21947     0.24532     0.28798
   896    15.95106     8.45203     7.09726     0.18550     0.27948     0.23122     0.27820     0.26574
   897    13.19058     1.14564    15.89082     0.23525     0.39983     0.32581     0.29154     0.35663
   898     9.61302     8.50515     7.71833     0.18130     0.44993     0.30261     0.33507     0.30125
   899     9.34348    14.76155     0.68074     0.14295     0.29628     0.28742     0.25153     0.25073
   900     2.37640    15.45204    16.08847     0.14530     0.32868     0.23893     0.15570     0.27747
   901    12.87368    11.52845    15.72962     0.14606     0.29356     0.28093     0.31136     0.25985
   902     9.81625    10.73286    10.87056     0.17559     0.27905     0.26161     0.24167     0.26835
   903     1.24446     2.88973     2.79275     0.15140     0.26051     0.34365     0.25795     0.34679
   904     7.04419     9.98725     4.11878     0.06534     0.15940     0.29870     0.20605     0.25169
   905     5.99597    10.55111    13.07024     0.21822     0.50572     0.33829     0.29056     0.31585
   906     5.93014     1.06155     0.48879     0.17904     0.26271     0.28535     0.26153     0.26944
   907     0.76366     8.56723    16.24430     0.18794     0.41737     0.31961     0.29547     0.29841
   908     8.34074     7.63337    10.69874     0.18329     0.23694     0.22891     0.21065     0.20551
   909    10.17793     6.25652     4.41637     0.16522     0.21268     0.32316     0.23389     0.20446
   910     6.72464     5.58799     2.37653     0.26932     0.25749     0.35281     0.23320     0.22582
   911     2.78552    12.00895    11.69670     0.24962     0.23337     0.28929     0.30469     0.26992
   912     2.97205    12.15309    15.21697     0.14722     0.43854     0.29281     0.30644     0.26933
   913    11.40468     6.93878    16.11831     0.15372     0.32013     0.28320     0.20536     0.20205
   914    14.66483     8.11455    16.70309     0.18322     0.35314     0.22359     0.18398     0.25823
   915    15.94641    14.09140     3.19594     0.22150     0.39392     0.32629     0.23272     0.24175
   916     2.36597     2.21265     2.07577     0.14261     0.38312     0.34801     0.24991     0.29666
   917     0.02315     1.11271     0.27764     0.27414     0.35017     0.26801     0.26819     0.32127
   918    15.07857     2.24349     2.66835     0.18250     0.38467     0.28590     0.26312     0.28874
   919     9.40841     6.15267    14.51063     0.16170     0.28574     0.28725     0.20199     0.26488
   920     8.62289     2.96144     2.38369     0.19514     0.26362     0.32809     0.33493     0.27884
   921     7.83025    15.16583     4.87985     0.08444     0.37355     0.27738     0.16233     0.26472
   922    16.25068     8.51325    13.79812     0.21322     0.32876     0.28177     0.17019     0.24655
   923    11.77047     9.60463     7.80611     0.15218     0.39956     0.33265     0.24746     0.38218
   924    16.35353     9.84294     3.37531     0.23806     0.34586     0.21470     0.20819     0.28269
   925     5.46354     1.81492     2.29402     0.26244     0.33138     0.31441     0.28272     0.31169
   926     5.76092     6.27604     3.36189     0.17783     0.29522     0.34349     0.34238     0.30511
   927    14.74910    15.01285    10.43518     0.15908     0.29861     0.31851     0.29627     0.22223
   928    14.26432     3.95737    14.48537     0.19737     0.31821     0.30277     0.35086     0.29515
   929     4.18129     7.31144     2.49447     0.10822     0.28420     0.23718     0.19396     0.20186
   930     8.46303     0.62817    10.16896     0.21080     0.29008     0.29791     0.32109     0.25602
   931     3.95094    15.30419     7.22677     0.15671     0.26843     0.21995     0.20328     0.33938
   932     3.37476    11.53701    10.25566     0.21881     0.41566     0.33286     0.25391     0.29216
   933    10.52399     7.29475     5.02849     0.09571     0.29205     0.25703     0.22764     0.21123
   934     2.56926     1.27678     8.99412     0.20816     0.30868     0.18892     0.22744     0.29847
   935    12.20317     7.12806    11.36001     0.23963     0.28493     0.28251     0.24766     0.24828
   936     2.52642     1.22759     7.27767     0.19215     0.36578     0.37999     0.30148     0.23188
   937     7.04438     6.80810    15.78814     0.24105     0.23866     0.25457     0.32408     0.32984
   938    15.62820    11.28756    11.46480     0.13848     0.24267     0.27922     0.25716     0.30411
   939     6.54521     3.41509     7.07021     0.10796     0.25183     0.27515     0.29380     0.29228
   940    15.66502     0.86258     1.88914     0.27324     0.35931     0.31455     0.27051     0.36763
   941     4.06569    11.14523    14.37204     0.18408     0.31146     0.20457     0.27429     0.23743
   942     4.92316     7.99446     3.11936     0.13346     0.26571     0.34734     0.29767     0.23733
   943    10.08793    13.35028     4.16526     0.10585     0.23791     0.26184     0.20412     0.20336
