#    Conf       T(K)      KE (Kcal/mol)  PE Kcal/mol     Pressure (bar)      Pxx(bar)     Pyy(bar)        Pzz(bar)        Pxy(bar)     Pxz(bar)        Pyz(bar)  
   609160        1.46825       17.50160   -18824.82813        3.62654        3.70276        3.55975        3.61709        0.10680       -0.03297        0.04839
   609170        1.47104       17.53491   -18840.49609        3.60565        3.62847        3.61040        3.57809        0.05817        0.01688        0.06277
   609180        1.46053       17.40962   -18791.97266        3.64693        3.61270        3.71094        3.61717        0.08107        0.02366        0.07759
   609190        1.45160       17.30307   -18752.43555        3.68711        3.70237        3.73652        3.62245        0.09073       -0.03160        0.05259
   609200        1.45259       17.31494   -18762.65820        3.68394        3.78307        3.71517        3.55359        0.07575       -0.05678        0.04609
   609210        1.46653       17.48111   -18838.05273        3.62422        3.63382        3.71043        3.52840        0.09930       -0.02750        0.07883
   609220        1.47519       17.58434   -18888.76172        3.58442        3.52814        3.65714        3.56797        0.10569       -0.03252        0.06493
   609230        1.45504       17.34419   -18797.60547        3.66621        3.60735        3.71503        3.67626        0.11014       -0.10254        0.01906
   609240        1.42947       17.03934   -18679.31641        3.76353        3.70900        3.80431        3.77726        0.10725       -0.15005        0.02465
   609250        1.43535       17.10948   -18716.16797        3.72186        3.67162        3.70717        3.78679        0.15643       -0.17531        0.01066
   609260        1.43891       17.15188   -18739.83008        3.69108        3.66502        3.66877        3.73945        0.17040       -0.17074        0.06015
   609270        1.43152       17.06376   -18707.74805        3.71248        3.60884        3.72977        3.79883        0.15220       -0.14731        0.08073
   609280        1.44006       17.16557   -18753.98047        3.67157        3.54308        3.69195        3.77968        0.13469       -0.10570        0.07804
   609290        1.44942       17.27710   -18803.51172        3.63221        3.53461        3.65170        3.71033        0.09896       -0.10324        0.12509
   609300        1.46517       17.46492   -18885.70117        3.57005        3.46576        3.61489        3.62950        0.05151       -0.09135        0.10195
   609310        1.46605       17.47535   -18895.20898        3.57160        3.50735        3.64208        3.56538       -0.00791       -0.10731        0.02318
   609320        1.46258       17.43400   -18885.26367        3.59670        3.59569        3.72865        3.46576       -0.01559       -0.12339        0.00913
   609330        1.44617       17.23835   -18811.81641        3.67607        3.71090        3.82841        3.48889        0.01089       -0.09842        0.02988
   609340        1.43801       17.14119   -18779.68164        3.71398        3.80081        3.80641        3.53474        0.02966       -0.04071       -0.00003
   609350        1.43020       17.04800   -18748.14453        3.74031        3.88966        3.78728        3.54400        0.12223        0.01588       -0.05263
   609360        1.42915       17.03548   -18748.88867        3.73449        3.88395        3.76400        3.55553        0.17703        0.07711       -0.01156
   609370        1.42534       16.99016   -18734.22852        3.73882        3.85738        3.77797        3.58110        0.08036        0.11150       -0.07895
   609380        1.42658       17.00484   -18742.89258        3.71665        3.78732        3.76106        3.60155       -0.03506        0.09264       -0.17530
   609390        1.43813       17.14256   -18801.38281        3.65305        3.64753        3.77018        3.54144       -0.02574        0.00423       -0.24966
   609400        1.44748       17.25397   -18848.43555        3.61257        3.56040        3.77779        3.49952        0.03418       -0.08956       -0.21341
   609410        1.43868       17.14908   -18805.20117        3.66264        3.59145        3.77000        3.62648        0.00050       -0.07796       -0.14312
   609420        1.41855       16.90918   -18704.72852        3.76167        3.63480        3.83873        3.81148       -0.08682        0.00188       -0.11013
   609430        1.41686       16.88904   -18694.11523        3.77647        3.64405        3.81646        3.86891       -0.09254        0.05820       -0.05695
   609440        1.42917       17.03577   -18750.86328        3.72452        3.67223        3.72393        3.77741       -0.00557       -0.02556       -0.07034
   609450        1.41986       16.92484   -18697.52930        3.75919        3.79187        3.71776        3.76795        0.05536       -0.06113       -0.06775
   609460        1.43495       17.10461   -18763.84961        3.69668        3.75931        3.72533        3.60542        0.10287       -0.03816       -0.09463
   609470        1.44507       17.22526   -18803.46680        3.66325        3.68588        3.75464        3.54923        0.11512       -0.02558       -0.09116
   609480        1.44054       17.17133   -18769.03711        3.70071        3.65213        3.75733        3.69266        0.09425       -0.00169       -0.07341
   609490        1.44963       17.27965   -18801.21875        3.67994        3.65083        3.68786        3.70115        0.10505       -0.00770       -0.13309
   609500        1.46030       17.40686   -18840.14063        3.65094        3.71253        3.64342        3.59686        0.20783       -0.04977       -0.15623
   609510        1.45485       17.34192   -18798.02539        3.69443        3.81779        3.74008        3.52542        0.25330       -0.08789       -0.14311
   609520        1.44138       17.18135   -18714.50977        3.77454        3.87233        3.88538        3.56591        0.23062       -0.08907       -0.18576
   609530        1.44126       17.17990   -18694.40234        3.79608        3.88126        3.88225        3.62473        0.13867       -0.03892       -0.20838
   609540        1.45205       17.30849   -18724.22852        3.76731        3.77647        3.78909        3.73636        0.09754       -0.05304       -0.18606
   609550        1.46802       17.49884   -18775.85938        3.72320        3.67596        3.77306        3.72057        0.11713       -0.07477       -0.12466
   609560        1.47008       17.52339   -18755.30469        3.74683        3.74098        3.79002        3.70948        0.14030       -0.09413       -0.11149
   609570        1.46622       17.47738   -18703.79492        3.79844        3.83032        3.77316        3.79183        0.04013       -0.04413       -0.12581
   609580        1.47355       17.56479   -18707.85938        3.79792        3.82561        3.75479        3.81336        0.02100        0.06826       -0.13356
   609590        1.47440       17.57496   -18681.19336        3.82755        3.87001        3.84385        3.76879       -0.01777        0.03048       -0.09116
   609600        1.46781       17.49630   -18620.47852        3.89114        3.93872        3.96081        3.77389       -0.06625       -0.03675       -0.03141
   609610        1.47333       17.56211   -18623.98438        3.89696        3.91569        4.03304        3.74215       -0.05289        0.01776        0.00251
   609620        1.47680       17.60354   -18621.33203        3.89626        3.85240        4.12296        3.71341       -0.04081        0.09436        0.05724
   609630        1.48954       17.75533   -18669.84570        3.84812        3.78135        4.12194        3.64106       -0.01025        0.04533        0.19500
   609640        1.49304       17.79714   -18677.92188        3.83691        3.80548        4.07534        3.62990       -0.02150       -0.02591        0.25720
   609650        1.49446       17.81405   -18681.29883        3.83408        3.81966        4.00677        3.67581       -0.02573       -0.05563        0.18580
   609660        1.50021       17.88259   -18711.80273        3.81087        3.78802        3.90918        3.73540        0.02522       -0.05574        0.07239
   609670        1.49804       17.85669   -18708.09570        3.82025        3.87768        3.78632        3.79674        0.03788       -0.05414       -0.05700
   609680        1.49872       17.86482   -18723.59766        3.81878        3.88312        3.76344        3.80977        0.02452        0.02074       -0.13805
   609690        1.48874       17.74587   -18690.19727        3.86532        3.81535        3.80894        3.97168       -0.04957        0.11835       -0.15429
   609700        1.46346       17.44444   -18582.56445        3.96981        3.86149        3.86750        4.18045       -0.11917        0.16327       -0.08919
   609710        1.46241       17.43201   -18595.69336        3.95469        3.80095        3.82135        4.24178       -0.09075        0.08615        0.03528
   609720        1.48532       17.70511   -18728.11328        3.81860        3.73335        3.60793        4.11453       -0.03145       -0.01655        0.10256
   609730        1.48946       17.75443   -18768.00586        3.76009        3.83123        3.52953        3.91950       -0.00598       -0.07224        0.09213
   609740        1.47335       17.56238   -18707.58398        3.79920        3.94335        3.52045        3.93380        0.01030       -0.11524        0.06402
   609750        1.46581       17.47248   -18689.10938        3.81347        3.94659        3.55693        3.93691        0.02469       -0.06976        0.05106
   609760        1.45944       17.39654   -18674.62695        3.82632        3.95937        3.63931        3.88027        0.06528       -0.02993        0.07707
   609770        1.46480       17.46048   -18717.08203        3.79012        3.90252        3.70920        3.75864        0.10386       -0.00165        0.11084
   609780        1.46752       17.49295   -18745.54297        3.76647        3.82194        3.72403        3.75343        0.07070       -0.00470        0.07310
   609790        1.45129       17.29946   -18679.07813        3.82865        3.87300        3.71951        3.89346       -0.01288        0.01124        0.05494
   609800        1.42305       16.96285   -18550.51367        3.94028        3.95731        3.79290        4.07063       -0.04737        0.02246        0.04139
   609810        1.44307       17.20148   -18660.10938        3.84265        3.83948        3.72549        3.96297       -0.07297        0.09104        0.02762
   609820        1.45249       17.31369   -18715.39258        3.78251        3.76528        3.71823        3.86402       -0.06346        0.11062        0.02199
   609830        1.45062       17.29149   -18714.48633        3.77001        3.77795        3.70290        3.82917       -0.03591        0.09827        0.00038
   609840        1.45658       17.36244   -18752.91992        3.72631        3.79949        3.61314        3.76630       -0.00945        0.07363       -0.00124
   609850        1.45543       17.34883   -18756.56445        3.71663        3.78392        3.66802        3.69796       -0.04691        0.04926       -0.01924
   609860        1.45035       17.28818   -18741.33398        3.72974        3.79367        3.73845        3.65711       -0.08251        0.04982       -0.00144
   609870        1.44398       17.21233   -18719.95313        3.75177        3.81496        3.81083        3.62953       -0.09517       -0.02166       -0.02454
   609880        1.44787       17.25867   -18749.58984        3.72827        3.80958        3.76743        3.60778       -0.11044       -0.02307       -0.01934
   609890        1.45489       17.34239   -18795.24609        3.68931        3.78162        3.60251        3.68379       -0.10868        0.01963        0.00654
   609900        1.45188       17.30644   -18791.60352        3.68949        3.67974        3.62306        3.76567       -0.13788        0.01992        0.02650
   609910        1.45476       17.34083   -18818.19922        3.66170        3.55543        3.68021        3.74946       -0.12760        0.04526        0.03531
   609920        1.45070       17.29244   -18811.29883        3.66439        3.57530        3.61228        3.80558       -0.05370        0.11747        0.00262
   609930        1.42652       17.00416   -18703.96094        3.75425        3.74366        3.58566        3.93342       -0.01323        0.13687        0.02062
   609940        1.43087       17.05604   -18737.69141        3.71991        3.73448        3.55915        3.86611       -0.03039        0.08660        0.05222
   609950        1.43663       17.12472   -18776.98047        3.67718        3.70542        3.53469        3.79144       -0.08259       -0.00890        0.06905
   609960        1.43692       17.12813   -18788.34375        3.66462        3.71545        3.48622        3.79219       -0.14681       -0.06010        0.08203
   609970        1.43705       17.12972   -18798.27734        3.65697        3.74389        3.46666        3.76034       -0.17251       -0.07371        0.11955
   609980        1.43855       17.14757   -18814.64258        3.64580        3.76236        3.44036        3.73467       -0.18205       -0.00851        0.12671
   609990        1.42165       16.94610   -18738.39063        3.71065        3.85396        3.51356        3.76442       -0.14961        0.03853        0.09918
   610000        1.41898       16.91428   -18731.35938        3.71288        3.81504        3.60010        3.72349       -0.09966        0.03199        0.10631
   610010        1.42452       16.98035   -18762.97070        3.67507        3.73513        3.63861        3.65146       -0.12011        0.00346        0.10518
   610020        1.43604       17.11761   -18822.82422        3.61543        3.61828        3.63050        3.59750       -0.15581        0.02167        0.05399
   610030        1.44840       17.26495   -18886.35352        3.56079        3.57872        3.57227        3.53137       -0.07512        0.01262       -0.02418
   610040        1.43895       17.15236   -18841.55859        3.61144        3.65118        3.57233        3.61081        0.01201       -0.01170       -0.02095
   610050        1.41887       16.91298   -18743.01953        3.71501        3.74408        3.68197        3.71900        0.07494        0.01946        0.02265
   610060        1.42818       17.02398   -18789.41797        3.69026        3.71735        3.67103        3.68239        0.12334        0.04076        0.06288
   610070        1.42663       17.00554   -18779.75391        3.70094        3.72678        3.69095        3.68509        0.08333        0.06239        0.04683
   610080        1.42594       16.99721   -18772.34570        3.70062        3.75307        3.68321        3.66558       -0.01794       -0.00870        0.02720
   610090        1.43420       17.09574   -18807.38867        3.65976        3.81866        3.51560        3.64502       -0.10004       -0.03675        0.09493
   610100        1.44246       17.19415   -18840.54102        3.62484        3.82787        3.40923        3.63740       -0.11531       -0.04330        0.10737
   610110        1.44438       17.21712   -18840.71875        3.62970        3.79520        3.45027        3.64362       -0.13543       -0.02501        0.10166
   610120        1.43457       17.10016   -18780.69922        3.68645        3.81575        3.54147        3.70214       -0.13199        0.02927        0.08210
   610130        1.43660       17.12431   -18777.21094        3.68793        3.75706        3.59926        3.70748       -0.09815        0.05610        0.08425
   610140        1.45027       17.28729   -18828.88672        3.63470        3.59960        3.63570        3.66879       -0.07585        0.06663        0.07315
   610150        1.45811       17.38069   -18849.41797        3.61012        3.51696        3.69554        3.61785       -0.10602        0.07195        0.04533
   610160        1.45871       17.38793   -18832.64844        3.62229        3.54602        3.76525        3.55560       -0.14580        0.05120       -0.03502
   610170        1.46737       17.49106   -18855.43359        3.60395        3.55723        3.71623        3.53839       -0.18885        0.04049       -0.10733
   610180        1.47590       17.59284   -18878.00977        3.58763        3.64087        3.63481        3.48721       -0.13488       -0.04059       -0.08643
   610190        1.48266       17.67335   -18893.36523        3.57755        3.66162        3.59533        3.47569       -0.07279       -0.09864       -0.06818
   610200        1.47923       17.63246   -18860.66406        3.61223        3.67104        3.65671        3.50894       -0.08109       -0.14660       -0.03748
   610210        1.45940       17.39610   -18748.81055        3.71835        3.70957        3.81187        3.63362       -0.11437       -0.20596       -0.05410
   610220        1.45985       17.40151   -18739.43359        3.73206        3.62544        3.82445        3.74629       -0.07669       -0.21690       -0.14240
   610230        1.46691       17.48561   -18763.91406        3.70381        3.54558        3.74177        3.82407        0.02350       -0.17755       -0.15615
   610240        1.46508       17.46384   -18745.57617        3.71022        3.54018        3.74022        3.85027        0.07364       -0.13694       -0.11869
   610250        1.47378       17.56747   -18781.63477        3.67869        3.51779        3.69445        3.82381        0.05433       -0.13790       -0.10699
   610260        1.47469       17.57838   -18781.39063        3.68800        3.55291        3.65122        3.85986        0.03319       -0.16264       -0.14373
   610270        1.45763       17.37498   -18694.08203        3.77894        3.68277        3.67075        3.98329        0.02600       -0.15305       -0.11593
   610280        1.44340       17.20539   -18622.49023        3.85503        3.74135        3.79385        4.02988       -0.01084       -0.04004       -0.04377
   610290        1.43315       17.08318   -18570.46680        3.90155        3.76490        3.86069        4.07907       -0.01548        0.09183       -0.01379
   610300        1.44666       17.24418   -18636.39453        3.84235        3.73160        3.81278        3.98267        0.02019        0.08733       -0.06806
   610310        1.44898       17.27188   -18646.28320        3.82557        3.80670        3.79056        3.87944        0.01126       -0.00315       -0.13456
   610320        1.44890       17.27100   -18644.51758        3.81892        3.88883        3.74714        3.82079       -0.03777       -0.00349       -0.12253
   610330        1.46594       17.47404   -18728.90234        3.74057        3.75637        3.73088        3.73445       -0.04687        0.07456       -0.02432
   610340        1.47156       17.54099   -18758.42773        3.71295        3.66061        3.79586        3.68238       -0.05858        0.09461        0.04450
   610350        1.46070       17.41156   -18709.00781        3.75560        3.62651        3.88826        3.75203       -0.05342        0.08482        0.04617
   610360        1.44597       17.23606   -18642.64844        3.81115        3.65354        3.91743        3.86248       -0.01859        0.05570        0.01792
   610370        1.45810       17.38064   -18712.34180        3.75418        3.60016        3.82133        3.84104       -0.03019        0.04654        0.00115
   610380        1.45641       17.36051   -18715.88867        3.75789        3.58770        3.79681        3.88916       -0.04614        0.06231        0.02320
   610390        1.44799       17.26013   -18688.65430        3.78619        3.66556        3.84413        3.84887       -0.06834        0.09268        0.01177
   610400        1.45680       17.36512   -18750.25781        3.72898        3.71663        3.79165        3.67866       -0.06768        0.06417       -0.03663
   610410        1.45265       17.31570   -18750.14258        3.71150        3.66841        3.78262        3.68348       -0.03394        0.02499       -0.00972
   610420        1.45617       17.35756   -18791.14648        3.65667        3.54399        3.69551        3.73050       -0.00396        0.04539        0.04421
   610430        1.45321       17.32229   -18802.09570        3.63187        3.56445        3.60639        3.72476        0.04106        0.09798        0.06513
   610440        1.46648       17.48050   -18895.99805        3.54264        3.50934        3.52220        3.59637        0.04830        0.04029        0.01555
   610450        1.46962       17.51794   -18941.36719        3.50180        3.41256        3.53503        3.55781        0.10895        0.01045       -0.06404
   610460        1.44611       17.23765   -18854.22656        3.58448        3.42256        3.67037        3.66052        0.15057       -0.00967       -0.07826
   610470        1.42674       17.00678   -18785.31250        3.65829        3.45127        3.78549        3.73810        0.10722       -0.11464       -0.07006
   610480        1.41507       16.86769   -18749.86523        3.70215        3.47293        3.80651        3.82701        0.07471       -0.17893       -0.01822
   610490        1.41564       16.87450   -18770.39258        3.69596        3.54448        3.69721        3.84618        0.12851       -0.19591        0.00333
   610500        1.40478       16.74500   -18728.86328        3.73209        3.56365        3.72938        3.90323        0.16717       -0.16031        0.03291
   610510        1.40115       16.70174   -18718.50977        3.73586        3.55389        3.74258        3.91113        0.14543       -0.18314        0.01936
   610520        1.40913       16.79685   -18761.53516        3.68917        3.59100        3.65737        3.81913        0.08843       -0.19410       -0.01538
   610530        1.42420       16.97656   -18836.62695        3.61436        3.56039        3.56812        3.71458        0.11185       -0.17557       -0.03743
   610540        1.42595       16.99735   -18843.15430        3.60274        3.54197        3.61286        3.65340        0.16799       -0.12411       -0.09206
   610550        1.43265       17.07720   -18872.99023        3.57693        3.46242        3.61516        3.65322        0.17340       -0.09843       -0.17121
   610560        1.43795       17.14036   -18894.81836        3.55481        3.47838        3.58824        3.59783        0.17401       -0.07676       -0.18226
   610570        1.43696       17.12861   -18884.93359        3.55934        3.54720        3.53741        3.59341        0.14440       -0.04678       -0.10752
   610580        1.43948       17.15863   -18892.01172        3.54685        3.60911        3.49476        3.53668        0.09228       -0.03769       -0.03623
   610590        1.45091       17.29490   -18943.49609        3.50161        3.58423        3.48512        3.43549        0.01834       -0.08617        0.02649
   610600        1.44199       17.18852   -18893.80859        3.55075        3.63359        3.57038        3.44829        0.03397       -0.05089        0.04358
   610610        1.42164       16.94604   -18786.97852        3.65485        3.75173        3.69946        3.51335        0.11963        0.00999        0.05025
   610620        1.41540       16.87159   -18748.53125        3.69310        3.79800        3.70033        3.58098        0.15835        0.05415        0.06355
   610630        1.42903       17.03404   -18806.60352        3.63952        3.70310        3.58224        3.63323        0.15108        0.05074        0.05790
   610640        1.43622       17.11978   -18830.49219        3.61495        3.60874        3.53915        3.69697        0.12062        0.01539        0.01431
   610650        1.44139       17.18145   -18843.49805        3.60800        3.48106        3.55627        3.78666        0.08398        0.03066       -0.05187
   610660        1.43517       17.10726   -18798.72656        3.65712        3.49983        3.57924        3.89228        0.13445        0.03915       -0.06100
   610670        1.43776       17.13814   -18797.17383        3.67590        3.57724        3.62658        3.82389        0.14883        0.06829       -0.07471
   610680        1.43520       17.10769   -18768.79102        3.71339        3.74151        3.72021        3.67847        0.14285        0.05789       -0.11583
   610690        1.44219       17.19094   -18786.89453        3.70504        3.77123        3.70427        3.63962        0.11194        0.05284       -0.09228
   610700        1.46081       17.41289   -18862.80078        3.64417        3.68511        3.64580        3.60160        0.08189        0.07642       -0.07308
   610710        1.46350       17.44497   -18860.34766        3.64636        3.66594        3.64540        3.62774        0.06487        0.05076       -0.07275
   610720        1.45132       17.29980   -18785.69922        3.71189        3.70213        3.68495        3.74859        0.02320       -0.04351       -0.06232
   610730        1.43186       17.06784   -18675.22852        3.79961        3.84630        3.72404        3.82851       -0.01142       -0.08874       -0.05044
   610740        1.45339       17.32451   -18768.93750        3.70933        3.74112        3.64798        3.73887       -0.03830       -0.04902       -0.06983
   610750        1.46641       17.47964   -18820.36914        3.65357        3.58916        3.65212        3.71943       -0.01790        0.02129       -0.01264
   610760        1.46553       17.46923   -18804.56055        3.66295        3.54302        3.69792        3.74790       -0.02147        0.07106        0.11786
   610770        1.46204       17.42753   -18777.77930        3.68465        3.48432        3.75006        3.81958       -0.08504        0.07515        0.22013
   610780        1.46817       17.50065   -18801.15234        3.66612        3.43912        3.69190        3.86733       -0.09204        0.06305        0.21182
   610790        1.45585       17.35381   -18734.29688        3.72744        3.56531        3.65705        3.95996       -0.08828        0.02769        0.15575
   610800        1.45332       17.32363   -18717.80859        3.75113        3.73392        3.60966        3.90981       -0.08884        0.02486        0.10844
   610810        1.44604       17.23686   -18678.05469        3.79133        3.85573        3.71149        3.80677       -0.07462        0.02974        0.04985
   610820        1.45333       17.32378   -18711.38477        3.76907        3.79037        3.81025        3.70659       -0.02699        0.06792       -0.03604
   610830        1.45370       17.32814   -18710.54492        3.77218        3.72186        3.87862        3.71606        0.02792        0.08432       -0.03822
   610840        1.45885       17.38957   -18734.47852        3.74923        3.65046        3.84949        3.74773        0.07386        0.03308        0.02799
   610850        1.46804       17.49914   -18780.04492        3.70688        3.64259        3.71986        3.75817        0.10210        0.04620        0.04301
   610860        1.46184       17.42524   -18751.22461        3.72993        3.76774        3.68829        3.73378        0.11020        0.12246       -0.03609
   610870        1.45346       17.32533   -18714.33398        3.76423        3.75496        3.76389        3.77385        0.05320        0.18516       -0.07110
   610880        1.45084       17.29406   -18709.02344        3.77013        3.63664        3.86393        3.80981       -0.01912        0.15348       -0.08951
   610890        1.45400       17.33168   -18735.91797        3.74657        3.60861        3.90961        3.72149       -0.08412        0.17706       -0.12841
   610900        1.44914       17.27385   -18727.22656        3.75824        3.62413        3.90015        3.75044       -0.11836        0.11527       -0.13510
   610910        1.44368       17.20878   -18719.89258        3.77283        3.67163        3.85173        3.79514       -0.11408       -0.01054       -0.05351
   610920        1.43419       17.09559   -18696.08398        3.80127        3.75916        3.72799        3.91667       -0.08458       -0.07822       -0.02434
   610930        1.41695       16.89015   -18635.44531        3.86029        3.87939        3.73946        3.96204       -0.09691       -0.06563       -0.05761
   610940        1.41546       16.87233   -18652.59570        3.85012        3.87978        3.75528        3.91530       -0.12456       -0.06289       -0.10750
   610950        1.43167       17.06559   -18756.69922        3.76382        3.73596        3.70152        3.85399       -0.08360       -0.07435       -0.12716
   610960        1.43054       17.05207   -18773.23633        3.74788        3.68268        3.72342        3.83754       -0.04220       -0.05200       -0.12271
   610970        1.42525       16.98909   -18767.52734        3.74524        3.67834        3.77554        3.78186       -0.06556       -0.02110       -0.10200
   610980        1.43403       17.09372   -18830.03516        3.67475        3.60798        3.72906        3.68720        0.01239       -0.00414       -0.11640
   610990        1.44637       17.24080   -18909.16992        3.58550        3.55369        3.59133        3.61147        0.02407        0.03221       -0.09702
   611000        1.43871       17.14953   -18887.91211        3.58663        3.53270        3.60294        3.62425       -0.04092        0.09855       -0.04719
   611010        1.43233       17.07345   -18872.14844        3.59447        3.46768        3.70296        3.61276       -0.02434        0.09252       -0.02737
   611020        1.42608       16.99894   -18855.28516        3.60520        3.46876        3.74103        3.60580        0.04902        0.10819        0.00739
   611030        1.43061       17.05295   -18890.27930        3.56905        3.47736        3.68770        3.54209        0.13201        0.09462       -0.01423
   611040        1.43761       17.13631   -18935.90820        3.51816        3.45260        3.61226        3.48963        0.13170        0.03594        0.00373
   611050        1.44355       17.20713   -18975.62695        3.47355        3.42695        3.52575        3.46795        0.09350       -0.04161        0.01281
   611060        1.44272       17.19730   -18981.48633        3.46406        3.41757        3.51665        3.45796        0.08546       -0.08488        0.00638
   611070        1.43837       17.14544   -18969.26563        3.46182        3.42023        3.54900        3.41622        0.07514       -0.09987       -0.04651
   611080        1.45116       17.29791   -19042.56641        3.38028        3.36738        3.42987        3.34361        0.03744       -0.08755       -0.08590
   611090        1.44599       17.23631   -19026.66406        3.37785        3.37232        3.42735        3.33387        0.00345       -0.09115       -0.10291
   611100        1.44271       17.19715   -19020.60938        3.37499        3.38788        3.47402        3.26307       -0.01338       -0.02334       -0.13662
   611110        1.44146       17.18221   -19024.52734        3.36296        3.37813        3.53104        3.17972       -0.06747        0.00525       -0.14787
   611120        1.44889       17.27084   -19072.10352        3.32065        3.30493        3.49488        3.16213       -0.06344       -0.02156       -0.08254
   611130        1.44399       17.21239   -19058.52930        3.33766        3.25284        3.48013        3.28000        0.00114       -0.01027       -0.01819
   611140        1.43063       17.05320   -19003.04102        3.39800        3.27868        3.50232        3.41298        0.01226        0.00043       -0.00186
   611150        1.41344       16.84825   -18927.00000        3.46757        3.34723        3.57822        3.47726       -0.02738       -0.06987       -0.01029
   611160        1.42220       16.95264   -18978.11719        3.41764        3.36325        3.54901        3.34067       -0.06347       -0.10474       -0.00817
   611170        1.44151       17.18281   -19080.22070        3.32628        3.32803        3.44301        3.20781       -0.02442       -0.04349        0.07573
   611180        1.42826       17.02487   -19019.48828        3.38908        3.37169        3.52130        3.27425        0.02686       -0.00530        0.12850
   611190        1.39766       16.66014   -18870.71289        3.54036        3.44862        3.67303        3.49942        0.03151        0.02041        0.09173
   611200        1.39231       16.59644   -18844.04492        3.58569        3.45609        3.65364        3.64735        0.00489        0.03099        0.10014
   611210        1.39751       16.65841   -18864.75977        3.57301        3.36667        3.62483        3.72753       -0.00013        0.01847        0.10804
   611220        1.41741       16.89555   -18953.86523        3.48547        3.27245        3.53412        3.64985        0.02185        0.02051        0.11743
   611230        1.43223       17.07228   -19013.61523        3.41907        3.32031        3.46808        3.46880        0.04953        0.00682        0.12107
   611240        1.43676       17.12628   -19019.29688        3.40536        3.41648        3.45734        3.34227        0.05009       -0.05563        0.07452
   611250        1.42806       17.02249   -18956.44531        3.45789        3.49527        3.52311        3.35529        0.09999       -0.04577        0.01756
   611260        1.41692       16.88971   -18878.32617        3.52919        3.59440        3.52354        3.46962        0.12528        0.00723       -0.00393
   611270        1.41726       16.89379   -18853.43945        3.55552        3.56249        3.50378        3.60029        0.06009       -0.02913       -0.00950
   611280        1.41970       16.92282   -18835.07617        3.57490        3.53341        3.51807        3.67322       -0.03095       -0.06635       -0.00654
   611290        1.42368       16.97028   -18822.27148        3.59694        3.55281        3.52436        3.71365       -0.07554       -0.05359        0.00249
   611300        1.42108       16.93936   -18776.45508        3.64942        3.55566        3.62252        3.77008       -0.08823       -0.02749       -0.01508
   611310        1.41684       16.88880   -18724.18164        3.70716        3.55496        3.75165        3.81489       -0.08584        0.00055       -0.11284
   611320        1.41395       16.85435   -18681.30664        3.75584        3.54020        3.81547        3.91186       -0.05216       -0.01160       -0.17246
   611330        1.42688       17.00846   -18720.71094        3.73046        3.58751        3.72421        3.87967        0.00545       -0.05336       -0.19171
   611340        1.44612       17.23785   -18795.84961        3.67602        3.68192        3.61581        3.73032        0.08426        0.00670       -0.23410
   611350        1.44444       17.21778   -18771.04297        3.70474        3.74444        3.73573        3.63406        0.09333        0.05687       -0.24328
   611360        1.44765       17.25602   -18774.69727        3.70925        3.66559        3.84909        3.61307        0.03599        0.03307       -0.20141
   611370        1.44104       17.17729   -18731.81445        3.75011        3.70753        3.84794        3.69486        0.02356        0.00805       -0.14953
   611380        1.44182       17.18657   -18727.48438        3.75674        3.75257        3.77864        3.73900        0.08343        0.04165       -0.04175
   611390        1.43909       17.15403   -18706.14063        3.76932        3.81854        3.77367        3.71574        0.10516        0.08644       -0.01155
   611400        1.45663       17.36304   -18786.78906        3.70054        3.77359        3.73053        3.59751        0.08775        0.14880       -0.00815
   611410        1.45151       17.30200   -18755.66602        3.73123        3.80721        3.76122        3.62526        0.09828        0.14829        0.01532
   611420        1.44914       17.27385   -18739.59570        3.75095        3.80711        3.70929        3.73644        0.07412        0.06979        0.05455
   611430        1.45691       17.36646   -18774.90430        3.72287        3.78365        3.59992        3.78503        0.03265       -0.00670        0.06819
   611440        1.46093       17.41432   -18792.84961        3.70335        3.76786        3.52978        3.81241        0.01277       -0.03538        0.06621
   611450        1.46139       17.41984   -18794.75977        3.69195        3.77790        3.50514        3.79281       -0.01557       -0.05422        0.07666
   611460        1.46989       17.52116   -18838.80859        3.64416        3.72674        3.44694        3.75881       -0.01396       -0.04333        0.08706
   611470        1.46950       17.51655   -18841.22461        3.63431        3.70627        3.47304        3.72360       -0.01160       -0.05256        0.07548
   611480        1.45044       17.28928   -18752.61523        3.69669        3.71536        3.60623        3.76848        0.02832       -0.11083        0.00142
   611490        1.46361       17.44634   -18826.51758        3.62107        3.63885        3.52682        3.69755        0.05446       -0.03943       -0.03166
   611500        1.46272       17.43567   -18832.13086        3.60761        3.66700        3.50181        3.65402        0.08403        0.09174        0.03036
   611510        1.45075       17.29305   -18784.61914        3.65031        3.63473        3.59863        3.71756        0.05514        0.11987        0.05116
   611520        1.45314       17.32144   -18809.88672        3.63372        3.59341        3.62364        3.68410        0.02784        0.09263        0.01366
   611530        1.45274       17.31674   -18822.61523        3.62668        3.53799        3.70794        3.63413       -0.03065        0.01773        0.01186
   611540        1.43910       17.15416   -18770.21289        3.67789        3.47440        3.80637        3.75291       -0.02411       -0.01097       -0.02957
   611550        1.43274       17.07828   -18753.86719        3.69622        3.48016        3.77252        3.83599       -0.01093        0.02304        0.00679
   611560        1.43662       17.12457   -18787.92188        3.66424        3.46747        3.69809        3.82716        0.00594       -0.04082        0.08515
